DRUG SMILES,FRAG_SMILES
CCOCCOc1ccccc1C(=O)Nc1ccc(SC)cn1,CC(=O)c1ccccc1C
COC(=O)[C@]1(C)CN(c2ccnc(C#N)c2)C[C@@H]1C,CC(=O)[C@]1(C)CN(C)C[C@@H]1C
O=C(c1cc2cc(F)ccc2s1)N1CCC[C@@H](c2nn[nH]n2)C1,CC(=O)c1cc2cc(F)ccc2s1
COCCOc1cncc(C(=O)NC[C@@H](CO)c2cccnc2)c1,CNC[C@@H](CO)c1cccnc1
C[S@@](=O)CCC(=O)N1CCC[C@@H]1c1cccc(Br)c1,CN1CCC[C@@H]1c1cccc(Br)c1
CC(C)N(C(=O)C(=O)NCC1(C)CCOCC1)C1CC1,CNCC1(C)CCOCC1
O=C1OCc2ccc(S(=O)(=O)N3CCC[C@@H]3c3ccco3)cc21,CS(=O)(=O)c1ccc2c(c1)C(=O)OC2
COC1CC[NH+](C(C)(C)CNS(=O)(=O)CCOC(C)C)CC1,CCC(C)(C)[NH+]1CCC(OC)CC1
C[C@@H]1C[N@H+](Cc2ccccn2)CC[C@@H]1NC(=O)c1cc(F)ccc1F,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@H]1C
CC1CC[NH+](C[C@H](O)CNC(=O)c2ccccc2OC(C)C)CC1,CC(=O)c1ccccc1C
COC1CCN(C(C)(C)CNS(=O)(=O)CCOC(C)C)CC1,COC1CCN(C)CC1
CC(C)OC(=O)[C@H](C)CNC(=O)C[C@H]1CCCC[C@@H]1O,CC(=O)C[C@H]1CCCC[C@@H]1O
CCCc1noc(-c2cccc(CNC(=O)N[C@@H]3CCO[C@H]3C)c2)n1,CNCc1cccc(C)c1
CN(Cc1nncn1C)C(=O)CN[C@@H](c1ccccc1)C(F)(F)F,C[C@@H](c1ccccc1)C(F)(F)F
Cc1cc(CNc2cc(N)c([N+](=O)[O-])c(C#N)c2)n(C)n1,Cc1cc(N)c([N+](=O)[O-])c(C#N)c1
C[C@@H]1C[N@@H+](Cc2ccccn2)CC[C@@H]1NC(=O)c1cc(F)ccc1F,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@H]1C
CC1CCN(C[C@H](O)CNC(=O)c2ccccc2OC(C)C)CC1,CC(=O)c1ccccc1C
COC(=O)[C@@H](CF)NC(=O)[C@@H]1CCN(c2cccc(Cl)c2)C1=O,CC(=O)[C@@H]1CCN(C)C1=O
C[C@@H]1CN(Cc2ccccn2)CC[C@@H]1NC(=O)c1cc(F)ccc1F,CC(=O)c1cc(F)ccc1F
N#Cc1ccnc(NCCc2nnnn2-c2ccccc2)c1,Cc1cc(C#N)ccn1
CCOC(=O)CCCS(=O)(=O)N[C@H](C)c1csc(CC)n1,CC(=O)CCCS(C)(=O)=O
Cn1cc([C@@H]2CCCN2C(=O)N[C@H]2CCO[C@H](C(C)(C)C)C2)cn1,CN1CCC[C@H]1c1cnn(C)c1
C[C@@H](C(=O)NCC1=CCCOC1)[C@@H](C)C(=O)NCC1=CCCOC1,CNCC1=CCCOC1
C[C@@H]1OCC[C@H]1NC(=O)N(C)Cc1cnn(-c2cccc(Cl)c2)c1,Cc1cccc(Cl)c1
Cn1cc(CCCNC(=O)N[C@@H]2C[C@H]2c2c(F)cccc2F)cn1,CN[C@@H]1C[C@H]1c1c(F)cccc1F
CC(C)C[C@H](C)CC(=O)N[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C
O=C(NC[C@H]1CN2CCCC[C@H]2CO1)c1c(Cl)cccc1Cl,CC(=O)c1c(Cl)cccc1Cl
COC(=O)c1cnc(NCCC2C[C@H](C)O[C@@H](C)C2)nc1,CCCC1C[C@H](C)O[C@@H](C)C1
O=C(NC[C@H]1C[N@@H+]2CCCC[C@H]2CO1)c1c(Cl)cccc1Cl,CC(=O)c1c(Cl)cccc1Cl
CCC(CC)[C@@H](C(=O)NC[C@H](CO)c1cccnc1)N1CCOCC1,CNC[C@H](CO)c1cccnc1
O=C(NCCn1cccc1)c1cccc([O-])c1[N+](=O)[O-],CC(=O)c1cccc([O-])c1[N+](=O)[O-]
O=C(NC[C@H]1C[N@H+]2CCCC[C@H]2CO1)c1c(Cl)cccc1Cl,CC(=O)c1c(Cl)cccc1Cl
CCC(CC)[C@@H](C(=O)NC[C@H](CO)c1cccnc1)[NH+]1CCOCC1,CNC[C@H](CO)c1cccnc1
CC(C)C[C@H](C)CC(=O)N[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C
Cn1cc(CC(=O)N(Cc2ccc(O)cc2)Cc2ccco2)cn1,CCc1ccc(O)cc1
O=C(NCCn1cccc1)c1cccc(O)c1[N+](=O)[O-],CC(=O)c1cccc(O)c1[N+](=O)[O-]
CNc1snc(C)c1C(=O)N1CCO[C@@H](c2cccc(C#N)c2)C1,CN1CCO[C@@H](c2cccc(C#N)c2)C1
Cc1cccc(NC(=O)Cn2cnc([N+](=O)[O-])n2)c1F,CNc1cccc(C)c1F
C[S@@](=O)CCC(=O)N1CCC[C@H]1c1cccc(Br)c1,CN1CCC[C@H]1c1cccc(Br)c1
COC(=O)[C@H](CF)NC(=O)c1cc(N2CCCC2=O)ccc1F,CC(=O)c1cc(C)ccc1F
CC(C)C[C@H](C)CC(=O)N[C@H]1CCN(Cc2ccccn2)C[C@@H]1C,CN[C@H]1CCN(C)C[C@@H]1C
O=C(Cn1c(=O)[nH]c2ccccc21)NC[C@@H](CO)c1cccnc1,Cn1c(=O)[nH]c2ccccc21
Cc1cc(CNc2ncccc2S(C)(=O)=O)n(C)n1,Cc1ncccc1S(C)(=O)=O
CCOC(=O)CCCS(=O)(=O)N[C@H]1c2ccccc2C[C@H]1C,C[C@@H]1Cc2ccccc2[C@@H]1C
O=C(NC[C@@H](CO)c1ccccc1Cl)[C@H]1CCn2cncc2C1,CC(=O)[C@H]1CCn2cncc2C1
O=[N+]([O-])c1cccc(F)c1N1CC[C@](F)(CO)C1,Cc1c(F)cccc1[N+](=O)[O-]
O=C(NC[C@@H](CO)c1ccccc1Cl)[C@H]1CCn2c[nH+]cc2C1,CC(=O)[C@H]1CCn2c[nH+]cc2C1
O=C(N[C@H](c1ccccc1)C1CCOCC1)[C@@H]1CC12CC[NH2+]CC2,CN[C@H](c1ccccc1)C1CCOCC1
COc1ccccc1C(=O)N1C[C@H](O)C[C@H]1c1ccc(F)c(F)c1,CN1C[C@H](O)C[C@H]1c1ccc(F)c(F)c1
COCCCn1ccc(NC(=O)c2ccc3[nH]c(C)c(C)c3c2)n1,CC(=O)c1ccc2[nH]c(C)c(C)c2c1
O=C(N[C@@H]1C[C@@H]1c1c(F)cccc1F)N1CCN(CC(F)F)CC1,CN[C@@H]1C[C@@H]1c1c(F)cccc1F
COC(=O)c1cnc(N[C@H](C)c2ccncc2F)nc1,CC(C)c1ccncc1F
CN(CC(=O)NC[C@H](CO)c1cccnc1)C(=O)c1cccs1,CNC[C@H](CO)c1cccnc1
COc1ccc(C(=O)CCC(=O)N2CCOCC23CCCC3)cc1F,COc1ccc(C(=O)CCC(C)=O)cc1F
CCc1cc(CC)nc(N2CC[C@](F)(CO)C2)n1,CCc1cc(CC)nc(C)n1
Cc1ccc(C(=O)N[C@@H]2C[N@@H+](C)C[C@H]2c2ccccc2)cc1[N+](=O)[O-],CC(=O)c1ccc(C)c([N+](=O)[O-])c1
CNC(=O)c1ccc(CN(C)Cc2ccc(Cl)cc2[N+](=O)[O-])cc1,CCc1ccc(C(C)=O)cc1
CCCCS(=O)(=O)N1CCCN(Cc2csc(C)n2)CC1,CCc1csc(C)n1
Cc1cc(NCc2cc(C)nn2C)nc(-c2cccnc2)n1,Cc1cc(C)nc(C)n1
Cc1ccc(C(=O)N[C@@H]2C[N@H+](C)C[C@H]2c2ccccc2)cc1[N+](=O)[O-],CC(=O)c1ccc(C)c([N+](=O)[O-])c1
COC(=O)[C@@H](CF)NC(=O)c1ccn(-c2ccc(F)cc2F)n1,Cc1ccc(F)cc1F
CNC(=O)c1ccc(C[N@H+](C)Cc2ccc(Cl)cc2[N+](=O)[O-])cc1,CC(=O)c1ccc(C[N@H+](C)Cc2ccc(Cl)cc2[N+](=O)[O-])cc1
Cc1cc(CNc2cc(C)[nH+]c(-c3cccnc3)n2)n(C)n1,Cc1cc(C)[nH+]c(C)n1
Cc1ccc(C(=O)N[C@@H]2CN(C)C[C@H]2c2ccccc2)cc1[N+](=O)[O-],CC(=O)c1ccc(C)c([N+](=O)[O-])c1
CC[C@H]1CCCN(C(=O)C(=O)NCC2(C)CCOCC2)C1,CC[C@H]1CCCN(C)C1
Cc1ccc(-n2cnnc2SCC(=O)N2CC[C@H](C3CC3)C2)cc1,CC(=O)CSc1nncn1C
COc1ccc(S(=O)(=O)N[C@H]2CCCN(C)C2=O)c(C)c1C,COc1ccc(S(C)(=O)=O)c(C)c1C
CCOC(=O)CCCS(=O)(=O)N(C)[C@H]1CCc2ccccc2C1,CN(C)[C@H]1CCc2ccccc2C1
CC[C@@H](C)n1[nH]c(=NC(=O)C2CC[NH+](C)CC2)cc1C,CN=c1cc(C)n(C)[nH]1
CNC(=O)c1ccc(C[N@@H+](C)Cc2ccc(Cl)cc2[N+](=O)[O-])cc1,CC(=O)c1ccc(C[N@@H+](C)Cc2ccc(Cl)cc2[N+](=O)[O-])cc1
C[C@@H]1OCC[C@@H]1NC(=O)N(C)Cc1cnn(-c2cccc(Cl)c2)c1,Cc1cccc(Cl)c1
CC[C@@H](C)n1[nH]c(=NC(=O)C2CCN(C)CC2)cc1C,CN=c1cc(C)n(C)[nH]1
Cc1cc(C)cc(CCC(=O)NC[C@H]2CN3CCCC[C@H]3CO2)c1,CC(=O)CCc1cc(C)cc(C)c1
CC(C)[C@@H](NC(=O)c1cccc(N2C(=O)CCC2=O)c1)C(C)(C)O,CC(=O)c1cccc(C)c1
CCCCNC(=O)CC[N@@H+]1CCC[C@@H]1c1ccc(OC)cc1OC,COc1ccc([C@H]2CCC[N@H+]2CCC(C)=O)c(OC)c1
NC(=O)c1ccc(CNC(=O)N[C@H]2C[C@@H]2c2c(F)cccc2F)cc1,CNCc1ccc(C(N)=O)cc1
C/C=C\CS(=O)(=O)CC(=O)NC1CCC(C)CC1,CNC1CCC(C)CC1
Cc1cc(C)cc(CCC(=O)NC[C@H]2C[N@@H+]3CCCC[C@H]3CO2)c1,CC(=O)CCc1cc(C)cc(C)c1
CN1CCC[C@@H](NS(=O)(=O)c2cccc(Br)c2)C1=O,CS(=O)(=O)c1cccc(Br)c1
Cc1cc(C)cc(CCC(=O)NC[C@H]2C[N@H+]3CCCC[C@H]3CO2)c1,CC(=O)CCc1cc(C)cc(C)c1
C[C@@H](Nc1ccc(S(N)(=O)=O)cn1)c1ccncc1F,CC(C)c1ccncc1F
CCCCNC(=O)CC[N@H+]1CCC[C@@H]1c1ccc(OC)cc1OC,COc1ccc([C@H]2CCC[N@@H+]2CCC(C)=O)c(OC)c1
O=C(CNC(=O)N[C@@H]1C[C@H]1c1c(F)cccc1F)Nc1cccnc1,CN[C@@H]1C[C@H]1c1c(F)cccc1F
Cc1nc(CNC(=O)Cc2ccc(O)cc2Cl)c2n1CCCC2,CC(=O)Cc1ccc(O)cc1Cl
Cc1n[nH]c(=O)c(C(=O)NC[C@@H](CO)c2ccccc2Cl)c1C,CC(=O)c1c(C)c(C)n[nH]c1=O
CCCCNC(=O)CCN1CCC[C@@H]1c1ccc(OC)cc1OC,COc1ccc([C@H]2CCCN2C)c(OC)c1
Cc1[nH+]c(CNC(=O)Cc2ccc(O)cc2Cl)c2n1CCCC2,CC(=O)Cc1ccc(O)cc1Cl
CCSc1ccc([N+](=O)[O-])cc1C(=O)N[C@H](CF)C(=O)OC,CCSc1ccc([N+](=O)[O-])cc1C(C)=O
COC[C@@H](O)CN1C[C@@H]2C[N@@H+]3CCCC[C@@H]3[C@H]2C1,CN1C[C@@H]2C[N@@H+]3CCCC[C@@H]3[C@H]2C1
NC(=O)c1ccc(CNC(=O)N[C@@H]2C[C@@H]2c2c(F)cccc2F)cc1,CNCc1ccc(C(N)=O)cc1
Cc1nc(CNC(=O)Cc2ccc([O-])cc2Cl)c2n1CCCC2,CC(=O)Cc1ccc([O-])cc1Cl
COC(=O)[C@@]1(C)CN(c2ccnc(C#N)c2)C[C@@H]1C,CC(=O)[C@@]1(C)CN(C)C[C@@H]1C
COCCCn1ccc(NC(=O)c2cc3c(C)cc(C)cc3[nH]2)n1,CC(=O)c1cc2c(C)cc(C)cc2[nH]1
O=C(Cn1c(=O)[nH]c2ccccc21)NC[C@H](CO)c1cccnc1,Cn1c(=O)[nH]c2ccccc21
C[N@H+]1C[C@H](c2ccccc2)[C@@H](NC(=O)c2ccc(Br)o2)C1,CN[C@H]1C[N@@H+](C)C[C@@H]1c1ccccc1
COCCO[C@@H]1CCCN(c2nc(C)cc(C#N)n2)C1,Cc1cc(C#N)nc(C)n1
COc1cc(C(=O)NC[C@@H](CO)c2cccnc2)cc(OC)c1OC,COc1cc(C(C)=O)cc(OC)c1OC
COCCO[C@H]1CCCN(c2ccnc3c2cnn3C)C1,Cc1ccnc2c1cnn2C
C[N@@H+]1C[C@H](c2ccccc2)[C@@H](NC(=O)c2ccc(Br)o2)C1,CN[C@H]1C[N@H+](C)C[C@@H]1c1ccccc1
CC(=O)N1CCC(NC(=O)N[C@H]2C[C@@H]2c2c(F)cccc2F)CC1,CN[C@H]1C[C@@H]1c1c(F)cccc1F
COC(=O)[C@H](CF)NC(=O)Cc1nnn(-c2ccc(C)cc2)c1C,Cc1ccc(C)cc1
CN1C[C@H](c2ccccc2)[C@@H](NC(=O)c2ccc(Br)o2)C1,CN[C@H]1CN(C)C[C@@H]1c1ccccc1
Cc1nc2ccc(N[C@H]3CCCC[C@H]3OC(F)F)nn2n1,Cc1ccc2nc(C)nn2n1
CSc1ccc(NC(=O)[C@H]2CCN(c3ccc(C)cc3)C2=O)nc1,CC(=O)[C@H]1CCN(C)C1=O
O=C(NCC(=O)N1CCC[C@H]1c1ccco1)c1ccc2c(c1)OCO2,CC(=O)c1ccc2c(c1)OCO2
Cn1cc(C(=O)NC[C@@H](CO)c2cccnc2)c2ccccc2c1=O,CC(=O)c1cn(C)c(=O)c2ccccc12
N#Cc1cccc([C@@H]2CN(C(=O)c3cnc4ccccc4n3)CCO2)c1,CC(=O)c1cnc2ccccc2n1
O=C(NC[C@@H](CO)c1cccnc1)[C@H]1CCCN(CC(F)(F)F)C1,CNC[C@@H](CO)c1cccnc1
CCCc1noc(-c2cccc(CNC(=O)N[C@H]3CCO[C@@H]3C)c2)n1,CNCc1cccc(C)c1
C[C@@H]1C[N@H+](Cc2ccccn2)CC[C@@H]1NC(=O)C1(c2ccccc2)CC1,CC(=O)C1(c2ccccc2)CC1
COc1cc(OC)nc(NCCC2C[C@@H](C)O[C@H](C)C2)n1,CCCC1C[C@@H](C)O[C@H](C)C1
O=C(COc1ccccc1)NCC(=O)N1CCC[C@H]1c1ccco1,CN1CCC[C@H]1c1ccco1
CN(C)C(=O)Nc1cccc(CNS(=O)(=O)C[C@@H]2CCCO2)c1,CCc1cccc(NC)c1
Cn1cc(CNC(=O)c2cccc3ncn(C)c23)cn1,CC(=O)c1cccc2ncn(C)c12
C[C@@H]1C[N@@H+](Cc2ccccn2)CC[C@@H]1NC(=O)C1(c2ccccc2)CC1,CC(=O)C1(c2ccccc2)CC1
CCOC(=O)CCCS(=O)(=O)N[C@@H]1c2ccccc2C[C@@H]1C,C[C@@H]1c2ccccc2C[C@@H]1C
COCCO[C@@H]1CCCN(c2ccnc3c2cnn3C)C1,Cc1ccnc2c1cnn2C
CN(Cc1ccccc1)C(=O)NCCC(=O)NCC1=CCCOC1,CNCC1=CCCOC1
C[C@@H]1CN(Cc2ccccn2)CC[C@@H]1NC(=O)C1(c2ccccc2)CC1,CC(=O)C1(c2ccccc2)CC1
Cc1ncc([N+](=O)[O-])cc1C(=O)N1CCC2(Cc3ccccc3C2)C1,CN1CCC2(Cc3ccccc3C2)C1
COCCO[C@@H]1CCCN(c2snc(C)c2C#N)C1,Cc1nsc(C)c1C#N
O=C(NCC(=O)N1CCC[C@@H]1c1ccco1)c1ccc2c(c1)OCO2,CC(=O)c1ccc2c(c1)OCO2
CCSc1ccc([N+](=O)[O-])cc1C(=O)N[C@@H](CF)C(=O)OC,CCSc1ccc([N+](=O)[O-])cc1C(C)=O
N#Cc1cccc([C@@H]2CN(C(=O)Cc3noc4ccccc34)CCO2)c1,CN1CCO[C@H](c2cccc(C#N)c2)C1
CCSc1ccc(C(=O)NC[C@@H](O)C[NH+]2CCC(C)CC2)cn1,CCSc1ccc(C(C)=O)cn1
CCOCCC[N@@H+]1CC[C@H](Nc2cc(C)nc(C3CC3)n2)[C@H](C)C1,Cc1cc(C)nc(C2CC2)n1
Cc1cc(C)n([C@H](C)CC(=O)N[C@H](C)Cn2ccnc2)n1,Cc1cc(C)n(C)n1
CC(C)(C)NC(=O)C[NH+]1CCC2(CC1)CC[N@H+](Cc1ccccc1)C2,CC(=O)C[NH+]1CCC2(CC1)CC[N@H+](Cc1ccccc1)C2
CC(C)S(=O)(=O)CC(=O)N[C@@H](CCO)c1ccc(Cl)cc1,CN[C@@H](CCO)c1ccc(Cl)cc1
CCSc1ccc(C(=O)NC[C@@H](O)CN2CCC(C)CC2)cn1,CCSc1ccc(C(C)=O)cn1
Cc1cc(C)n([C@H](C)CC(=O)N[C@H](C)Cn2cc[nH+]c2)n1,CC[C@@H](C)NC
CC(C)(C)NC(=O)C[NH+]1CCC2(CC1)CC[N@@H+](Cc1ccccc1)C2,CC(=O)C[NH+]1CCC2(CC1)CC[N@@H+](Cc1ccccc1)C2
COCCO[C@H]1CCCN(c2cc(C)nc(C#N)c2)C1,Cc1cc(C)nc(C#N)c1
CC(C)(C)NC(=O)CN1CCC2(CC1)CC[N@H+](Cc1ccccc1)C2,CN1CCC2(CC1)CC[N@H+](Cc1ccccc1)C2
CC[C@H](C)NC(=O)[C@H](C)NC(=O)N[C@@H]1C[C@@H]1c1c(F)cccc1F,CN[C@@H]1C[C@@H]1c1c(F)cccc1F
CCOCCC[N@H+]1CC[C@H](Nc2cc(C)nc(C3CC3)n2)[C@H](C)C1,Cc1cc(C)nc(C2CC2)n1
CC(C)(C)NC(=O)CN1CCC2(CC1)CC[N@@H+](Cc1ccccc1)C2,CN1CCC2(CC1)CC[N@@H+](Cc1ccccc1)C2
CCC(CC)N(CC(C)C)S(=O)(=O)c1cnn(CC(=O)OC)c1,Cn1cc(S(C)(=O)=O)cn1
CC(C)c1ncncc1C(=O)N1CCO[C@@H](c2cccc(C#N)c2)C1,CN1CCO[C@@H](c2cccc(C#N)c2)C1
CN(C)C(=O)Nc1cccc(CNS(=O)(=O)C[C@H]2CCCO2)c1,CCc1cccc(NC)c1
CC1CC[NH+](C[C@H](O)CNC(=O)[C@H](C)Cc2cccc(F)c2)CC1,CC(=O)[C@H](C)Cc1cccc(F)c1
CCOCCC[N@@H+]1CC[C@H](Nc2cc(C)[nH+]c(C3CC3)n2)[C@H](C)C1,Cc1cc(C)[nH+]c(C2CC2)n1
Cc1nc(CNC(=O)c2cc(F)cc3nccnc23)c2n1CCCC2,CC(=O)c1cc(F)cc2nccnc12
Cc1[nH+]c(CNC(=O)c2cc(F)cc3nccnc23)c2n1CCCC2,CC(=O)c1cc(F)cc2nccnc12
COC(=O)[C@@]1(C)CN(c2ccnc(C#N)c2)C[C@H]1C,CC(=O)[C@@]1(C)CN(C)C[C@H]1C
CC1CCN(C[C@H](O)CNC(=O)[C@H](C)Cc2cccc(F)c2)CC1,CC(=O)[C@H](C)Cc1cccc(F)c1
Cc1c(C(=O)N[C@@H](C)c2nnc3n2CCCCC3)sc2nccn12,CN[C@@H](C)c1nnc2n1CCCCC2
CCOCCC[N@H+]1CC[C@H](Nc2cc(C)[nH+]c(C3CC3)n2)[C@H](C)C1,Cc1cc(C)[nH+]c(C2CC2)n1
CCOC(=O)CC(=O)N1C[C@@H](C)Cc2cc(OC)c(OC)cc2[C@@H]1C,COc1cc2c(cc1OC)[C@H](C)N(C)C[C@@H](C)C2
CN1CC[C@@H](C(=O)N(Cc2ccc(O)cc2)Cc2ccco2)CC1=O,CCc1ccc(O)cc1
C[C@@H]1Oc2c(cccc2C(=O)NC[C@@H](CO)c2cccnc2)NC1=O,CC(=O)c1cccc2c1O[C@@H](C)C(=O)N2
CCCCc1nc(CN2CCc3c(sc4ncnc(N)c34)C2)no1,CN1CCc2c(sc3ncnc(N)c23)C1
CCOc1ccc(CC(=O)N[C@H]2C[N@H+](C)C[C@@H]2c2ccccc2)cc1,CCOc1ccc(CC(C)=O)cc1
CNS(=O)(=O)c1cc(NC(=O)[C@H](C)[C@H](C)COC)ccc1[O-],CNc1ccc([O-])c(S(C)(=O)=O)c1
COc1ccc(-n2ccc(C(=O)Nc3ccc(SC)cn3)n2)cc1,COc1ccc(C)cc1
CCOc1ccc(CC(=O)N[C@H]2C[N@@H+](C)C[C@@H]2c2ccccc2)cc1,CCOc1ccc(CC(C)=O)cc1
CCOc1ccc(CC(=O)N[C@H]2CN(C)C[C@@H]2c2ccccc2)cc1,CCOc1ccc(CC(C)=O)cc1
CC(C)[N@H+](C)CCNC(=O)N[C@H]1CCCN(c2cccc(F)c2)C1,Cc1cccc(F)c1
Cc1nc(N2CCC[C@@H](c3n[nH]c(=O)[n-]3)C2)c2cc[nH]c2n1,Cc1nc(C)c2cc[nH]c2n1
CNS(=O)(=O)c1cc(NC(=O)[C@H](C)[C@H](C)COC)ccc1O,CNc1ccc(O)c(S(C)(=O)=O)c1
CN(Cc1c(F)cccc1Cl)S(=O)(=O)N1CC[C@@H](C2CC2)C1,CN(C)Cc1c(F)cccc1Cl
Cc1nc(N2CCC[C@@H](c3n[nH]c(=O)[nH]3)C2)c2cc[nH]c2n1,Cc1nc(C)c2cc[nH]c2n1
C[C@@H]1C[N@H+](Cc2ccccn2)CC[C@@H]1NC(=O)c1cccc(Cl)c1,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@H]1C
O=C(COc1ccccc1[N+](=O)[O-])NC[C@H](CO)c1cccnc1,Cc1ccccc1[N+](=O)[O-]
O=C(Nc1ccc(CN2CCOC2=O)cc1)N1CC[C@@H](C2CC2)C1,CCc1ccc(NC)cc1
COC(=O)c1cnc(N[C@@H]2C[C@@H]2c2cccnc2)nc1,C[C@@H]1C[C@@H]1c1cccnc1
CC(C)[N@@H+](C)CCNC(=O)N[C@H]1CCCN(c2cccc(F)c2)C1,Cc1cccc(F)c1
Cc1nc2ccc(N[C@H]3CCCC[C@@H]3OC(F)F)nn2n1,Cc1ccc2nc(C)nn2n1
COc1cc2c(cc1OC)[C@@H](C)N(C(=O)C1=COCCO1)C[C@H](C)C2,COc1cc2c(cc1OC)[C@@H](C)N(C)C[C@H](C)C2
CN(CC(=O)NC[C@@H](CO)c1cccnc1)C(=O)c1cccs1,CNC[C@@H](CO)c1cccnc1
C/C=C/CS(=O)(=O)CC(=O)NCc1cccc(C#N)c1,CNCc1cccc(C#N)c1
CCOC(=O)CC(=O)N1C[C@H](C)Cc2cc(OC)c(OC)cc2[C@@H]1C,COc1cc2c(cc1OC)[C@H](C)N(C)C[C@H](C)C2
COc1ccccc1C(=O)N1C[C@H](O)C[C@@H]1c1ccc(F)c(F)c1,CN1C[C@H](O)C[C@@H]1c1ccc(F)c(F)c1
C[C@@H]1C[N@@H+](Cc2ccccn2)CC[C@@H]1NC(=O)c1cccc(Cl)c1,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@H]1C
O=C(NCC(=O)N1CCC[C@@H]1c1ccco1)c1cccc([N+](=O)[O-])c1,CC(=O)c1cccc([N+](=O)[O-])c1
CC(=O)Nc1cc(NC(C)=O)cc(C(=O)NCC2=CCCOC2)c1,CNc1cc(NC)cc(C(C)=O)c1
C[C@@H]1CN(Cc2ccccn2)CC[C@@H]1NC(=O)c1cccc(Cl)c1,CC(=O)c1cccc(Cl)c1
CO[C@H](C)c1nsc(NCCC2(O)CCC2)n1,CCCC1(O)CCC1
COc1ccc([C@@H]2C[C@@H](C)N(C(=O)[C@H]3CC34CC[NH2+]CC4)C2)cc1,COc1ccc([C@@H]2C[C@@H](C)N(C)C2)cc1
O=C(NCC1=CCCOC1)c1ccc(=O)n(-c2ccccc2F)n1,CC(=O)c1ccc(=O)n(C)n1
N#Cc1cnn(C(=O)[C@@H]2CCC[N@H+](Cc3cccc(F)c3)C2)c1N,CC(=O)[C@@H]1CCC[N@H+](Cc2cccc(F)c2)C1
C[C@H]1C[N@H+](Cc2ccccn2)CC[C@@H]1NC(=O)CCc1ccsc1,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C
O=C(CCNC(=O)c1ccc(F)cc1)NC[C@H](CO)c1cccnc1,CC(=O)c1ccc(F)cc1
CCc1cc(CC)nc(N2C[C@H]3COC[C@@H](C2)O3)n1,CCc1cc(CC)nc(C)n1
O=C(N[C@@H](c1ccccc1)C1CCOCC1)[C@@H]1CC12CC[NH2+]CC2,CN[C@@H](c1ccccc1)C1CCOCC1
N#Cc1cnn(C(=O)[C@@H]2CCC[N@@H+](Cc3cccc(F)c3)C2)c1N,CC(=O)[C@@H]1CCC[N@@H+](Cc2cccc(F)c2)C1
C[C@H]1C[N@@H+](Cc2ccccn2)CC[C@@H]1NC(=O)CCc1ccsc1,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C
C[C@@H](NC(=O)CCc1ccn(C)n1)c1cccc(O)c1,CN[C@H](C)c1cccc(O)c1
CC[C@@H](C)n1ncc2c(C(=O)N[C@H](CF)C(=O)OC)cc(C)nc21,CC(=O)c1cc(C)nc2c1cnn2C
O=C(N[C@@H](c1ccccc1)C1CCOCC1)[C@H]1CC12CC[NH2+]CC2,CN[C@@H](c1ccccc1)C1CCOCC1
O=C(CNC(=O)c1cccnc1)NC[C@H](CO)c1ccccc1Cl,CC(=O)c1cccnc1
N#Cc1cnn(C(=O)[C@@H]2CCCN(Cc3cccc(F)c3)C2)c1N,CCc1cccc(F)c1
C[C@H]1CN(Cc2ccccn2)CC[C@@H]1NC(=O)CCc1ccsc1,CC(=O)CCc1ccsc1
CC(C)N1N=C(C(=O)N(C)Cc2ccc(Cl)c(F)c2)CCC1=O,CN(C)Cc1ccc(Cl)c(F)c1
COCC1(CNc2cccc(C(N)=O)c2[N+](=O)[O-])CCC1,Cc1cccc(C(N)=O)c1[N+](=O)[O-]
O=C(Cn1ccc2ccccc2c1=O)NC[C@@H](CO)c1cccnc1,Cn1ccc2ccccc2c1=O
N#Cc1cccc([C@@H]2CN(C(=O)c3cc(-c4ccco4)n[nH]3)CCO2)c1,CN1CCO[C@H](c2cccc(C#N)c2)C1
COC(=O)[C@H](CF)NC(=O)[C@@H]1Cc2cc(Br)ccc2O1,CC(=O)[C@@H]1Cc2cc(Br)ccc2O1
COc1ccc(NC(=O)c2nccn3ccnc23)cc1CO,CC(=O)c1nccn2ccnc12
CCOC(=O)CCCS(=O)(=O)N(C)[C@@H]1CCc2ccccc2C1,C[C@@H]1CCc2ccccc2C1
CCOC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(SC)cn2)c1C,CC(=O)c1[nH]c(C)c(C(C)=O)c1C
CCCCNc1cc(NCCCOC(F)F)nc(N)n1,CCCCNc1cc(C)nc(N)n1
CCOC(=O)CC(=O)N1C[C@@H](C)Cc2cc(OC)c(OC)cc2[C@H]1C,COc1cc2c(cc1OC)[C@@H](C)N(C)C[C@@H](C)C2
