DRUG SMILES,FRAG_SMILES
COc1cc(C(=O)NC[C@@H](CO)c2cccnc2)cc(OC)c1O,COc1cc(C(C)=O)cc(OC)c1O
C[C@H](Oc1ccccc1F)C(=O)N[C@H](C)Cn1cc[nH+]c1,Cc1ccccc1F
COc1cc(C(=O)NC[C@@H](CO)c2cccnc2)cc(OC)c1[O-],COc1cc(C(C)=O)cc(OC)c1[O-]
Cn1cc(C[C@@H]2CCN(C(=O)N[C@H]3CCO[C@H](C(C)(C)C)C3)C2)cn1,CN[C@H]1CCO[C@H](C(C)(C)C)C1
Cc1cc(CN=c2[n-]nc(-c3ccccn3)s2)n(C)n1,Cc1cc(CN=c2[n-]nc(C)s2)n(C)n1
COC(=O)CCOc1ccc(Nc2cc(C)[nH+]c(C3CC3)n2)cc1,Cc1ccc(C)cc1
CCCCNC(=O)CC[S@@](=O)Cc1nc(-c2cccs2)no1,CC(=O)CC[S@@](=O)Cc1nc(C)no1
O=C1C[C@H](C(=O)NC[C@@H](CO)c2cccnc2)c2ccccc2N1,CC(=O)[C@H]1CC(=O)Nc2ccccc21
Cc1cc(C)c(C(=O)N2CCO[C@@H]3C[C@H]([NH+](C)C)CC[C@H]32)c(C)c1,CC(=O)c1c(C)cc(C)cc1C
O=C1CCC[C@H]1[C@H]1CCCN1C(=O)c1cnc(-c2ncccn2)s1,CN1CCC[C@@H]1[C@@H]1CCCC1=O
CC(C)(C)OC(=O)c1cnc(N2CC[C@@](F)(CO)C2)cn1,CN1CC[C@@](F)(CO)C1
CSc1ccc(NC(=O)c2cccc(NC(=O)C3CC3)c2)nc1,CNc1cccc(C(C)=O)c1
COc1ccc(S(=O)(=O)N2CCC(O[C@@H]3CCOC3)CC2)cc1,COc1ccc(S(C)(=O)=O)cc1
CC[C@]1(C)CCN(C(=O)C(=O)NCC2(C)CCOCC2)C1,CC[C@]1(C)CCN(C)C1
O=C(Nc1cccc(OCC(F)F)n1)[C@H]1C[C@H]2CCCC[N@@H+]2C1,CC(=O)[C@H]1C[C@H]2CCCC[N@@H+]2C1
COC(=O)[C@H](C)OC[C@H]1CCCO1,CC[C@H]1CCCO1
CCCCN(CC)C(=O)COc1c(CO)cc(OC)cc1CO,COc1cc(CO)c(C)c(CO)c1
C[C@H]1C[N@H+](Cc2ccccn2)CC[C@@H]1NC(=O)c1cc(F)ccc1F,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C
CCCCNC(=O)CC[S@](=O)Cc1noc(-c2ccsc2)n1,CC(=O)CC[S@](=O)Cc1noc(C)n1
CC(=O)c1cc(C(=O)N(C)[C@@H]2CC[N@@H+](C3CC3)C2)n(C)c1,CC(=O)c1cc(C(C)=O)n(C)c1
O=C(Nc1cccc(OCC(F)F)n1)[C@H]1C[C@H]2CCCC[N@H+]2C1,CC(=O)[C@H]1C[C@H]2CCCC[N@H+]2C1
C[N@H+]1C[C@H](c2ccccc2)[C@@H](NC(=O)CCc2ccc(C#N)cc2)C1,CC(=O)CCc1ccc(C#N)cc1
CC(=O)c1cc(C(=O)N(C)[C@@H]2CC[N@H+](C3CC3)C2)n(C)c1,CC(=O)c1cc(C(C)=O)n(C)c1
Cn1ncc(C(=O)NC[C@H](CO)c2cccnc2)c1-c1ccccc1,CC(=O)c1cnn(C)c1C
CC(=O)c1cc(C(=O)N(C)[C@@H]2CCN(C3CC3)C2)n(C)c1,CC(=O)c1cc(C(C)=O)n(C)c1
C[C@H]1C[N@@H+](Cc2ccccn2)CC[C@@H]1NC(=O)c1cc(F)ccc1F,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C
C[N@@H+]1C[C@H](c2ccccc2)[C@@H](NC(=O)CCc2ccc(C#N)cc2)C1,CC(=O)CCc1ccc(C#N)cc1
CN1C[C@H](c2ccccc2)[C@@H](NC(=O)CCc2ccc(C#N)cc2)C1,CN[C@H]1CN(C)C[C@@H]1c1ccccc1
Cc1cc(N2CCn3c(CO)nnc3C2)nc(C(C)C)n1,CN1CCn2c(CO)nnc2C1
C[C@H]1CN(Cc2ccccn2)CC[C@@H]1NC(=O)c1cc(F)ccc1F,CC(=O)c1cc(F)ccc1F
CCOCCCCNC(=O)N[C@@H]1CCC[C@H](C(=O)NC(C)C)C1,CN[C@@H]1CCC[C@H](C(C)=O)C1
Cc1cc(C(=O)N[C@H]2C[N@@H+](C)C[C@H]2c2ccccc2)ccc1[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])c(C)c1
Cc1cc(N2CCn3c(CO)nnc3C2)nc(C(C)C)[nH+]1,CN1CCn2c(CO)nnc2C1
CN1CCC[C@H](NS(=O)(=O)c2ccc(C(F)(F)F)cc2)C1=O,CS(=O)(=O)c1ccc(C(F)(F)F)cc1
Cc1cc(C(=O)N[C@H]2C[N@H+](C)C[C@H]2c2ccccc2)ccc1[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])c(C)c1
COC(=O)c1cnc(N[C@H]2CCC[C@H]2OC(F)F)nc1,CC(=O)c1cnc(C)nc1
CCC1(CC)NC(=O)N(CC(=O)N[C@H](C(C)C)C(C)(C)O)C1=O,CCC1(CC)NC(=O)N(C)C1=O
COc1cccc2c1OCC(C(=O)Nc1ccc(SC)cn1)=C2,COc1cccc2c1OCC(C(C)=O)=C2
Cc1cc(C(=O)N[C@H]2CN(C)C[C@H]2c2ccccc2)ccc1[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])c(C)c1
CCCCN(CC)C(=O)C(=O)NCC1(C)CCOCC1,CNCC1(C)CCOCC1
C[N@@H+]1C[C@@H](NC(=O)CCc2ccc(C#N)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(C#N)cc1
NC(=O)c1ccccc1CCC(=O)NC[C@@H](CO)c1cccnc1,CC(=O)CCc1ccccc1C(N)=O
Cc1cc(C)cc(C(=O)N[C@@H]2CC[N@@H+](Cc3ccccn3)C[C@@H]2C)c1,CC(=O)c1cc(C)cc(C)c1
COCC1(CNc2ncc(C(=O)OC)cn2)CCC1,CC(=O)c1cnc(C)nc1
C[C@H](CNC(=O)N1CC[C@@H](c2cnn(C)c2)C1)N(C)c1ccccc1,CN1CC[C@@H](c2cnn(C)c2)C1
C[N@H+]1C[C@@H](NC(=O)CCc2ccc(C#N)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(C#N)cc1
CCN1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(=O)N(C)C)c2)C1,CCN1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(C)=O)c2)C1
CN1C[C@@H](NC(=O)CCc2ccc(C#N)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(C#N)cc1
CC[N@@H+]1C[C@H](C)[C@H](NCc2cccc(C(=O)N(C)C)c2)C1,CCc1cccc(C(C)=O)c1
O=C(NCCc1nnc(-c2ccccc2)o1)N1CC[C@H](C2CC2)C1,CNCCc1nnc(C)o1
CC[N@H+]1C[C@H](C)[C@H](NCc2cccc(C(=O)N(C)C)c2)C1,CCc1cccc(C(C)=O)c1
COc1cc([N+](=O)[O-])ccc1C(=O)NC[C@@H](CO)c1cccnc1,COc1cc([N+](=O)[O-])ccc1C(C)=O
Cc1cc(C)cc(C(=O)N[C@@H]2CC[N@H+](Cc3ccccn3)C[C@@H]2C)c1,CC(=O)c1cc(C)cc(C)c1
O=C1C[C@@H]([C@@H]2CCCCN2C(=O)Nc2ccc3c(c2)CCCO3)CN1,CNc1ccc2c(c1)CCCO2
CC[N@@H+]1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(=O)N(C)C)c2)C1,CC[N@@H+]1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(C)=O)c2)C1
Cc1cc(C)cc(C(=O)N[C@@H]2CCN(Cc3ccccn3)C[C@@H]2C)c1,CC(=O)c1cc(C)cc(C)c1
CN1CCC[C@@H](NS(=O)(=O)c2ccccc2OC(F)F)C1=O,C[C@@H]1CCCN(C)C1=O
O=C(Cc1ccc[nH]1)N1CCC[C@@H](c2cc(C(F)(F)F)n[nH]2)C1,CN1CCC[C@@H](c2cc(C(F)(F)F)n[nH]2)C1
CCc1cc(NC(=O)N[C@H]2CCCN(c3ccccc3)C2=O)n(C)n1,CN[C@H]1CCCN(C)C1=O
CC[N@H+]1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(=O)N(C)C)c2)C1,CC[N@H+]1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(C)=O)c2)C1
C[N@@H+]1C[C@@H](NC(=O)CCc2ccc(F)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(F)cc1
O=C(Cn1cnc(-c2ccccc2)n1)NC[C@@H](CO)c1cccnc1,CNC[C@@H](CO)c1cccnc1
CC(C)CCC(=O)NCC(=O)NCC1C[C@@H](C)O[C@H](C)C1,CNCC1C[C@@H](C)O[C@H](C)C1
C[N@H+]1C[C@@H](NC(=O)CCc2ccc(F)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(F)cc1
CCN(C)C(=O)c1cccc(C(=O)Nc2ccc(SC)cn2)c1,CC(=O)c1cccc(C(C)=O)c1
CN1C[C@@H](NC(=O)CCc2ccc(F)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(F)cc1
C[C@H](Cc1cccc(O)c1)NC(=O)CCc1cncnc1,CN[C@H](C)Cc1cccc(O)c1
O=C(NC[C@@H](CO)c1cccnc1)c1cc(F)cc2nccnc12,CC(=O)c1cc(F)cc2nccnc12
O=C(N[C@@H]1CCc2[nH]cnc2C1)c1cnn(-c2ccccc2)c1C1CC1,CC(=O)c1cnn(C)c1C1CC1
O=C(N[C@@H]1CCc2nc[nH]c2C1)c1cnn(-c2ccccc2)c1C1CC1,CC(=O)c1cnn(C)c1C1CC1
CC(C)COCCCNC(=O)N[C@H]1CCC[C@@H](C(=O)NC(C)C)C1,CN[C@H]1CCC[C@@H](C(C)=O)C1
COC(=O)[C@@H](CF)NC(=O)c1cccc(NC(=O)[C@@H]2CCCO2)c1,CNc1cccc(C(C)=O)c1
COC(=O)c1ccc(CCC(=O)Nc2ccc(SC)cn2)cc1,CC(=O)CCc1ccc(C(C)=O)cc1
CC(C)CCC(=O)NCC(=O)NCC1C[C@H](C)O[C@@H](C)C1,CNCC1C[C@H](C)O[C@@H](C)C1
O=C(N[C@@H]1CCc2[nH+]c[nH]c2C1)c1cnn(-c2ccccc2)c1C1CC1,CC(=O)c1cnn(C)c1C1CC1
FC(F)OCCCN=c1[n-]nc(-c2ccon2)s1,CCCCN=c1[n-]nc(C)s1
O=C(NC[C@H](CO)c1cccnc1)c1cc(=O)[nH]c2ccc(F)cc12,CC(=O)c1cc(=O)[nH]c2ccc(F)cc12
O=C(N[C@@H]1CCc2[nH]c[nH+]c2C1)c1cnn(-c2ccccc2)c1C1CC1,CC(=O)c1cnn(C)c1C1CC1
CC[C@@H](C)n1[nH]c(=NC(=O)[C@H]2CCC(=O)NC2)cc1C,CC(=O)[C@H]1CCC(=O)NC1
Cc1cc(C(=O)N(C)[C@@H]2CC[N@@H+](C3CCN(C)CC3)C2)cc(C)c1F,CC(=O)c1cc(C)c(F)c(C)c1
Cc1cc(C(=O)N(C)[C@@H]2CC[N@H+](C3CCN(C)CC3)C2)cc(C)c1F,CC(=O)c1cc(C)c(F)c(C)c1
CCN1CCO[C@@H](C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)C1,CN[C@@H](CCO)c1ccc(Cl)cc1
CSc1ccc(NC(=O)[C@@H](NC(=O)c2ccccc2)C(C)C)nc1,CC(=O)c1ccccc1
Cc1cc(C(=O)N(C)[C@@H]2CCN(C3CC[NH+](C)CC3)C2)cc(C)c1F,CC(=O)c1cc(C)c(F)c(C)c1
N#Cc1ccnc(N2CC[C@](F)(CO)C2)c1Cl,Cc1nccc(C#N)c1Cl
CC[N@@H+]1CCO[C@@H](C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)C1,CN[C@@H](CCO)c1ccc(Cl)cc1
CCc1cc(NC(=O)N[C@@H]2CCC[C@@H](C(=O)NC(C)C)C2)n(C)n1,CCc1cc(NC)n(C)n1
Cc1cc(C(=O)N(C)[C@@H]2CC[N@@H+](C3CC[NH+](C)CC3)C2)cc(C)c1F,CC(=O)c1cc(C)c(F)c(C)c1
Cc1c(C(=O)NCc2cncnc2N)ccn1C(C)C,CC(=O)c1ccn(C)c1C
CC[N@H+]1CCO[C@@H](C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)C1,CN[C@@H](CCO)c1ccc(Cl)cc1
CSc1ccc(NC(=O)c2ccc(-n3nc(C)cc3C)nc2)nc1,Cc1cc(C)n(C)n1
CO[C@@H]1[C@H](C)[C@@H](NC(=O)CCCCNC(N)=O)C1(C)C,CN[C@@H]1[C@@H](C)[C@@H](OC)C1(C)C
CN(CC[NH2+][C@H]1CCSc2ccccc21)C1CCCC1,CCC[NH2+][C@H]1CCSc2ccccc21
Cc1cc(C(=O)N(C)[C@@H]2CC[N@H+](C3CC[NH+](C)CC3)C2)cc(C)c1F,CC(=O)c1cc(C)c(F)c(C)c1
CC(C)(C)OC(=O)CSCC(=O)NC[C@H](CO)c1cccnc1,CNC[C@H](CO)c1cccnc1
COCCOc1ccc(NC(=O)[C@@H]2CC[C@@H](O)C2)cc1F,CNc1ccc(C)c(F)c1
O=C(c1cccc([C@@H]2CCOC2)c1)N1CCC[C@H](c2cc[nH]n2)C1,CC(=O)c1cccc([C@@H]2CCOC2)c1
CSc1ccc(NC(=O)CCCNC(=O)c2ccsc2)nc1,CNc1ccc(SC)cn1
CC(C)[C@@H](C)NC(=O)C(=O)NCC1(C)CCOCC1,CNCC1(C)CCOCC1
COC(=O)[C@H](C)CC(=O)N1CCC(c2ccnc(C(C)C)n2)CC1,CC(C)c1nccc(C2CCN(C)CC2)n1
CCCCNC(=O)CC[S@](=O)Cc1noc(Cc2ccccc2)n1,CC(=O)CC[S@](=O)Cc1noc(Cc2ccccc2)n1
COC(=O)c1cnc(N[C@@H]2CCC[C@H]2OC(F)F)nc1,CC(=O)c1cnc(C)nc1
Cc1cc(F)ccc1[C@H](O)CN1C(=O)C[C@@](C)(c2ccccc2)C1=O,CN1C(=O)C[C@@](C)(c2ccccc2)C1=O
OC[C@@]1(F)CCN(c2ccnc3cc(F)cnc23)C1,Cc1ccnc2cc(F)cnc12
CCN1CCO[C@@H](C(=O)N[C@H](CCO)c2ccc(Cl)cc2)C1,CN[C@H](CCO)c1ccc(Cl)cc1
CC[C@H](C)n1[nH]c(=NC(=O)c2ccc(=O)[nH]c2)cc1C,CC(=O)c1ccc(=O)[nH]c1
O=C(NCCCc1ccc(Br)cc1F)c1cc[nH]c1,CNCCCc1ccc(Br)cc1F
O=C([C@@H](O)CCc1ccccc1)N1CCC(c2nccs2)CC1,CC(=O)[C@@H](O)CCc1ccccc1
C[C@@H]1C[N@H+](Cc2ccccn2)CC[C@@H]1NC(=O)Cc1ccccc1O,CC(=O)Cc1ccccc1O
C[C@@H]1CCC[C@@H](CNC(=O)[C@@H]2C[N@H+]3CCCN2CC3)C1,CNC[C@@H]1CCC[C@@H](C)C1
CC[N@@H+]1CCO[C@@H](C(=O)N[C@H](CCO)c2ccc(Cl)cc2)C1,CN[C@H](CCO)c1ccc(Cl)cc1
CC[N@H+]1CCO[C@@H](C(=O)N[C@H](CCO)c2ccc(Cl)cc2)C1,CN[C@H](CCO)c1ccc(Cl)cc1
C[C@@H]1CCC[C@@H](CNC(=O)[C@@H]2C[N@@H+]3CCCN2CC3)C1,CNC[C@@H]1CCC[C@@H](C)C1
Cc1c(C(=O)N2CCO[C@@H](c3cccc(O)c3)C2)sc2nccn12,CN1CCO[C@@H](c2cccc(O)c2)C1
CSc1ccc(NC(=O)c2ncccc2OCC(F)F)nc1,CC(=O)c1ncccc1C
Cc1nc(C)c(CC(=O)NC[C@H](CO)c2ccccc2Cl)c(=O)[nH]1,CC(=O)Cc1c(C)nc(C)[nH]c1=O
C[C@@H]1CCC[C@@H](CNC(=O)[C@@H]2CN3CCCN2CC3)C1,CNC[C@@H]1CCC[C@@H](C)C1
C[C@@H]1C[N@@H+](Cc2ccccn2)CC[C@@H]1NC(=O)Cc1ccccc1O,CC(=O)Cc1ccccc1O
CCNC(=O)c1ccc(O[C@@H](C)C(=O)Nc2cccc(C)c2)cc1,CC(=O)c1ccc(C)cc1
Cc1cc(CNc2ncnc3cccc([N+](=O)[O-])c23)n(C)n1,Cc1ncnc2cccc([N+](=O)[O-])c12
O=C(Cc1ccc[nH]1)N1CCC[C@H](c2cc(C(F)(F)F)n[nH]2)C1,CN1CCC[C@H](c2cc(C(F)(F)F)n[nH]2)C1
Cc1nc(C)c(CC(=O)NC[C@H](CO)c2ccccc2Cl)c(=O)[n-]1,CC(=O)Cc1c(C)nc(C)[n-]c1=O
O=C(NC[C@H](CO)c1cccnc1)c1[nH]nc2ccc([N+](=O)[O-])cc12,CC(=O)c1[nH]nc2ccc([N+](=O)[O-])cc12
CN(Cc1nc(-c2ccccc2)c[nH]1)C(=O)[C@H]1CCCc2cn[nH]c21,CC(=O)[C@H]1CCCc2cn[nH]c21
C[C@@H]1COCCN1CCNC(=O)NCC1(C)CCCC1,CNCC1(C)CCCC1
C[C@@H]1CN(Cc2ccccn2)CC[C@@H]1NC(=O)Cc1ccccc1O,CC(=O)Cc1ccccc1O
O=C(NC[C@H](CO)c1cccnc1)c1n[nH]c2ccc([N+](=O)[O-])cc12,CC(=O)c1n[nH]c2ccc([N+](=O)[O-])cc12
CN(Cc1nc(-c2ccccc2)c[nH]1)C(=O)[C@H]1CCCc2c[nH]nc21,CC(=O)[C@H]1CCCc2c[nH]nc21
CSc1ccc(NC(=O)c2cccc(NC(=O)NC3CC3)c2)nc1,CNc1cccc(C(C)=O)c1
C[C@@H]1COCC[N@@H+]1CCNC(=O)NCC1(C)CCCC1,CNCC1(C)CCCC1
C[N@@H+]1C[C@@H](NC(=O)c2ccn(-c3ccccc3)n2)[C@H](c2ccccc2)C1,CN[C@@H]1C[N@@H+](C)C[C@H]1c1ccccc1
Cn1c(=O)[nH]cc(C(=O)NC[C@@H]2CCCC[C@@H]2C(F)(F)F)c1=O,CNC[C@@H]1CCCC[C@@H]1C(F)(F)F
C[C@@H]1COCC[N@H+]1CCNC(=O)NCC1(C)CCCC1,CNCC1(C)CCCC1
CCc1cc(NC(=O)N[C@@H](C)c2ccc3c(c2)NC(=O)CO3)n(C)n1,CN[C@@H](C)c1ccc2c(c1)NC(=O)CO2
C[N@H+]1C[C@@H](NC(=O)c2ccn(-c3ccccc3)n2)[C@H](c2ccccc2)C1,CN[C@@H]1C[N@H+](C)C[C@H]1c1ccccc1
O=C(NC[C@@H](CO)c1cccnc1)c1ccc(OCC(F)F)nc1,CC(=O)c1ccc(C)nc1
Cc1ccc(F)cc1C(=O)N[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C
Cc1cccc2c(N3CCn4c(CO)nnc4C3)ncnc12,Cc1ncnc2c(C)cccc12
CN1C[C@@H](NC(=O)c2ccn(-c3ccccc3)n2)[C@H](c2ccccc2)C1,CN[C@@H]1CN(C)C[C@H]1c1ccccc1
Cc1ccc(F)cc1C(=O)N[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C
COc1cccc([C@@H](C)C(=O)NCc2nc(C)n3c2CCCC3)c1,COc1cccc([C@@H](C)C(C)=O)c1
COc1cccc([C@@H](C)C(=O)NCc2[nH+]c(C)n3c2CCCC3)c1,COc1cccc([C@@H](C)C(C)=O)c1
CC(=O)c1cccc(OCC(=O)NC[C@@H](CO)c2cccnc2)c1,CC(=O)c1cccc(C)c1
CC[NH+](CC)CCCNC(=O)N[C@@H]1CCC[C@H](C(=O)NC(C)C)C1,CN[C@@H]1CCC[C@H](C(C)=O)C1
CC(=O)c1c(C)[nH]c(C(=O)N[C@@H]2CN(C)C[C@H]2c2ccccc2)c1C,CC(=O)c1[nH]c(C)c(C(C)=O)c1C
Cc1ccc(F)cc1C(=O)N[C@H]1CCN(Cc2ccccn2)C[C@@H]1C,CC(=O)c1cc(F)ccc1C
CC(=O)c1c(C)[nH]c(C(=O)N[C@@H]2C[N@@H+](C)C[C@H]2c2ccccc2)c1C,CN[C@@H]1C[N@@H+](C)C[C@H]1c1ccccc1
COCCO[C@@H]1CCCN(c2ccnc(C#N)c2)C1,C[C@@H]1CCCN(C)C1
CC(=O)c1c(C)[nH]c(C(=O)N[C@@H]2C[N@H+](C)C[C@H]2c2ccccc2)c1C,CN[C@@H]1C[N@H+](C)C[C@H]1c1ccccc1
C[C@@H](Oc1cccc(CO)c1)C(=O)NC[C@@H](CO)c1cccnc1,Cc1cccc(CO)c1
C[N@H+](CCN[C@@H]1CCSc2ccccc21)C1CCCC1,C[C@@H]1CCSc2ccccc21
CCc1ccc(C(=O)N[C@H]2CC[N@H+](Cc3ccccn3)C[C@@H]2C)cc1,CCc1ccc(C(C)=O)cc1
CCn1nncc1C(=O)N[C@@H](C)Cc1ccc(O)cc1,CCn1nncc1C(C)=O
Cc1sc(C(=O)N[C@@H]2C[N@@H+](C)C[C@@H]2c2ccccc2)cc1[N+](=O)[O-],CC(=O)c1cc([N+](=O)[O-])c(C)s1
CC[NH+]1CCN(c2ccc(C(=O)NCC3=CCCOC3)cc2)CC1,CC(=O)c1ccc(C)cc1
C[C@@H](O)CC(C)(C)CNC(=O)NCc1noc(C2CC2)n1,CNCc1noc(C2CC2)n1
Cc1sc(C(=O)N[C@@H]2C[N@H+](C)C[C@@H]2c2ccccc2)cc1[N+](=O)[O-],CC(=O)c1cc([N+](=O)[O-])c(C)s1
CCc1ccc(C(=O)N[C@H]2CC[N@@H+](Cc3ccccn3)C[C@@H]2C)cc1,CCc1ccc(C(C)=O)cc1
Cc1sc(C(=O)N[C@@H]2CN(C)C[C@@H]2c2ccccc2)cc1[N+](=O)[O-],CC(=O)c1cc([N+](=O)[O-])c(C)s1
CCN1CCN(c2ccc(C(=O)NCC3=CCCOC3)cc2)CC1,CC(=O)c1ccc(C)cc1
O=C1CCC[C@@H]1[C@@H]1CCCN1C(=O)c1cnc(-c2ncccn2)s1,CN1CCC[C@H]1[C@H]1CCCC1=O
CSCc1ccc(CNC(=O)[C@H]2CCC(=O)NC2)cc1,CC(=O)[C@H]1CCC(=O)NC1
CCc1ccc(C(=O)N[C@H]2CCN(Cc3ccccn3)C[C@@H]2C)cc1,CCc1ccc(C(C)=O)cc1
CC[C@](C)(OC)C(=O)NCC1(S(C)(=O)=O)CCCC1,CNCC1(S(C)(=O)=O)CCCC1
COC(=O)[C@@H](CF)NC(=O)c1cncc(-c2ccc3c(c2)CCO3)c1,Cc1ccc2c(c1)CCO2
C[N@H+]1C[C@H](c2ccccc2)[C@@H](NC(=O)c2ccc(C(F)(F)F)nc2)C1,CC(=O)c1ccc(C(F)(F)F)nc1
CCCCNC(=O)CC[S@@](=O)Cc1ccn(-c2ccccc2)n1,Cc1ccccc1
C[NH+](C)CCOc1ccccc1C(=O)NC[C@H](CO)c1cccnc1,CC(=O)c1ccccc1C
C[N@@H+]1C[C@H](c2ccccc2)[C@@H](NC(=O)c2ccc(C(F)(F)F)nc2)C1,CC(=O)c1ccc(C(F)(F)F)nc1
COC(=O)[C@@H]1CN(c2nccc(C#N)c2Cl)C[C@H](C)O1,Cc1nccc(C#N)c1Cl
C[C@H]1C[N@H+](Cc2ccccn2)CC[C@@H]1NC(=O)/C=C/c1ccccc1,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C
CN1C[C@H](c2ccccc2)[C@@H](NC(=O)c2ccc(C(F)(F)F)nc2)C1,CN[C@H]1CN(C)C[C@@H]1c1ccccc1
CSCc1ccc(CNC(=O)C2(O)CCOCC2)cc1,CC(=O)C1(O)CCOCC1
CCc1cc(NC(=O)N2CCC[C@@H](CNC(=O)C(C)(C)C)C2)n(C)n1,CCc1cc(NC)n(C)n1
CN(C)CCOc1ccccc1C(=O)NC[C@H](CO)c1cccnc1,CC(=O)c1ccccc1C
CS(=O)(=O)[C@H]1CCN(c2nccc(C#N)c2Cl)C1,Cc1nccc(C#N)c1Cl
C[C@H]1C[N@@H+](Cc2ccccn2)CC[C@@H]1NC(=O)/C=C/c1ccccc1,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C
Cc1sc(C(=O)N[C@@H]2C[N@@H+](C)C[C@H]2c2ccccc2)cc1[N+](=O)[O-],CC(=O)c1cc([N+](=O)[O-])c(C)s1
CC[C@@H]1[C@@H](C)CC[N@@H+]1CC(=O)Nc1cc(-n2cnnn2)ccc1F,CNc1cc(C)ccc1F
Cc1sc(C(=O)N[C@@H]2C[N@H+](C)C[C@H]2c2ccccc2)cc1[N+](=O)[O-],CN[C@@H]1C[N@H+](C)C[C@H]1c1ccccc1
C[C@H]1CN(Cc2ccccn2)CC[C@@H]1NC(=O)/C=C/c1ccccc1,CCc1ccccn1
CC[C@@H]1[C@@H](C)CC[N@H+]1CC(=O)Nc1cc(-n2cnnn2)ccc1F,CC[C@@H]1[C@@H](C)CC[N@H+]1CC(C)=O
Cc1sc(C(=O)N[C@@H]2CN(C)C[C@H]2c2ccccc2)cc1[N+](=O)[O-],CC(=O)c1cc([N+](=O)[O-])c(C)s1
CC[C@@H]1[C@@H](C)CCN1CC(=O)Nc1cc(-n2cnnn2)ccc1F,CNc1cc(C)ccc1F
O=C(N[C@H]1CCc2nc[nH]c2C1)c1c[nH]nc1-c1ccccc1Cl,CC(=O)c1c[nH]nc1C
C[C@@H](NC(=O)C(=O)NCC1(C)CCOCC1)C1CCCC1,CN[C@H](C)C1CCCC1
CSc1ccc(NC(=O)c2ccc(N3CCCC3=O)cc2)nc1,CC(=O)c1ccc(C)cc1
CC[C@H](C)NC(=O)N[C@H]1CCN(c2ccccc2OC(F)F)C1=O,Cc1ccccc1C
O=C(N[C@H]1CCc2[nH]cnc2C1)c1c[nH]nc1-c1ccccc1Cl,CC(=O)c1c[nH]nc1C
COCCOc1ccccc1C(=O)NC[C@@H](CO)c1cccnc1,CC(=O)c1ccccc1C
CCCCNc1cc(N[C@@H]2CSC2(C)C)nc(N)n1,Cc1cc(C)nc(N)n1
O=C(N[C@H]1CCc2[nH+]c[nH]c2C1)c1c[nH]nc1-c1ccccc1Cl,CC(=O)c1c[nH]nc1C
O=C(N[C@H]1CCc2[nH]c[nH+]c2C1)c1c[nH]nc1-c1ccccc1Cl,CC(=O)c1c[nH]nc1C
CCCCNc1cc(N[C@@H]2CSC2(C)C)nc(N)[nH+]1,Cc1cc(C)[nH+]c(N)n1
C[N@@H+]1C[C@H](NC(=O)Cc2cc(F)ccc2F)[C@H](c2ccccc2)C1,CC(=O)Cc1cc(F)ccc1F
CCc1cc(NC(=O)N[C@H]2CCC[C@H](C(=O)NC(C)C)C2)n(C)n1,CN[C@H]1CCC[C@H](C(C)=O)C1
CCCCNc1cc(N[C@@H]2CSC2(C)C)[nH+]c(N)n1,Cc1cc(C)[nH+]c(N)n1
CN1CC[C@@H](N2CCC(c3nc4cc(Cl)ccc4s3)CC2)C1=O,CN1CCC(c2nc3cc(Cl)ccc3s2)CC1
O=C(CCCC[C@@H]1SC[C@H]2NC(=O)N[C@H]21)NCC1=CCCOC1,CC(=O)CCCC[C@@H]1SC[C@H]2NC(=O)N[C@@H]12
C[N@H+]1C[C@H](NC(=O)Cc2cc(F)ccc2F)[C@H](c2ccccc2)C1,CC(=O)Cc1cc(F)ccc1F
