Name,SMILES,BestFragment,BestScore
,CC1=CC(=NO1)C(=O)N(C)CC2=CC=C(C=C2)Br,CC(=O)c1cc(C)on1,-5.1
,C1=CC=C(C=C1)CSCC(=O)NC2=NC=C(C=C2)Cl,CC(=O)CSCc1ccccc1,-5.3
,CC1=CC(OC1=O)OC=C2C3CC4=CC=CC=C4C3OC2=O,CC=C1C(=O)OC2c3ccccc3CC12,-6.6
,CCOC1=CC=CC=C1C2CC(=NN2C(=O)C3=CC=CS3)C4=CC=C(C=C4)NS(=O)(=O)C,CCOc1ccccc1C1CC(c2ccc(NC)cc2)=NN1C,-7.1
,C1=CC=C2C(=C1)C(=C(O2)C(=O)N)NC(=O)C3=C(C=C(C=C3)Cl)Cl,CNc1c(C(N)=O)oc2ccccc12,-6.1
,CC1=NC2=CC=CC=C2N=C1SCC(=O)NC3=CC=CC=C3C(=O)OC,CC(=O)CSc1nc2ccccc2nc1C,-6.7
,CCOC(=O)N1CCN(CC1)C(C2=CC=C(C=C2)Cl)C3=C(N4C(=NC(=N4)C)S3)O,Cc1nc2sc(C(C)c3ccc(Cl)cc3)c(O)n2n1,-7.0
,CC(C)(C)C1=NN=C2N1CCC(C2)C3=NC(=NO3)C4=CC=C(C=C4)F,Cc1noc(C2CCn3c(nnc3C(C)(C)C)C2)n1,-7.0
,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl,CNc1cc(C(F)(F)F)c(Cl)cn1,-5.6
,C1CN2[C@@H](CN1C(=O)NCC3=CC=C(C=C3)F)C(OC2=O)(C4=CC=CC=C4)C5=CC=CC=C5,CN1CCN2C(=O)OC(c3ccccc3)(c3ccccc3)[C@@H]2C1,-7.8
,C1CN(CCN1CCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O)C(=O)C5=CC=C(C=C5)Cl,CC(=O)c1ccc(Cl)cc1,-5.5
,CCS(=O)(=O)NC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C(=O)C4=CC(=CC=C4)OC,Cc1ccc(C2=NN(C)C(c3ccccc3)C2)cc1,-8.2
,C1C(C(=O)N(C1=O)C2=CC=C(C=C2)Br)NNC(=O)C3=CN=CC=C3,Cc1ccc(Br)cc1,-5.3
,CCC(=O)N1C2=C(C=C(C(=C2)C)C)C(=C3SC(=C(S3)C(=O)OC)C(=O)OC)C(=S)C1(C)C,CC(=O)C1=C(C(C)=O)SC(C)S1,-4.7
,C[C@@H](CC1=CC=C(C=C1)OCC(=O)O)NC[C@H](C2=CC(=CC=C2)Cl)O,Cc1ccc(CC(C)C)cc1,-6.0
,C1=CC=C2C(=C1)C(=C(O2)C(=O)N)NC(=O)C3=C(C=CC(=C3)Cl)Cl,CC(=O)c1cc(Cl)ccc1Cl,-6.1
,C1=CC=C(C=C1)C=CCOC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N,CCC=Cc1ccccc1,-5.8
,C1CC2=C3C(=CN(C(=O)C3=CC=C2)C4CN5CCC4CC5)C1,Cn1cc2c3c(cccc3c1=O)CCC2,-6.9
,CCC(=O)N1C2=C(C=C(C=C2C(=C3SC(=C(S3)C(=O)OC)C(=O)OC)C(=S)C1(C)C)C)C,CC(=O)C1=C(C(C)=O)SC(C)S1,-4.7
,CCC(=O)N1C2=C(C=C(C=C2)OCC)C(=C3SC(=C(S3)C(=O)OC)C(=O)OC)C(=S)C1(C)C,CCOc1ccc2c(c1)C(C)C(=S)C(C)(C)N2C,-6.4
,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)NN(C)C)CCC4=C3C=CC(=C4)O,C[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,-8.2
,CC1=CC(=CC=C1)NC2=NC(=NC=C2C(=O)N)N[C@@H]3CCCC[C@@H]3N.Cl.Cl,Cc1cccc(C)c1,-5.0
,B1(C2=C(CO1)C=CC=C2OCC3=CC=C(C=C3)C(=N)N)O.Cl,CCc1ccc(C(=N)N)cc1,-6.1
,CCOC(=O)C1=C(SC=C1C2=CC=C(C=C2)C3=CC=CC=C3)NC(=O)CNCCN(C)C,Cc1ccc(C)cc1,-5.2
,COC1=C(C=C(C=C1)C(=O)C(CN2CCOCC2)C3=CC=CC=C3)F,CCC(C(=O)c1ccc(OC)c(F)c1)c1ccccc1,-6.8
,COC1=CC=C(C=C1)C2=CSC(=[N+]3CCCCC3)S2.OS(=O)(=O)O,COc1ccc(C)cc1,-5.3
,COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3CCCCC3,CC(=O)C1CCCCC1,-5.5
,C1=CC=NC(=C1)C2=NC(=NN2)C3=CC(=CC=C3)Br,Cc1cccc(Br)c1,-4.6
,CN(C)[C@H]1CCCC[C@@H]1N(C)C(=O)CC2=CC(=C(C=C2)Cl)Cl,CC(=O)Cc1ccc(Cl)c(Cl)c1,-6.3
,C1CN(C[C@H]1F)C(=O)/N=C\2/N(C=C(S2)CO)C3=CC4=C(C=C3)OC(C(O4)(F)F)(F)F,CC(C)=O,-3.1
,C1=CC=C(C=C1)C2=CC3=C(N=CN=C3S2)NS(=O)(=O)C4=CC=CC=C4,CNc1ncnc2sc(C)cc12,-5.3
,C1CCC(CC1)(C(CN2CCNCC2)C3=CC(=CC=C3)Cl)O,CCC(c1cccc(Cl)c1)C1(O)CCCCC1,-6.4
,COC1=CC=C(C=C1)C2=CC3=C(S2)C(=NC=N3)OC4=CC=C(C=C4)S(=O)(=O)N5CCOCC5,Cc1cc2ncnc(C)c2s1,-5.1
,CCC1=CC=C(C=C1)N2C(=CC(=C2C)CN3CCC(CC3)C(=O)O)C,CCc1ccc(C)cc1,-5.6
,CCOC1=C(C=C(C=C1)NC2=NC=NC3=C2SC=C3)S(=O)(=O)N(C)C,CCOc1ccc(C)cc1S(C)(=O)=O,-5.7
,C1=CC=C(C=C1)COC(=O)NC(CCCCN)C(=O)O,CCc1ccccc1,-5.2
,C1=CC2=C(C=C1Cl)NC=C2S(=O)(=O)NC3=C(C=C(C(=C3)F)C#N)F,CNc1cc(F)c(C#N)cc1F,-6.5
,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)NCC(=O)O,CCCCCCC(C)=O,-4.7
,C1C(C(=O)O1)NC(=O)C2=CC=C(C=C2)C3=CC=CC=C3,CC(=O)c1ccc(C)cc1,-5.5
,C1=CC=C(C=C1)COC2=CC=CC=C2C(C3=CC(=CC=C3)F)OCC(C(=O)O)N,Cc1ccccc1C(C)c1cccc(F)c1,-7.6
,C1=CC(=C[N+](=C1)CC(=O)NC2=CC=C(C=C2)SC(F)F)CNC(=O)C3=CC=C(C=C3)OC(F)F,CNCc1ccc[n+](CC(C)=O)c1,-5.7
,CC1=CC=C(C=C1)C2=NN(C=C2CSC(=N)N)C3=CC=CC=C3,Cc1ccc(C)cc1,-5.2
,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=C(C=C3)F,CCCc1ccccc1,-5.6
,C1COCCN1C2=CC3=[N+](C4=CC=CC=C4N=C3C=C2)CCO,Cc1ccc2nc3ccccc3[n+](CCO)c2c1,-8.0
,COC1=CC=CC(=C1)CNC2=NN(C(=N2)N)C3=CC=CC=C3,CCc1cccc(OC)c1,-5.3
,C1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)NCC3=CC=CS3,CC(=O)CSc1nnnn1C,-5.2
,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],CC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,-6.1
,COC(=O)C1=CC(=CC(=C1)NC(=O)C2=CC3=CC=CC=C3C(=O)O2)C(=O)OC,CC(=O)c1cc2ccccc2c(=O)o1,-6.8
,C1CC[C@@H]([C@@H](C1)NS(=O)(=O)C2=CC=C(C=C2)Cl)N3CCOCC3,C[C@@H]1CCCC[C@@H]1C,-5.1
,C1CC[C@H]([C@@H](C1)NS(=O)(=O)C2=CC=C(C=C2)Cl)N3CCOCC3,CN[C@@H]1CCCC[C@H]1C,-5.2
,CCOC(=O)C1=C(N=C2N1C3=CC=CC=C3N2CC=C)C,CC(=O)c1c(C)nc2n(C)c3ccccc3n12,0.0
,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)N(C2=O)C4=CC=C(C=C4)C(=O)O,Cn1c(=O)c2ccccc2c2ccccc2c1=O,-7.3
,CC(C(=O)NCCCN1C=CN=C1)OC2=C(C=C(C=C2)Cl)Cl,CCCCNC,-3.8
,CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)C3CC(CN3C(=O)C(C(C)(C)C)NC(=O)C4(CC4)F)O)O,CNCc1ccc(C)cc1O,-5.6
,CC(C)NC(=O)C1CC2C3CCC4=C(C3CC[C@@]2([C@H]1O)C)C=CC(=C4)O,CNC(C)C,-3.2
,CC(C)C(C(=O)N1CCCC1C(=O)NC2CCCC3=CC=CC=C23)NC(=O)C(C)NC,CNC1CCCc2ccccc21,-6.0
,CC(C)C(C(=O)N1CCCC1C(=O)NC2CCCC3=CC=CC=C23)NC(=O)C(C)NC.C(=O)O,CNC1CCCc2ccccc21,-6.0
,CC1=CC2=C(C=C1)N(C3=C2CCCC3)CC(CNC4CCCCC4)O,Cc1ccc2c(c1)c1c(n2C)CCCC1,-6.5
,COC1=CC=C(C=C1)OCC(CN2CCC3=CC=CC=C3C2)O,CN1CCc2ccccc2C1,-5.4
,COC1=C(C=C2C(=C1)CC(=CC3CCN(CC3)CC4=CC=CC=C4)C2=O)OC,COc1cc2c(cc1OC)C(=O)C(C)C2,-5.9
,CC[C@@H](C=O)NC(=O)C1=C(C(=CC=C1)C(F)(F)F)Cl,CC(=O)c1cccc(C(F)(F)F)c1Cl,-6.1
,COC1=CC=C(C=C1)C2=C(C(=NN2C3=CC=CC=C3I)C(=O)NN4CCCCC4)C#N,COc1ccc(C)cc1,-5.3
,CC1=C2C=CC(=CC2=NC(=N1)NC3=NC4=CC=CC=C4C(=O)N3)OC,Cc1nc2ccccc2c(=O)[nH]1,-6.4
,CC(C1=CC(=CC=C1)S(=O)(=O)N)NC2=NC=NC3=C2SC=C3,CC(C)c1cccc(S(N)(=O)=O)c1,-6.0
,CCCCCCCCCCCC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O,CCCCCCCCCCCC(C)=O,-4.9
,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)NCCO)O)O)O,CCCC1C(O)CC(O)C1CC,-5.3
,CC1=CC(=C(N1C2=CC=C(C=C2)Br)C)C(=O)N(C)CC(=O)NC,CC(=O)c1cc(C)n(C)c1C,-5.5
,CN1CCN(CC1)C2=NC(=CS2)C3=CC(=C(C=C3)O)O,Cc1ccc(O)c(O)c1,-5.5
,C1[C@H](OC2=CC=CC=C2O1)CNCCCN3C(=O)C=CC=N3.Cl,CCCCNC[C@@H]1COc2ccccc2O1,-5.5
,CC1=CC=C(C=C1)NC(=O)C2CCCN2S(=O)(=O)C3=CC=C(C=C3)C,CNc1ccc(C)cc1,-5.2
,COC(=O)C1=NN(C(=O)C2=CC=CC=C21)CC3=CC=CC=C3,CC(=O)c1nn(C)c(=O)c2ccccc12,-6.4
,CC1C(=O)NN=C2N1C3=C(C=C(C(=C3)NC4(CNC4)C)C(F)(F)F)OC2,CC1(C)CNC1,-3.8
,CCNC(=O)C1CC(CN1CC2=C(N(C(=C2)C)C3=CC=CC=C3Cl)C)N,CCc1cc(C)n(C)c1C,-5.3
,CCC=CCC(C=CC=CC=CC(CC=CCC=CCCC(=O)O)O)O,CCC=CCC(O)C=CCC,-5.3
,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCC4CCNCC4O,CCc1ccccc1,-5.2
,C1=CC=C2C(=C1)C(C3=CC=CC=C32)COC(=O)NC(CC4=CC(=C(C=C4)F)F)C(=O)O,CCC1c2ccccc2-c2ccccc21,-7.3
,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)OC(=O)CCN(C)C,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(C)C(C)C1C(C)(C)CCC(O)C12C,-8.9
,CC(=O)OCC(=O)[C@H]1CC[C@@H]2C1(CC(=O)[C@H]3[C@H]2CC[C@@H]4C3(CC[C@H](C4)O)C)C,CCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CCC4(C)[C@H]3C(=O)CC12C,-8.1
,CC1=CC(=CC=C1)N2C(=CC(=C2C)C(=O)N(C)CC(=O)NC3=NOC(=C3)C)C,CC(=O)c1cc(C)n(C)c1C,-5.5
,CC[C@]12CCCN3[C@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OC,COC,-2.2
,C1=CC(=CC(=C1)S(=O)(=O)N)CNC2=NC=NC3=C2SC=C3,Cc1ncnc2ccsc12,-4.8
,COC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)NC3=NC=NC4=C3SC=C4,COc1ccc(S(C)(=O)=O)cc1,-6.0
,CCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O,CCC(O)COP(=O)([O-])OCC[N+](C)(C)C,-5.0
,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,COCCc1ccc(C)cc1,-5.7
,CC1=CC(=C(N1C2=CC=CC=C2)C)C(=O)NCC(=O)N(C)C,CC(=O)c1cc(C)n(C)c1C,-5.5
,COC1=CC=C(C=C1)C2=NOC(=N2)NC3=CC=C(C=C3)Cl,COc1ccc(C)cc1,-5.3
,CC1CNCCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)F,CS(=O)(=O)c1cccc2cncc(F)c12,-6.1
,C1=CC=C2C(=C1)N=NN2CC(=O)NC3=CC=CC=C3Cl,Cn1nnc2ccccc21,-5.2
,CCCCCC(C(C=CC=CC=CCC=CCCCC(=O)O)SCC(C(=O)O)N)O,CCCCCC(O)C(CC)SCC(N)C(C)=O,-5.3
,COC1=CC(=CC(=C1OC)OC)C2=NC(=NO2)C3=CC=NC=C3,Cc1noc(C)n1,-4.6
,CC1=CC=C(C=C1)C2CC(=CC(=O)C2)NCCC3=CC=CC=C3,CC1=CC(=O)CC(c2ccc(C)cc2)C1,-6.4
,CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)CNC3CCN(CC3)CC(=O)NC,CCc1cc(C)n(C)c1C,-5.3
,CC1=CC(=C(N1C2=CC=CC=C2)C)C(=O)N3CCNC(=O)C3,CC(=O)c1cc(C)n(C)c1C,-5.5
,C1=CC=C2C(=C1)C(=NC(=N2)C3=CSC=C3)NCC4=CC=C(C=C4)S(=O)(=O)N,Cc1nc(C)c2ccccc2n1,-6.1
,C1=CC=C(C(=C1)C(=O)NCCCCCCCC(=O)[O-])O,CC(=O)c1ccccc1O,-5.3
,C1=CC=C2C(=C1)C(=C(O2)C(=O)N)NC(=O)C3=CC=CC=C3Cl,CNc1c(C(N)=O)oc2ccccc12,-6.1
,CC1CCCN(C1)C(C2=CC=C(C=C2)C)C3=C(N4C(=NC(=N4)C)S3)O,Cc1ccc(C(C)c2sc3nc(C)nn3c2O)cc1,-7.1
,CCCCN1CCN(C(C1)C(=O)NC2=C(C=CC=C2C)C)CCCC.N(=O)O.N(=O)O,CNc1c(C)cccc1C,-5.2
,COC1=CC=CC(=C1)C2(CCCCC2)N3CCOCC3.Cl,CN1CCOCC1,-3.6
,CCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,CO[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,-7.8
,COC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3O2,COC,-2.2
,CC1=NC(=CS1)C2=CC3=C(C(=CC=C3)OC)OC2=O,Cc1csc(C)n1,-3.8
,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2[C@@H]([C@]5([C@H]31)[C@]6(C[C@@H]([C@H]7C[C@@]4([C@@H]6[C@H]7OC)O)OC)OCO5)OC(=O)C)OC)C,CC(C)=O,-3.1
,C1CN(CCN1CC2=CC=CC=C2)C3=CC=C(C=C3)NC(=O)C4=CC=CS4,CCc1ccccc1,-5.2
,CC1=CC=C(C=C1)C(=O)CCN2CCC(C2)C3=CC=CC=C3,CCCC(=O)c1ccc(C)cc1,-6.2
,COC1=CC2=C(C=C1)N=C(S2)NC(=O)C34CC5CC(C3)CC(C5)C4,CC(=O)C12CC3CC(CC(C3)C1)C2,-6.2
,CC(C)C1=CC=C(C=C1)CNCC(C2=CC=CC=C2)O,CCC(O)c1ccccc1,-5.7
,CN(C)CCOC1=CC2=C(C=C1)NC(=C2)C(=O)NCC#CC3=CC=C(C=C3)C(=O)NO.Cl,CC(=O)c1cc2cc(C)ccc2[nH]1,-6.6
,CCOC(=O)C1=CN(C=N1)C(C)C2=CC=C(C=C2)F,CC(C)c1ccc(F)cc1,-6.2
,CCOC(=O)C1=C(OC(=C1O)C=C2C=NC3=C2C=CC=N3)N4CCC5=C(C4)C=C(C=C5)OC,COc1ccc2c(c1)CN(C)CC2,-5.8
,CCCCCCCCCCCCC/C=C/C(C(COP(=O)(O)OCC[N+](C)(C)C)N)O,CCC(O)C(N)COP(=O)(O)OCC[N+](C)(C)C,-4.7
,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCN(CC3)C(=O)C4=CC=CO4)CC5=CC=CC=C5,CCc1ccccc1,-5.2
,CCOC1=CC=CC2=C1NC(C(=S)C2=C3SC(=C(S3)C(=O)OC)C(=O)OC)(C)C,CCOc1cccc2c1NC(C)(C)C(=S)C2C,-6.9
,C1=CC=C(C(=C1)CC(C(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)F,COCC1c2ccccc2-c2ccccc21,-6.7
,CC1=C2C(=CC=C1)SC(=N2)NC(=O)C3=C(N=CC=C3)SC,CNc1nc2c(C)cccc2s1,-5.2
,CCN1C(=NN=C1SCC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl)C3=CN=CC=C3,CNc1cc(C(F)(F)F)ccc1Cl,-6.0
,CCN1C(=O)/C(=C\C2=C(N(C(=C2)C)C3=CC=CC=C3)C)/SC1=S,CCc1cc(C)n(C)c1C,-5.3
,CC(C)(C)[C@@H](C(=O)OC)NC(=O)C1=NNC2=CC=CC=C21,CC(=O)c1n[nH]c2ccccc12,-6.2
,C1=CC=C(C=C1)CNC2=NC(=CS2)C3=CC=CC=C3,CCc1ccccc1,-5.2
,C=CCN1C(=O)C2=C(N=C1SCC(=O)C3=CC=CC=C3)SC4=C2CCCC4,Cn1c(SCC(=O)c2ccccc2)nc2sc3c(c2c1=O)CCCC3,-8.0
,C1CN(CCN1CCO)C2=NN3C(=NC4=C(C3=O)C(=CS4)C5=CC=C(C=C5)Cl)C6=CC=CC=C62,Cc1nn2c(=O)c3c(C)csc3nc2c2ccccc12,-7.9
,CC1=CC(=CC=C1)CN2C3=C(N=C2NC4CCCCC4)N(C(=O)N(C3=O)C)C,Cc1nc2c(c(=O)n(C)c(=O)n2C)n1C,-5.8
,COC1=C(C=C(C=C1)C2=NNC(=C2)C3=C(C4=CC=CC=C4C=C3)O)OC,COc1ccc(C)cc1OC,-6.2
,C1CCC2=C(C1)C3=C(S2)N=C(N(C3=O)CC4=CC=CC=C4)NN,Cc1nc2sc3c(c2c(=O)n1C)CCCC3,-6.6
,COC1=CC=CC(=C1)CCOC2=CN=CC3=NN=C(N23)C4=CC=C(C=C4)OC(F)F,CCCc1cccc(OC)c1,-5.5
,C1=CC(=CC2=C1C=CN2)C3=NN=C4N3C(=CN=C4)OCCC5=CC(=C(C=C5)F)F,CCCc1ccc(F)c(F)c1,-6.3
,CCC(CNC1=NC(=NC2=CC=CC=C21)C3=C(C=CC(=C3)Cl)O)N,Cc1nc(C)c2ccccc2n1,-6.1
,CCCCCC(C=CC1C(CC2C1CC(=N2)SCCCC(=O)OC)O)O,CCC1C(O)CC2N=C(SCCCC(C)=O)CC21,-5.2
,[2H]C([2H])([2H])C([2H])([2H])C(=O)N(C1CCN(CC1)CC(C2=CC=CS2)O)C3=CC=CC=C3,Cc1ccccc1,-4.7
,C1=CC(=CC(=C1)S(=O)(=O)F)C2=NN=C(O2)C3=CC(=C(C(=C3)Cl)O)Cl,Cc1cccc(S(=O)(=O)F)c1,-5.8
,C1C(=C(C(=N)N1CCC2=CC=CC=C2)C3=NC4=CC=CC=C4N3)O,CN1CC(O)=C(c2nc3ccccc3[nH]2)C1=N,-7.1
,CCCC(C(=O)C1=CC2=C(CCCC2)C=C1)N3CCCC3.Cl,CCCC(C)C(=O)c1ccc2c(c1)CCCC2,-6.7
,CC1(COC(=O)C1NC(=O)C2=NN(C3=CC=CC=C32)CC4CCCCC4)C,CC(=O)c1nn(C)c2ccccc12,-6.3
,C1[C@@H]2C=C[C@H]1[C@@H]3[C@@H]2C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5N=CC=C6,CNc1cccc2cccnc12,-5.8
,C1=CC(=CC=C1C2=NN=C3N2C(=CN=C3)OCCC4=CC(=C(C=C4)F)F)C(=O)N,CCCc1ccc(F)c(F)c1,-6.3
,CC1=C(SC(=N1)N2CCN(C2=O)CC3=CC=C(C=C3)C(F)(F)F)C(=O)N,Cc1nc(C)c(C(N)=O)s1,-4.6
,CC(=O)N(C1=CC=CC=C1C=CC2=CC=[N+](C=C2)[O-])S(=O)(=O)C3=CC=C(C=C3)OC,COc1ccc(S(C)(=O)=O)cc1,-6.0
,CCCN1C2=CC=CC=C2N=C1NC(=O)[C@H]3CCCN(C3)C4=NC=CN=C4,CCCn1c(NC)nc2ccccc21,-6.0
,C1C(C1N=C2CC(C(=O)C=C2O)CC(C(=O)O)N)C3=CC=CC=C3,CC(=O)C(N)CC1CC(=NC2CC2c2ccccc2)C(O)=CC1=O,-7.6
,CC(=O)N(C1C(C(OC2=C1C=C(C=C2)C#N)(C)C)O)OCC3=CC=CC=C3,CC1c2cc(C#N)ccc2OC(C)(C)C1O,-6.5
,C1=CC(=CC(=C1)C(=O)N)C2=NN=C3N2C(=CN=C3)OCCC4=CC(=C(C=C4)F)F,CCCc1ccc(F)c(F)c1,-6.3
,C[C@@H]1CN(C[C@@H](N1S(=O)(=O)C2=CC=CC3=C2CC(C3)C(=O)O)C)C4=CC=C(C=C4)OC(F)(F)F,CC(=O)C1Cc2cccc(S(C)(=O)=O)c2C1,-6.6
,CC(C)C1=CC=C(C=C1)N2C(=NN=N2)SCC3=NC(=NC(=N3)N)N,Cc1ccc(C(C)C)cc1,-5.7
,CC(C)N1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,COC1C[C@H]2CC[C@@H](C1)N2C,-5.3
,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OC4CCC(CC4)N,Cc1ccc(F)c(Cl)c1,-5.4
,C1CC1C(=O)N(C2CCN(CC2)CC3=CC=CC=C3)C4=CC(=CC=C4)F.Cl,Cc1cccc(F)c1,-5.2
,C1=CC=C(C=C1)C2=NN=C3N2C(=CN=C3)OCCC4=CC(=C(C=C4)F)F,CCCc1ccc(F)c(F)c1,-6.3
,C1=CC(=CC=C1C2=NN=C3N2C(=CN=C3)C(=O)N=C4C=CN(C(=C4)C(F)(F)F)O)OC(F)F,CC(=O)c1cncc2nnc(C)n12,-5.5
,C1=CC=C(C=C1)C(COC2=CN=CC3=NN=C(N23)C4=CC=C(C=C4)OC(F)F)O,Cc1cncc2nnc(C)n12,-5.4
,CN1CCC(CC1)C(=O)NC2=NNC3=NN=C(C=C32)C4=CC=CC=C4.Cl,CC(=O)C1CCN(C)CC1,-4.7
,C1CC1C(=O)NC2=NNC3=NN=C(C=C32)C4=CN=CC=C4.C(=O)(C(F)(F)F)O,Cc1cccnc1,-5.0
,CCN1CCC(CC1)C(=O)NC2=NNC3=NN=C(C=C32)C4=C(C(=CC=C4)F)F.Cl,Cc1cccc(F)c1F,-5.9
,C1CC2=NC(=C(N2C1)C3=CC4=C(C=C3)OCO4)C5=CC=CC=N5.Cl,Cc1ccc2c(c1)OCO2,-5.7
,C/C=C/C=C/[C@H]1C(=C[C@H]2C[C@H](CC[C@H]2[C@@]1(C)/C(=C\3/C(=O)[C@H](N(C3=O)C)CO)/O)C)C,CC1C(=O)[C@@H](CO)N(C)C1=O,-5.2
,CCC1=CC=C(C=C1)C2=NN=C3N2C(=CN=C3)OCCC4=CC(=C(C=C4)F)F,CCCc1ccc(F)c(F)c1,-6.3
,C1=CC=C(C=C1)C(CO)(COC2=CN=CC3=NN=C(N23)C4=CC=C(C=C4)OC(F)F)O,CCC(O)(CO)c1ccccc1,-5.4
,C1=CC=C(C=C1)COC2=CN=CC3=NN=C(N23)C4=CC=C(C=C4)OC(F)F,CCc1ccccc1,-5.2
,C1=CC(=CC=C1C2=NN=C3N2C(=CNC3=O)C(=O)NC4=CC=C(C=C4)Cl)OC(F)F,CC(=O)c1c[nH]c(=O)c2nnc(C)n12,-6.1
,C1=CC(=CC=C1C2=NN=C3N2C(=CN=C3)OCC(=O)C4=CC(=C(C=C4)F)F)OC(F)F,CCC(=O)c1ccc(F)c(F)c1,-6.6
,C1=CC=C(C=C1)C(=O)COC2=CN=CC3=NN=C(N23)C4=CC=C(C=C4)OC(F)F,CCC(=O)c1ccccc1,-6.1
,C1CN(C1C(=O)NCC2=CC=C(C=C2)C(=N)N)C(=O)C(C3=CC(=CC(=C3)Cl)OC(F)F)O,CNCc1ccc(C(=N)N)cc1,-5.7
,CC=C(C)C(=O)OC1CC2(C(CC(O2)(C(=CC3C1C(=C)C(=O)O3)C)O)O)C,C=C1C(=O)OC2C=C(C)C3(O)CC(O)C(C)(CC(C)C12)O3,-7.8
,C1CCC(C1)NC(=O)C2=NN3C(CC(NC3=C2)C4=CC=C(C=C4)F)C(F)(F)F,CNC1CCCC1,-4.2
,CC1=CC=C(C=C1)C2C(=C(C(=O)N2CC3=CN=CC=C3)O)C(=O)C4=CC=CS4,Cc1ccc(C2C(C(=O)c3cccs3)=C(O)C(=O)N2C)cc1,-6.8
,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,CC(=O)C(c1ccccc1)c1ccccc1,-6.4
,CCCCNC(C)C(=O)C1=CC=C(C=C1)Cl.Cl,CC(C)C(=O)c1ccc(Cl)cc1,-5.9
,COC1=C(C=C2C(=C1)C3=C(CN(CC3)CCN4CCCCC4)C(=O)O2)OC.Cl.Cl,COc1cc2oc(=O)c3c(c2cc1OC)CCN(C)C3,-7.1
,CC(C)(C)OC(=O)[C@@H](CCC1=CC=CC=C1)NC(=O)C2=CC(=C(C=C2)N)CCC3=CC=C(C=C3)O,CC(=O)c1ccc(N)c(CCc2ccc(O)cc2)c1,-6.9
,CC(=O)OC1CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C,COc1ccc2c3c1OC1C(C)CCC4C(C2)N(C)CCC341,-7.7
,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)OC(=O)C,CC(=O)C1(C)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-8.3
