SMILES,Canonical_SMILES
CC(=O)c1ccc2c(C)c(C)n(C)c2c1,CC(=O)c1ccc2c(C)c(C)n(C)c2c1
Cc1cc(C(F)(F)F)ncn1,Cc1cc(C(F)(F)F)ncn1
CC(=O)[C@@H]1C[C@@]1(C)c1ccc(C(F)(F)F)cc1,CC(=O)C1CC1(C)c1ccc(C(F)(F)F)cc1
CC(=O)c1cn(C)c2c(Cl)c(C)c(F)cc2c1=O,CC(=O)c1cn(C)c2c(Cl)c(C)c(F)cc2c1=O
CCC1=NC2N=CC=CC2N1,CCC1=NC2N=CC=CC2N1
CC(=O)[C@H](O)c1ccc(C(F)(F)F)cc1,CC(=O)C(O)c1ccc(C(F)(F)F)cc1
CC(=O)C(O)c1ccc(C(F)(F)F)cc1,CC(=O)C(O)c1ccc(C(F)(F)F)cc1
CCN=Cc1c(COP(=O)(O)O)cnc(C)c1O,CCN=Cc1c(COP(=O)(O)O)cnc(C)c1O
CC(=O)c1cccc(F)c1,CC(=O)c1cccc(F)c1
CNC(C#N)Cc1ccc(C)cc1,CNC(C#N)Cc1ccc(C)cc1
CC(=O)CI,CC(=O)CI
CNC(Cc1ccc(F)cc1)C(C)=O,CNC(Cc1ccc(F)cc1)C(C)=O
CC(=O)[C@@H]1[C@@H]2[C@H](CN1C)C2(C)C,CC(=O)C1C2C(CN1C)C2(C)C
CCc1ccccc1,CCc1ccccc1
CC(=O)c1cccc2c1C(=O)N=C2,CC(=O)c1cccc2c1C(=O)N=C2
CC(=O)c1cccc2c1C(=O)N=C2,CC(=O)c1cccc2c1C(=O)N=C2
CCc1ccccc1,CCc1ccccc1
Cc1ccc(C(F)(F)F)cn1,Cc1ccc(C(F)(F)F)cn1
COCc1ccccc1,COCc1ccccc1
Cc1ccc(F)cc1F,Cc1ccc(F)cc1F
CC(=O)C1C2C(CN1C)C2(C)C,CC(=O)C1C2C(CN1C)C2(C)C
CC(=O)[C@@H]1[C@@H]2[C@H](CN1C)C2(C)C,CC(=O)C1C2C(CN1C)C2(C)C
COC1CCC(F)(F)CC1,COC1CCC(F)(F)CC1
CN1CCCCC1,CN1CCCCC1
Cc1ncnc2cc(C(=O)CCl)ccc12,Cc1ncnc2cc(C(=O)CCl)ccc12
C=CCCC,C=CCCC
CCCc1c[nH]c2cccc(C)c12,CCCc1c[nH]c2cccc(C)c12
CC(=O)c1ccc(C)cc1,CC(=O)c1ccc(C)cc1
CCCCC(C)=O,CCCCC(C)=O
Cc1ccc(C(C)(C)C)cc1,Cc1ccc(C(C)(C)C)cc1
CCCC(C)C(=O)c1ccc2c(c1)CCC2,CCCC(C)C(=O)c1ccc2c(c1)CCC2
CCc1ccccc1,CCc1ccccc1
CC(C)=O,CC(C)=O
CCCC(C)C(=O)c1cccc(Br)c1,CCCC(C)C(=O)c1cccc(Br)c1
CCCC(C)C(=O)c1cccc(Br)c1,CCCC(C)C(=O)c1cccc(Br)c1
CCC[C@@H]1[C@@H](CC)[C@H](O)C[C@@H]1O,CCCC1C(O)CC(O)C1CC
CCCC1C(O)CC(O)C1CC,CCCC1C(O)CC(O)C1CC
CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1
CN[C@@H](CC(C)C)C(C)=O,CNC(CC(C)C)C(C)=O
Cc1cc(F)cc(F)c1,Cc1cc(F)cc(F)c1
CN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1,CN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1
Cc1ccc(F)cc1,Cc1ccc(F)cc1
Cc1cc2c(cn1)CC(C1CCN(C)C1)=NC2=O,Cc1cc2c(cn1)CC(C1CCN(C)C1)=NC2=O
Cc1nc2c(n1C)CN(C)CC2,Cc1nc2c(n1C)CN(C)CC2
Cc1cc(C)c(C(F)(F)F)nn1,Cc1cc(C)c(C(F)(F)F)nn1
CC(=O)Cc1ccc(F)cc1,CC(=O)Cc1ccc(F)cc1
COc1cc(C(C)=O)cc(OC)c1C,COc1cc(C(C)=O)cc(OC)c1C
C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,CC1C2Cc3ccc(O)cc3C1(C)CCN2C
CNc1ccc(C)c(C)c1,CNc1ccc(C)c(C)c1
CC(=O)c1cnc(C)nc1C(F)(F)F,CC(=O)c1cnc(C)nc1C(F)(F)F
CCc1ccc(C(F)(F)F)cc1,CCc1ccc(C(F)(F)F)cc1
CCc1ccc(F)c(C(C)=O)c1,CCc1ccc(F)c(C(C)=O)c1
Cc1c(F)cccc1C#N,Cc1c(F)cccc1C#N
Cc1cccc(/C=C/C(C)C)c1,Cc1cccc(C=CC(C)C)c1
CCCC1Cc2ccc(F)cc2C1=O,CCCC1Cc2ccc(F)cc2C1=O
CSC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC21C,CSC(=O)C1(C)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
CC(=O)c1cn(C)c2nc(C)c(F)cc2c1=O,CC(=O)c1cn(C)c2nc(C)c(F)cc2c1=O
Cc1cnc(C)n2cnc(C#N)c12,Cc1cnc(C)n2cnc(C#N)c12
CCC1(c2ccc(F)cc2F)OCCN(C)C1C,CCC1(c2ccc(F)cc2F)OCCN(C)C1C
C[C@@H]1CC[C@H](C(O)C(F)(F)F)N1C,CC1CCC(C(O)C(F)(F)F)N1C
CC(=O)c1cccc(CNC2=NCCN2)c1,CC(=O)c1cccc(CNC2=NCCN2)c1
CC(=O)c1ccc(F)cc1,CC(=O)c1ccc(F)cc1
Cc1ccc2c(c1)C(=O)N=C([C@@H]1CCN(C)C1)C2,Cc1ccc2c(c1)C(=O)N=C(C1CCN(C)C1)C2
C=CC(C)=O,C=CC(C)=O
CNC(CCCN=C(N)CF)c1nc2ccccc2[nH]1,CNC(CCCN=C(N)CF)c1nc2ccccc2[nH]1
CNC(CCCN=C(N)CF)c1nc2c(OC)cccc2n1C,CNC(CCCN=C(N)CF)c1nc2c(OC)cccc2n1C
CC[C@H](C[C@@H]1CCNC1=O)NC,CCC(CC1CCNC1=O)NC
CCC(CC1CCNC1=O)NC,CCC(CC1CCNC1=O)NC
COc1cccc2[nH]c(C(C)=O)cc12,COc1cccc2[nH]c(C(C)=O)cc12
Cc1ccc(Cl)cc1Cl,Cc1ccc(Cl)cc1Cl
CC(=O)c1cccc(CNC2=NCCN2)c1F,CC(=O)c1cccc(CNC2=NCCN2)c1F
CCc1cccc(F)c1,CCc1cccc(F)c1
CCc1cccc(F)c1,CCc1cccc(F)c1
Cn1ccc(=O)[nH]c1=O,Cn1ccc(=O)[nH]c1=O
CC1COc2nc([N+](=O)[O-])cn2C1,CC1COc2nc([N+](=O)[O-])cn2C1
Cc1ccc2c(c1C(F)(F)F)CCN2C,Cc1ccc2c(c1C(F)(F)F)CCN2C
Cc1ccc2c(c1C(F)(F)F)CCN2C,Cc1ccc2c(c1C(F)(F)F)CCN2C
CC(=O)C(O)c1cccc2oc(C)nc12,CC(=O)C(O)c1cccc2oc(C)nc12
CC(=O)c1cn(C)c2c(C)c(C)ccc2c1=O,CC(=O)c1cn(C)c2c(C)c(C)ccc2c1=O
CN1C(=O)[C@H]2[C@H](c3ccccc3)OC3(C(=O)c4ccccc4C3=O)[C@H]2C1=O,CN1C(=O)C2C(c3ccccc3)OC3(C(=O)c4ccccc4C3=O)C2C1=O
CNC(C)c1nc2ccc(F)cc2s1,CNC(C)c1nc2ccc(F)cc2s1
CNC1CN(C)CC1F,CNC1CN(C)CC1F
CNC(C)c1nc2ccc(F)cc2s1,CNC(C)c1nc2ccc(F)cc2s1
Cc1nc(C)c2ncn(C)c2n1,Cc1nc(C)c2ncn(C)c2n1
CCC(O)c1cc(O)cc2c1OCC(=O)N2,CCC(O)c1cc(O)cc2c1OCC(=O)N2
CN1Cc2ccccc2NC1=O,CN1Cc2ccccc2NC1=O
CC(=O)CC(Cc1ccccc1)C(C)=O,CC(=O)CC(Cc1ccccc1)C(C)=O
CCC12CCCN3CCC4(c5cccc(OC)c5N(C)C4CC1)C32,CCC12CCCN3CCC4(c5cccc(OC)c5N(C)C4CC1)C32
CN1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,CN1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O
Cc1nc(C)c2ncn(C)c2n1,Cc1nc(C)c2ncn(C)c2n1
CCc1ccc2[nH]c(C)cc2c1,CCc1ccc2[nH]c(C)cc2c1
Cn1ncc2c(=O)[nH]c(CC3CCCCC3)nc21,Cn1ncc2c(=O)[nH]c(CC3CCCCC3)nc21
CCc1ccc2[nH]c(C)cc2c1,CCc1ccc2[nH]c(C)cc2c1
Cc1ccc2ncc3ccc(=O)n(C)c3c2c1,Cc1ccc2ncc3ccc(=O)n(C)c3c2c1
Cc1ccc2ncc3ccc(=O)n(C)c3c2c1,Cc1ccc2ncc3ccc(=O)n(C)c3c2c1
CNC(C)c1nc2ccc(F)cc2s1,CNC(C)c1nc2ccc(F)cc2s1
CC(=O)c1ncn2c1C1CCN1C(=O)c1c(Cl)cccc1-2,CC(=O)c1ncn2c1C1CCN1C(=O)c1c(Cl)cccc1-2
CN1CCC23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)C1C5,CN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3(O)C1C5
CCCCOC,CCCCOC
CN1CC2C(C1)C2c1ccn(C)n1,CN1CC2C(C1)C2c1ccn(C)n1
CNc1ccc2c(Cl)c(OC)oc(=O)c2c1,CNc1ccc2c(Cl)c(OC)oc(=O)c2c1
CNc1ccc2c(Cl)c(OC)oc(=O)c2c1,CNc1ccc2c(Cl)c(OC)oc(=O)c2c1
CNc1ccc2c(Cl)c(OC)oc(=O)c2c1,CNc1ccc2c(Cl)c(OC)oc(=O)c2c1
CNc1ccc2c(Cl)c(OC)oc(=O)c2c1,CNc1ccc2c(Cl)c(OC)oc(=O)c2c1
CC(=O)C(C)C(C)C,CC(=O)C(C)C(C)C
CNc1ccc2c(Cl)c(OC)oc(=O)c2c1,CNc1ccc2c(Cl)c(OC)oc(=O)c2c1
CNc1ccc2c(Cl)c(OC)oc(=O)c2c1,CNc1ccc2c(Cl)c(OC)oc(=O)c2c1
CNc1ccc2c(Cl)c(OC)oc(=O)c2c1,CNc1ccc2c(Cl)c(OC)oc(=O)c2c1
CNC(C)c1nc2ccc(F)cc2s1,CNC(C)c1nc2ccc(F)cc2s1
CNc1ccc2c(Cl)c(OC)oc(=O)c2c1,CNc1ccc2c(Cl)c(OC)oc(=O)c2c1
CCCc1ccccc1,CCCc1ccccc1
CNC(C)c1nc2ccc(F)cc2s1,CNC(C)c1nc2ccc(F)cc2s1
CC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])C1c1ccccc1C,CC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])C1c1ccccc1C
Cc1cccc(I)c1,Cc1cccc(I)c1
CC1CCc2ccccc2N(C)C1=O,CC1CCc2ccccc2N(C)C1=O
Cc1ccc(N)c(F)c1,Cc1ccc(N)c(F)c1
Cc1ccc2ncc3ccc(=O)n(C)c3c2c1,Cc1ccc2ncc3ccc(=O)n(C)c3c2c1
CNC,CNC
Cn1ncc(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)n1,Cn1ncc(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)n1
CC(=O)c1cc(S(C)(=O)=O)cs1,CC(=O)c1cc(S(C)(=O)=O)cs1
CC(=O)c1ccccc1,CC(=O)c1ccccc1
Cc1ccc(Br)cc1,Cc1ccc(Br)cc1
Cn1cc(Br)cn1,Cn1cc(Br)cn1
CCCn1c(C)nc2c1c(=O)n(C)c(=O)n2C,CCCn1c(C)nc2c1c(=O)n(C)c(=O)n2C
CNC(C)c1nc2ccc(F)cc2s1,CNC(C)c1nc2ccc(F)cc2s1
C#Cc1cccc(C)c1,C#Cc1cccc(C)c1
COC(C)(C)C,COC(C)(C)C
CC(=O)C12CC3CC(CC(C3)C1)C2,CC(=O)C12CC3CC(CC(C3)C1)C2
CC(=O)c1nn(C)c2c1CS(=O)(=O)c1c(F)cccc1-2,CC(=O)c1nn(C)c2c1CS(=O)(=O)c1c(F)cccc1-2
Cc1ccc(F)c2ccccc12,Cc1ccc(F)c2ccccc12
CCc1cc2cnc(C#N)nc2n1C,CCc1cc2cnc(C#N)nc2n1C
C=C1C(=O)OC2C1CCC1(C)CCC(C)C(C)C21,C=C1C(=O)OC2C1CCC1(C)CCC(C)C(C)C21
COc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CC[C@@H]2C,COc1ccc2c(c1)CCC1C2CCC2(C)C(C)CCC12
Cc1cccc2cccnc12,Cc1cccc2cccnc12
Cc1ccccc1Cl,Cc1ccccc1Cl
CC(=O)c1ccccn1,CC(=O)c1ccccn1
Cc1ccc2c(c1)OC(F)(F)O2,Cc1ccc2c(c1)OC(F)(F)O2
CN1CC(O)C=CC1Cc1ccccc1,CN1CC(O)C=CC1Cc1ccccc1
COc1cccc2c(C)nc(C)nc12,COc1cccc2c(C)nc(C)nc12
CN1C(=O)CC(c2ccccc2)C1=O,CN1C(=O)CC(c2ccccc2)C1=O
CCc1nc2ccc(Cl)cc2[nH]1,CCc1nc2ccc(Cl)cc2[nH]1
CCc1c(F)c(OC)cc(OC)c1F,CCc1c(F)c(OC)cc(OC)c1F
CC(=O)CS(=O)Cc1nc(C)oc1C,CC(=O)CS(=O)Cc1nc(C)oc1C
CC(=O)c1ccccc1,CC(=O)c1ccccc1
Cc1ccccn1,Cc1ccccn1
CC(=O)c1ccc(F)cc1,CC(=O)c1ccc(F)cc1
CNC(C)c1nc2ccc(F)cc2s1,CNC(C)c1nc2ccc(F)cc2s1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O
CNc1ccc(F)c(F)c1,CNc1ccc(F)c(F)c1
CN1CC2C(C1)C2c1ccn(C)n1,CN1CC2C(C1)C2c1ccn(C)n1
Cc1ccc(F)cc1,Cc1ccc(F)cc1
Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1
Cc1ccc(S(C)(=O)=O)cc1,Cc1ccc(S(C)(=O)=O)cc1
CNC1CCCCC1,CNC1CCCCC1
CC(=O)c1oc2ccc(S(C)(=O)=O)cc2c1C,CC(=O)c1oc2ccc(S(C)(=O)=O)cc2c1C
Cc1nc(C)c2ccccc2n1,Cc1nc(C)c2ccccc2n1
CC(=O)C1=C(C)NC(=S)NC1c1ccc2c(c1)OCO2,CC(=O)C1=C(C)NC(=S)NC1c1ccc2c(c1)OCO2
CNc1cccc(C(C)=O)c1,CNc1cccc(C(C)=O)c1
COc1cccc2[nH]cc(C(=O)C(C)=O)c12,COc1cccc2[nH]cc(C(=O)C(C)=O)c12
CN1CCN(C)CC1,CN1CCN(C)CC1
COc1ccc(Br)c2[nH]cc(C(=O)C(C)=O)c12,COc1ccc(Br)c2[nH]cc(C(=O)C(C)=O)c12
CC(=O)c1ccccc1,CC(=O)c1ccccc1
CC(=O)C(=O)c1c[nH]c2c(F)ccc(F)c12,CC(=O)C(=O)c1c[nH]c2c(F)ccc(F)c12
CC(=O)c1ccccc1,CC(=O)c1ccccc1
Cc1ccc(S(C)(=O)=O)cc1,Cc1ccc(S(C)(=O)=O)cc1
Cn1ncc(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)n1,Cn1ncc(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)n1
CC(=O)c1ccc(C)cc1Cl,CC(=O)c1ccc(C)cc1Cl
Cc1ccc2c(c1)C(C)C(O)C(C)(C)O2,Cc1ccc2c(c1)C(C)C(O)C(C)(C)O2
CCC(C)=O,CCC(C)=O
CCC1COc2ccc3c(c2O1)CC(=O)N3,CCC1COc2ccc3c(c2O1)CC(=O)N3
CCC(=O)c1cc(O)c(O)c([N+](=O)[O-])c1,CCC(=O)c1cc(O)c(O)c([N+](=O)[O-])c1
Cc1ccc2c(c1)OCO2,Cc1ccc2c(c1)OCO2
CC(=O)c1cccs1,CC(=O)c1cccs1
CCc1cccc2nc(N)nc(N)c12,CCc1cccc2nc(N)nc(N)c12
Cc1cnc(N)cc1C(F)(F)F,Cc1cnc(N)cc1C(F)(F)F
CNC(Cc1ccccc1)C(C)=O,CNC(Cc1ccccc1)C(C)=O
Cc1cccc(F)c1F,Cc1cccc(F)c1F
Cc1cccc(CO)c1,Cc1cccc(CO)c1
CC1CCc2c(F)cc(F)cc2C1,CC1CCc2c(F)cc(F)cc2C1
CNC1(C#N)CC1,CNC1(C#N)CC1
Cc1cc(C(F)(F)F)c2c(N)ncnn12,Cc1cc(C(F)(F)F)c2c(N)ncnn12
COc1ccc(C#Cc2ccccc2)c(CC(C)C)c1,COc1ccc(C#Cc2ccccc2)c(CC(C)C)c1
Cc1ccc(F)cc1,Cc1ccc(F)cc1
CCCC1OC1(C)C1C(OC)C(C)CCC12CO2,CCCC1OC1(C)C1C(OC)C(C)CCC12CO2
Cc1ccc2c(c1)[nH]c1c(C(N)=O)cc(C)cc12,Cc1ccc2c(c1)[nH]c1c(C(N)=O)cc(C)cc12
CN1CC2C(C1)C2c1ccn(C)n1,CN1CC2C(C1)C2c1ccn(C)n1
Cc1ccc2c3c(n(C)c2c1)CC1CCC3N1,Cc1ccc2c3c(n(C)c2c1)CC1CCC3N1
Cc1ccncc1F,Cc1ccncc1F
COc1cccc2c1c1c(n2C)CCCC1C(C)=O,COc1cccc2c1c1c(n2C)CCCC1C(C)=O
CN1CC2C(C1)C2c1ccn(C)n1,CN1CC2C(C1)C2c1ccn(C)n1
Cc1c(C(C)C)nc2scc(C)n2c1=O,Cc1c(C(C)C)nc2scc(C)n2c1=O
CN1CC2C(C1)C2c1ccn(C)n1,CN1CC2C(C1)C2c1ccn(C)n1
CCC#CC(C)=O,CCC#CC(C)=O
CN[C@H](Cc1c[nH]c2ccccc12)C(C)=O,CNC(Cc1c[nH]c2ccccc12)C(C)=O
Cc1cc(F)c(C)c(F)c1,Cc1cc(F)c(C)c(F)c1
Cc1nn(C)c2ncnc(N)c12,Cc1nn(C)c2ncnc(N)c12
CNc1cccc(Cc2c(C)c3cc(Cl)c(C)cc3oc2=O)c1,CNc1cccc(Cc2c(C)c3cc(Cl)c(C)cc3oc2=O)c1
Cc1ccc2c(=O)cc(C)oc2c1,Cc1ccc2c(=O)cc(C)oc2c1
CN1CC2C(C1)C2c1ccn(C)n1,CN1CC2C(C1)C2c1ccn(C)n1
Cc1cc(=O)c2ccc(C)c(C)c2o1,Cc1cc(=O)c2ccc(C)c(C)c2o1
COc1cc2sc(C)nc2cc1F,COc1cc2sc(C)nc2cc1F
CCCCOc1ccc(C)cc1,CCCCOc1ccc(C)cc1
CC(=O)c1ccc2c(c1)CC(C)CC2,CC(=O)c1ccc2c(c1)CC(C)CC2
CC(=O)c1cccc(C)c1,CC(=O)c1cccc(C)c1
CC(=O)c1ccc(C)cc1C,CC(=O)c1ccc(C)cc1C
Cc1ccccc1,Cc1ccccc1
Cc1ccc(C(C)C(F)(F)F)cc1,Cc1ccc(C(C)C(F)(F)F)cc1
CC(=O)c1ccc2ccccc2c1,CC(=O)c1ccc2ccccc2c1
COc1ccc2ccccc2c1C(C)=O,COc1ccc2ccccc2c1C(C)=O
CC(=O)c1ccc(C)c2ccccc12,CC(=O)c1ccc(C)c2ccccc12
CC(=O)c1ccc(F)c2ccccc12,CC(=O)c1ccc(F)c2ccccc12
CC(=O)c1ccccc1C,CC(=O)c1ccccc1C
CS(=O)(=O)c1cc2c(N=O)c(O)[nH]c2c2c1CCCC2,CS(=O)(=O)c1cc2c(N=O)c(O)[nH]c2c2c1CCCC2
CC(C)c1cccc(F)c1,CC(C)c1cccc(F)c1
CN1C(=O)c2c(C3CC3)cn(C)c2C1c1ccc(Cl)cc1,CN1C(=O)c2c(C3CC3)cn(C)c2C1c1ccc(Cl)cc1
CC(=O)c1cn(C)c2c1C(=O)N(C)C2c1ccc(Cl)cc1,CC(=O)c1cn(C)c2c1C(=O)N(C)C2c1ccc(Cl)cc1
CN1CC2C(C1)C2c1ccn(C)n1,CN1CC2C(C1)C2c1ccn(C)n1
COc1cc(C)cc2oc3ccccc3c(=O)c12,COc1cc(C)cc2oc3ccccc3c(=O)c12
Cc1cc(Cl)cc(CCC(N)=O)c1,Cc1cc(Cl)cc(CCC(N)=O)c1
CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1
CCCCC(=O)c1ccc(F)cc1,CCCCC(=O)c1ccc(F)cc1
CC(=O)[C@@H](C)C(C)(c1ccccc1)c1ccccc1,CC(=O)C(C)C(C)(c1ccccc1)c1ccccc1
CC(=O)c1ccc2[nH]c(O)c(N=Nc3ccccc3C(C)=O)c2c1,CC(=O)c1ccc2[nH]c(O)c(N=Nc3ccccc3C(C)=O)c2c1
CCCN(C)C,CCCN(C)C
COc1nc(C)nc2ccccc12,COc1nc(C)nc2ccccc12
Cc1nc(C)c2ccccc2n1,Cc1nc(C)c2ccccc2n1
CC(=O)c1ccc(F)cc1,CC(=O)c1ccc(F)cc1
CC(=O)c1cccc2c1CN(C)C2,CC(=O)c1cccc2c1CN(C)C2
Cc1cc(C)c(C)cn1,Cc1cc(C)c(C)cn1
Cc1nc(C)c2ccccc2n1,Cc1nc(C)c2ccccc2n1
COC(C)C,COC(C)C
COc1nc(C)nc2ccccc12,COc1nc(C)nc2ccccc12
Cc1ccc2c(c1)OCCO2,Cc1ccc2c(c1)OCCO2
CCC(=O)c1ccc(O)cc1O,CCC(=O)c1ccc(O)cc1O
Cc1cccc2c1OP(=O)(OC[C@@H]1C=C[C@H](C)O1)OC2,Cc1cccc2c1OP(=O)(OCC1C=CC(C)O1)OC2
CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1
CCc1cc(C)nc(C)n1,CCc1cc(C)nc(C)n1
CCn1c(=O)c(C)cc2cnc(C)nc21,CCn1c(=O)c(C)cc2cnc(C)nc21
CC(=O)c1ccc2nccnc2c1,CC(=O)c1ccc2nccnc2c1
CNc1ccc(F)cc1,CNc1ccc(F)cc1
CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1
CN1C(=O)C(=O)c2ccccc21,CN1C(=O)C(=O)c2ccccc21
Cc1c2c(nn1C)C(=O)NCCO2,Cc1c2c(nn1C)C(=O)NCCO2
CC(=O)[C@H](C)N,CC(=O)C(C)N
CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1
CCc1ccc(F)c(C#N)c1,CCc1ccc(F)c(C#N)c1
CC(=O)Cc1ccc(F)cc1,CC(=O)Cc1ccc(F)cc1
CC(=O)c1ccc(C)cc1,CC(=O)c1ccc(C)cc1
CN1CCC[C@H]1CCCc1ccccc1,CN1CCCC1CCCc1ccccc1
C=C1CCC2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1CCC,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CCC
Cc1ccccc1,Cc1ccccc1
CC(=O)c1ccc(C2CCN(C)CC2)cc1,CC(=O)c1ccc(C2CCN(C)CC2)cc1
CN1CCC(C(=O)c2ccc(F)cc2)CC1,CN1CCC(C(=O)c2ccc(F)cc2)CC1
CC(=O)Cc1cccc(F)c1,CC(=O)Cc1cccc(F)c1
CC(=O)c1ccc([N+](=O)[O-])o1,CC(=O)c1ccc([N+](=O)[O-])o1
CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1
CC(=O)c1ccc([N+](=O)[O-])o1,CC(=O)c1ccc([N+](=O)[O-])o1
CC(=O)Cc1ccccc1F,CC(=O)Cc1ccccc1F
CC(=O)c1ccc(F)cc1,CC(=O)c1ccc(F)cc1
Cc1ccccc1C(N)=O,Cc1ccccc1C(N)=O
CC(=O)c1ccccc1C,CC(=O)c1ccccc1C
Cc1ccnc(C)n1,Cc1ccnc(C)n1
Cc1ccnc(C)n1,Cc1ccnc(C)n1
CC(=O)c1ccccc1,CC(=O)c1ccccc1
Cc1ccccc1C,Cc1ccccc1C
Cc1cc2c(cc1Cl)NC(=O)Nc1cnc(C#N)c(n1)OCCCCCO2,Cc1cc2c(cc1Cl)NC(=O)Nc1cnc(C#N)c(n1)OCCCCCO2
CNCCCCC(NC(=S)Nc1ccc(F)cc1)C(C)=O,CNCCCCC(NC(=S)Nc1ccc(F)cc1)C(C)=O
CNC(C#N)Cc1ccc(C)cc1,CNC(C#N)Cc1ccc(C)cc1
CNc1ccc2c(c1)CCN2C,CNc1ccc2c(c1)CCN2C
CC[C@H](C)[C@H](O)c1ccc(O)cc1,CCC(C)C(O)c1ccc(O)cc1
CCc1ccco1,CCc1ccco1
COCC(=O)[C@@]1(O)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,COCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
Cc1ccc2oc(=O)n(C)c2c1,Cc1ccc2oc(=O)n(C)c2c1
CC1CCc2ccccc21,CC1CCc2ccccc21
CC(=O)Cc1ccc(F)cc1,CC(=O)Cc1ccc(F)cc1
CC(=O)Cc1ccccc1F,CC(=O)Cc1ccccc1F
CC[C@H]1CC[C@@H](C(C)=O)N1,CCC1CCC(C(C)=O)N1
CC[C@H]1CC[C@@H](C(C)=O)N1,CCC1CCC(C(C)=O)N1
Cc1ccc2c(c1)OCO2,Cc1ccc2c(c1)OCO2
CNc1ccccc1,CNc1ccccc1
Cc1ccc(C)cc1,Cc1ccc(C)cc1
Cc1ccccc1,Cc1ccccc1
CNC[C@H]1CC[C@@H](C(C)=O)N1,CNCC1CCC(C(C)=O)N1
Cc1ccc(C#N)cc1,Cc1ccc(C#N)cc1
CC(=O)c1ccc(F)cc1,CC(=O)c1ccc(F)cc1
CNc1ccccc1OC,CNc1ccccc1OC
CCCCc1ccc(C)c(C(C)=O)c1,CCCCc1ccc(C)c(C(C)=O)c1
Cc1ccc(C(F)(F)F)nc1,Cc1ccc(C(F)(F)F)nc1
CNCCc1ccc(S(N)(=O)=O)cc1,CNCCc1ccc(S(N)(=O)=O)cc1
CCC[C@@H]1[C@@H](CC)C[C@H]2C[C@@H]1O2,CCCC1C(CC)CC2CC1O2
CC[C@H](C)C(C)=O,CCC(C)C(C)=O
CN/N=C\c1ccc(Sc2ccccn2)o1,CNN=Cc1ccc(Sc2ccccn2)o1
COc1ccc(CC(C)C)cc1,COc1ccc(CC(C)C)cc1
CCOc1cc(C)c(F)c(C(C)C(C)=O)c1,CCOc1cc(C)c(F)c(C(C)C(C)=O)c1
CCc1ccc(F)cc1,CCc1ccc(F)cc1
CCCc1ccccc1,CCCc1ccccc1
CNC(C)c1nc2ccc(F)cc2s1,CNC(C)c1nc2ccc(F)cc2s1
CO,CO
Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1
Cc1c2c(nn1C)C(=O)NCC2,Cc1c2c(nn1C)C(=O)NCC2
CC(=O)c1ccc(S(=O)(=O)F)cc1,CC(=O)c1ccc(S(=O)(=O)F)cc1
CC(=O)c1ccc(S(=O)(=O)F)cc1,CC(=O)c1ccc(S(=O)(=O)F)cc1
CC(=O)c1ccc(CSc2nc3ccccc3c(=O)[nH]2)cc1,CC(=O)c1ccc(CSc2nc3ccccc3c(=O)[nH]2)cc1
CC(C)=O,CC(C)=O
CNc1nc2c(s1)CCc1ccccc1-2,CNc1nc2c(s1)CCc1ccccc1-2
CNc1nc2c(ccc3ccccc32)s1,CNc1nc2c(ccc3ccccc32)s1
CCc1nc(NC)sc1Cc1ccccc1,CCc1nc(NC)sc1Cc1ccccc1
