SMILES,Canonical_SMILES
Cc1ncc(CC(O)CO)cc1F,Cc1ncc(CC(O)CO)cc1F
CCC=Cc1ccc(OC)cc1,CCC=Cc1ccc(OC)cc1
Cc1ccc2ccccc2c1,Cc1ccc2ccccc2c1
COC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(c4ccoc4)C(=O)C4OC43C12C,COC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(c4ccoc4)C(=O)C4OC43C12C
COC,COC
Cc1ccccc1,Cc1ccccc1
CCC(=O)c1ccc(OC)cc1,CCC(=O)c1ccc(OC)cc1
Cc1ccccc1,Cc1ccccc1
Cc1ccc(Cl)c(Cl)c1,Cc1ccc(Cl)c(Cl)c1
CCC(C)(C)O,CCC(C)(C)O
CC1CCCCC1,CC1CCCCC1
CC(=O)Cc1c(F)ccc(F)c1F,CC(=O)Cc1c(F)ccc(F)c1F
COc1cc(F)ccc1C,COc1cc(F)ccc1C
CC(c1ccccc1)C1CNCCO1,CC(c1ccccc1)C1CNCCO1
Cc1ccc(F)cc1C,Cc1ccc(F)cc1C
CNCc1ccc(F)c(C)c1,CNCc1ccc(F)c(C)c1
CCCc1c[nH]c2cccc(O)c12,CCCc1c[nH]c2cccc(O)c12
Cn1nc(C(=O)c2cccc3ccccc23)c2ccccc21,Cn1nc(C(=O)c2cccc3ccccc23)c2ccccc21
CC1CCCCC1,CC1CCCCC1
Cc1nc2cc(Cl)c(F)cc2[nH]1,Cc1nc2cc(Cl)c(F)cc2[nH]1
CCC[C@H]1C(=O)C=C[C@@H]1CC,CCCC1C(=O)C=CC1CC
Cc1ccc2nc(C)sc2c1,Cc1ccc2nc(C)sc2c1
CCCC1C(O)CC(O)C1CC,CCCC1C(O)CC(O)C1CC
Cc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,Cc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C
CCCC1C2CCC(O2)C1CC,CCCC1C2CCC(O2)C1CC
CNc1c(F)cc(C(C)NC)cc1F,CNc1c(F)cc(C(C)NC)cc1F
COc1cccc(C)c1,COc1cccc(C)c1
CCC(O)CCc1cccc(C(F)(F)F)c1,CCC(O)CCc1cccc(C(F)(F)F)c1
Cc1ccc(S(C)(=O)=O)cc1,Cc1ccc(S(C)(=O)=O)cc1
CCC12C=C(C(C)=O)n3c4c(c5ccccc53)CCN(CCC1)C42,CCC12C=C(C(C)=O)n3c4c(c5ccccc53)CCN(CCC1)C42
COC(C)(C)C,COC(C)(C)C
COc1ccc2c(c1)c(C(C)=O)c(C)n2C,COc1ccc2c(c1)c(C(C)=O)c(C)n2C
CNC(Cc1cnc[nH]1)C(C)=O,CNC(Cc1cnc[nH]1)C(C)=O
Cc1ncc(C(O)CO)cc1F,Cc1ncc(C(O)CO)cc1F
CC(C)c1ncc(F)cn1,CC(C)c1ncc(F)cn1
CNC[C@@H](C)[C@](C)(Cc1ccccc1)c1ccccc1,CNCC(C)C(C)(Cc1ccccc1)c1ccccc1
CCc1ccc2ncccc2c1,CCc1ccc2ncccc2c1
CCn1c(=S)oc2ccccc21,CCn1c(=S)oc2ccccc21
CC(=O)c1ccccc1,CC(=O)c1ccccc1
CCc1ccc(S(C)(=O)=O)cc1,CCc1ccc(S(C)(=O)=O)cc1
CN/N=C\c1ccc2ccccc2c1O,CNN=Cc1ccc2ccccc2c1O
CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC
CN[C@@H]1CN(C)C[C@H]1c1ccccc1,CNC1CN(C)CC1c1ccccc1
CCCN1CC(NC)C(c2ccccc2)C1,CCCN1CC(NC)C(c2ccccc2)C1
CNc1c2c(nn1C)CCC2,CNc1c2c(nn1C)CCC2
CC(C)c1ccccc1,CC(C)c1ccccc1
CNC1CN(C)CC1c1ccc(F)c(Cl)c1,CNC1CN(C)CC1c1ccc(F)c(Cl)c1
Cc1ccc2c(c1)C(=O)C1(O)CCN(C)C1=N2,Cc1ccc2c(c1)C(=O)C1(O)CCN(C)C1=N2
CNCCS(=O)(=O)O,CNCCS(=O)(=O)O
Cc1cn[nH]c1C,Cc1cn[nH]c1C
Cc1ccc2c3c(cccc13)C(=O)N(C)C2=O,Cc1ccc2c3c(cccc13)C(=O)N(C)C2=O
CC(=O)C1C2CCC(C2)C1C(C)=O,CC(=O)C1C2CCC(C2)C1C(C)=O
CC(=O)c1cccnc1,CC(=O)c1cccnc1
Cc1ccccc1C,Cc1ccccc1C
CCc1nc2ccc(OC)cc2c(=O)n1C,CCc1nc2ccc(OC)cc2c(=O)n1C
Cc1ccc(C23Cn4cccc4C(=O)N2CCN3C)cn1,Cc1ccc(C23Cn4cccc4C(=O)N2CCN3C)cn1
CCCC1C(O)CC(=O)C1C,CCCC1C(O)CC(=O)C1C
Cc1ccc(F)cc1,Cc1ccc(F)cc1
CC(C)(C)c1cccc(C2(C)CCc3[nH]ncc3C2)c1,CC(C)(C)c1cccc(C2(C)CCc3[nH]ncc3C2)c1
COc1ccc2c(c1)c(CC(C)=O)c(C)n2C,COc1ccc2c(c1)c(CC(C)=O)c(C)n2C
CC(=O)c1cnc2sc3ccccc3n2c1=O,CC(=O)c1cnc2sc3ccccc3n2c1=O
CN(C)Cc1ccccc1,CN(C)Cc1ccccc1
CC(=O)C1c2ccccc2C(=O)N(C)C1c1c[nH]c2ccccc12,CC(=O)C1c2ccccc2C(=O)N(C)C1c1c[nH]c2ccccc12
CC(=O)CS(=O)(=O)c1cccc2nsnc12,CC(=O)CS(=O)(=O)c1cccc2nsnc12
CC(=O)Cc1c[nH]c2ccccc12,CC(=O)Cc1c[nH]c2ccccc12
CCC(C)c1ccccc1,CCC(C)c1ccccc1
COc1ccc(O)c(C2N(C)CCN2C)c1,COc1ccc(O)c(C2N(C)CCN2C)c1
CC(=O)c1c[nH]c2ccc(S(C)(=O)=O)cc2c1=O,CC(=O)c1c[nH]c2ccc(S(C)(=O)=O)cc2c1=O
Cc1ccc([N+](=O)[O-])cc1,Cc1ccc([N+](=O)[O-])cc1
CNC1CC2c3cccc4[nH]c(C)c(c34)CC2N(C)C1,CNC1CC2c3cccc4[nH]c(C)c(c34)CC2N(C)C1
CC(C)C1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)C1C[C@@H]3O,CC(C)C1CC(=O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3O
CCC1C(O)CC(=O)C1CCCCCCC(C)=O,CCC1C(O)CC(=O)C1CCCCCCC(C)=O
CCCCCCCCCCCCCCC(C)=O,CCCCCCCCCCCCCCC(C)=O
CCCC1C(O)CC(O)C1CC,CCCC1C(O)CC(O)C1CC
CNC(C)C(Cc1cccc(C(=N)N)c1)C(C)=O,CNC(C)C(Cc1cccc(C(=N)N)c1)C(C)=O
CC(=O)CON=Cc1ccc(C)cc1,CC(=O)CON=Cc1ccc(C)cc1
CCCn1cc(C(=O)c2cccc3ccccc23)c2cccc(O)c21,CCCn1cc(C(=O)c2cccc3ccccc23)c2cccc(O)c21
Cn1cnc2c(N)ncnc21,Cn1cnc2c(N)ncnc21
CC1Oc2cc(O)ccc2C1=O,CC1Oc2cc(O)ccc2C1=O
CC1=C(C=CC(C)C)C(C)(C)CCC1,CC1=C(C=CC(C)C)C(C)(C)CCC1
CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
CC(=O)c1c(C)nc(=O)[nH]c1C,CC(=O)c1c(C)nc(=O)[nH]c1C
CCCCc1cccnc1,CCCCc1cccnc1
CCCC#N,CCCC#N
CCC=CC1CC(O)C(O)C(=O)C1C=O,CCC=CC1CC(O)C(O)C(=O)C1C=O
CC1CCC2C3CCC4CC(=O)C=CC4(C)C3CCC12C,CC1CCC2C3CCC4CC(=O)C=CC4(C)C3CCC12C
Cc1ccc(C=Nc2c(C)n(C)n(C)c2=O)cc1,Cc1ccc(C=Nc2c(C)n(C)n(C)c2=O)cc1
CCCC1C(O)C[C@H](O)[C@@H]1CC,CCCC1C(O)CC(O)C1CC
CCc1ccc(C)cc1,CCc1ccc(C)cc1
CCC1C(O)CC(=O)C1CCCCCCC(C)=O,CCC1C(O)CC(=O)C1CCCCCCC(C)=O
COCC1c2ccccc2-c2ccccc21,COCC1c2ccccc2-c2ccccc21
CCCC(=O)CCCCCCC(=O)CCCC(C)C,CCCC(=O)CCCCCCC(=O)CCCC(C)C
CC(=O)CC1SC(c2ccc3c(c2)OCO3)=NC1=O,CC(=O)CC1SC(c2ccc3c(c2)OCO3)=NC1=O
CC(=O)c1cccc2[nH]c(C)nc12,CC(=O)c1cccc2[nH]c(C)nc12
CCCC1C(NC)CC2CC1C2(C)C,CCCC1C(NC)CC2CC1C2(C)C
COc1ccc(OC)c(CC(C)C)c1,COc1ccc(OC)c(CC(C)C)c1
CC(C)(C)c1ccc(S(C)(=O)=O)cc1,CC(C)(C)c1ccc(S(C)(=O)=O)cc1
Cc1ccc(S(C)(=O)=O)cc1,Cc1ccc(S(C)(=O)=O)cc1
CN1c2ccccc2C(C)(c2ccccc2)CC1(C)C,CN1c2ccccc2C(C)(c2ccccc2)CC1(C)C
CC(C)c1ncc(F)cn1,CC(C)c1ncc(F)cn1
CNc1ccc(C)c(C)c1,CNc1ccc(C)c(C)c1
COc1ccc(C)cc1OC,COc1ccc(C)cc1OC
CC(=O)c1cc2ccccc2n(C)c1=O,CC(=O)c1cc2ccccc2n(C)c1=O
CC(=NO)C(C)C,CC(=NO)C(C)C
CCc1ccnc2ccccc12,CCc1ccnc2ccccc12
CNc1ccnc(NC)c1,CNc1ccnc(NC)c1
Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1
Cc1ccc(C2(C)C(=O)CC(=O)NC2=O)cc1,Cc1ccc(C2(C)C(=O)CC(=O)NC2=O)cc1
CCCC1C2CCC(C2)C1C=NNC,CCCC1C2CCC(C2)C1C=NNC
CCC(=O)c1ccc(O)c(O)c1,CCC(=O)c1ccc(O)c(O)c1
CCC[C@@H](O)[C@@H](O)CCCCCCCC(C)=O,CCCC(O)C(O)CCCCCCCC(C)=O
CNCCS(=O)(=O)O,CNCCS(=O)(=O)O
CC1ON(C)C(=O)NC1=O,CC1ON(C)C(=O)NC1=O
CC(=O)C1CCCCC1,CC(=O)C1CCCCC1
CC(=O)c1ccccc1,CC(=O)c1ccccc1
CC(=O)CSc1nc(C)cc(C(F)(F)F)n1,CC(=O)CSc1nc(C)cc(C(F)(F)F)n1
COc1cc(C(C)=O)cc(OC)c1OC,COc1cc(C(C)=O)cc(OC)c1OC
CC(=O)c1cccc(Cl)c1,CC(=O)c1cccc(Cl)c1
Cc1ccc(Cl)cc1Cl,Cc1ccc(Cl)cc1Cl
CNN=Cc1ccccc1C(C)=O,CNN=Cc1ccccc1C(C)=O
CC(C)C(=O)c1ccc2c(c1)OCO2,CC(C)C(=O)c1ccc2c(c1)OCO2
CCCCCC(C)=O,CCCCCC(C)=O
Cc1nnc(SCC(=O)c2ccc3c(c2)OCCO3)n1C,Cc1nnc(SCC(=O)c2ccc3c(c2)OCCO3)n1C
CC(=O)CCc1nc(C)no1,CC(=O)CCc1nc(C)no1
Cc1nc2nc3n(c(=O)c2n1C)CC(=O)N3C,Cc1nc2nc3n(c(=O)c2n1C)CC(=O)N3C
Cc1ccc2c(c1C)CCC(C)N2C,Cc1ccc2c(c1C)CCC(C)N2C
Cc1ccc2c(c1C)CC[C@H](C)N2C,Cc1ccc2c(c1C)CCC(C)N2C
CCC12CC3CC(C1)C(C)(C3)C2,CCC12CC3CC(C1)C(C)(C3)C2
CCc1nc(C)c2ccccc2n1,CCc1nc(C)c2ccccc2n1
CC(=O)[C@@H](N)Cc1ccc(C)cc1,CC(=O)C(N)Cc1ccc(C)cc1
CNC(C(C)=O)C(C)(C)C,CNC(C(C)=O)C(C)(C)C
CCc1cc2c(C)c(NC)ccc2n1C,CCc1cc2c(C)c(NC)ccc2n1C
CCc1ccc(Cl)cn1,CCc1ccc(Cl)cn1
Cc1nccc2cc([C@@H]3CCCN3C)[nH]c12,Cc1nccc2cc(C3CCCN3C)[nH]c12
CC(=O)c1c2ccccc2nn1C,CC(=O)c1c2ccccc2nn1C
CN[C@@H](CCC(=O)C[S+](C)C)C(C)=O,CNC(CCC(=O)C[S+](C)C)C(C)=O
CCCO,CCCO
CCc1ccncc1,CCc1ccncc1
CC(=O)c1ccc(S(C)(=O)=O)cc1,CC(=O)c1ccc(S(C)(=O)=O)cc1
Cc1cc(=O)n(C)c2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc12,Cc1cc(=O)n(C)c2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc12
CCC(=O)[C@]1(C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]21C,CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
COc1ccccc1C,COc1ccccc1C
CCc1ccc([N+](=O)[O-])o1,CCc1ccc([N+](=O)[O-])o1
CC(=O)c1ccco1,CC(=O)c1ccco1
CNc1cc2c(cc1[N+](=O)[O-])OC(C)(C)C(O)C2C,CNc1cc2c(cc1[N+](=O)[O-])OC(C)(C)C(O)C2C
CNc1cc2c(C)cc(=O)[nH]c2cc1C,CNc1cc2c(C)cc(=O)[nH]c2cc1C
COc1ccc(C(C)=O)cc1,COc1ccc(C(C)=O)cc1
CNc1ccc(C(C)=O)cn1,CNc1ccc(C(C)=O)cn1
CC(=O)C1Cc2ccccc2CN1C,CC(=O)C1Cc2ccccc2CN1C
CCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
CC(=O)C(C)C(=O)c1ccccc1,CC(=O)C(C)C(=O)c1ccccc1
CO[C@@H]1[C@@H]2O[C@H]2[C@@](C)(O)C(=O)[C@@H](C)C/C=C/[C@H]2[C@H](O)C(C)=C(C)[C@H]3[C@H](Cc4ccccc4)NC(=O)[C@@]123,COC1C2OC2C(C)(O)C(=O)C(C)CC=CC2C(O)C(C)=C(C)C3C(Cc4ccccc4)NC(=O)C213
CNC1CN(C)CC1c1ccc(F)c(F)c1,CNC1CN(C)CC1c1ccc(F)c(F)c1
Cc1cn2c(=O)cc(C)n(C)c2n1,Cc1cn2c(=O)cc(C)n(C)c2n1
CNC1CN(C)CC1c1ccc(F)c(F)c1,CNC1CN(C)CC1c1ccc(F)c(F)c1
CC(=O)C(Cl)Cl,CC(=O)C(Cl)Cl
COc1cc(CC(C)C)cc(OC)c1OC,COc1cc(CC(C)C)cc(OC)c1OC
CNC(C(C)=O)C(C)C,CNC(C(C)=O)C(C)C
CNc1ccccc1,CNc1ccccc1
CCC(=O)c1cccc(O)c1,CCC(=O)c1cccc(O)c1
CCc1ncn(C)n1,CCc1ncn(C)n1
Cc1ccc(C(F)(F)F)cc1,Cc1ccc(C(F)(F)F)cc1
CNC1CCC(c2cccc(F)c2)C1,CNC1CCC(c2cccc(F)c2)C1
CN1CC(C)(C)c2cnc(Cc3ccc(F)cc3)cc21,CN1CC(C)(C)c2cnc(Cc3ccc(F)cc3)cc21
CNC1CCC(c2ccccc2F)C1,CNC1CCC(c2ccccc2F)C1
CSc1ccc(C)cc1,CSc1ccc(C)cc1
CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3O,CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3O
CN[C@H]1CCCC[C@H]2CC[C@@H](C(C)=O)N2C1=O,CNC1CCCCC2CCC(C(C)=O)N2C1=O
CC(=O)c1n[nH]c2ccc(Br)cc12,CC(=O)c1n[nH]c2ccc(Br)cc12
CNC(CC(C)=O)c1ccccc1C,CNC(CC(C)=O)c1ccccc1C
CC(=O)c1cc2ccccc2o1,CC(=O)c1cc2ccccc2o1
CNc1cccc(C(C)=O)c1,CNc1cccc(C(C)=O)c1
CCc1c[nH]c2ccc(OC)cc12,CCc1c[nH]c2ccc(OC)cc12
CNc1c(C(N)=O)oc2ccccc12,CNc1c(C(N)=O)oc2ccccc12
CC(C(=O)c1ccccc1)c1ccccc1,CC(C(=O)c1ccccc1)c1ccccc1
Cc1nc(C)c(C#N)cc1F,Cc1nc(C)c(C#N)cc1F
CC1CC(=O)N(C)C1=O,CC1CC(=O)N(C)C1=O
Cc1csc(C)n1,Cc1csc(C)n1
COc1ccc(C(C)=O)cc1,COc1ccc(C(C)=O)cc1
CN(C)c1ccc(N=Nc2ccc(S(C)(=O)=O)cc2)cc1,CN(C)c1ccc(N=Nc2ccc(S(C)(=O)=O)cc2)cc1
CC(=O)C1Cc2ccccc2N(C)C1=O,CC(=O)C1Cc2ccccc2N(C)C1=O
COc1cccc(C(C)=O)c1,COc1cccc(C(C)=O)c1
CC(=O)c1cccc(C)c1,CC(=O)c1cccc(C)c1
CN(C)Cc1ccccc1,CN(C)Cc1ccccc1
COc1cccc(C(C)=O)c1,COc1cccc(C(C)=O)c1
COc1cccc(C(C)=O)c1,COc1cccc(C(C)=O)c1
CNCc1ccccc1,CNCc1ccccc1
COc1cccc(C(C)=O)c1,COc1cccc(C(C)=O)c1
CN(C)c1ccc(N=Nc2ccc(S(C)(=O)=O)cc2)cc1,CN(C)c1ccc(N=Nc2ccc(S(C)(=O)=O)cc2)cc1
CN(C)c1cccc2c(S(C)(=O)=O)cccc12,CN(C)c1cccc2c(S(C)(=O)=O)cccc12
Cc1nc(C#CCCO)n(C)c1C,Cc1nc(C#CCCO)n(C)c1C
Cc1nc(C#CCCO)n(C)c1C,Cc1nc(C#CCCO)n(C)c1C
CC#Cc1ccccc1,CC#Cc1ccccc1
CC#Cc1ccccc1,CC#Cc1ccccc1
CC#Cc1ccccc1,CC#Cc1ccccc1
Cc1cccc2nc(N(C)C)ccc12,Cc1cccc2nc(N(C)C)ccc12
CC(=O)c1ccc(C)c2cccnc12,CC(=O)c1ccc(C)c2cccnc12
CN(C)c1cccc2c(S(C)(=O)=O)cccc12,CN(C)c1cccc2c(S(C)(=O)=O)cccc12
CNCc1cn(C)nn1,CNCc1cn(C)nn1
CC(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1ccc(F)c(Cl)c1,CC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)c(F)cc32)C1c1ccc(F)c(Cl)c1
CCN(CC)c1ccc2oc(=O)c(C(C)=O)cc2c1,CCN(CC)c1ccc2oc(=O)c(C(C)=O)cc2c1
CC(C)=O,CC(C)=O
CC(=O)Cc1ccc(C)c(Cl)c1,CC(=O)Cc1ccc(C)c(Cl)c1
Cc1cn(C)c2ccccc12,Cc1cn(C)c2ccccc12
CCc1cccc(C(C)=O)c1,CCc1cccc(C(C)=O)c1
Cc1ncc2c(n1)-c1cccnc1Nc1cnccc1-2,Cc1ncc2c(n1)-c1cccnc1Nc1cnccc1-2
CC(=O)c1c2ccccc2[n+](C)c2ccccc12,CC(=O)c1c2ccccc2[n+](C)c2ccccc12
Cn1c(SCC(=O)c2ccccc2)nc2ccccc2c1=O,Cn1c(SCC(=O)c2ccccc2)nc2ccccc2c1=O
CC(=O)c1sc2nc3c(cc2c1N)C(=O)CCC3,CC(=O)c1sc2nc3c(cc2c1N)C(=O)CCC3
C[C@@H]1[C@H](C(N)=O)[C@H]2C=C[C@@H]1C2,CC1C2C=CC(C2)C1C(N)=O
CCc1ccncc1,CCc1ccncc1
Cc1nc2c(c(=O)[nH]c(=O)n2C)n1C,Cc1nc2c(c(=O)[nH]c(=O)n2C)n1C
Cc1cn[nH]c1C,Cc1cn[nH]c1C
COc1ccc2oc(=O)c(C(C)=O)cc2c1,COc1ccc2oc(=O)c(C(C)=O)cc2c1
COc1ccc2oc(=O)c(C(C)=O)cc2c1,COc1ccc2oc(=O)c(C(C)=O)cc2c1
CNCc1cn(C)nn1,CNCc1cn(C)nn1
COc1cc(C(C)=O)ncc1C,COc1cc(C(C)=O)ncc1C
CC(=O)C(=O)c1c[nH]c2cccc(F)c12,CC(=O)C(=O)c1c[nH]c2cccc(F)c12
CC(=O)C(=O)c1c[nH]c2cccc(F)c12,CC(=O)C(=O)c1c[nH]c2cccc(F)c12
CC(=O)Cc1ccc(Cl)cc1,CC(=O)Cc1ccc(Cl)cc1
CCCc1ccc(C)cc1,CCCc1ccc(C)cc1
CNC(Cc1ccccc1)C(C)=O,CNC(Cc1ccccc1)C(C)=O
CC(=O)C1CCC(=O)N1C,CC(=O)C1CCC(=O)N1C
CC(C)c1ccccc1,CC(C)c1ccccc1
Cc1nnc2n1N=C(c1ccc(Br)s1)CS2,Cc1nnc2n1N=C(c1ccc(Br)s1)CS2
CC(=O)c1cc(C(F)(F)F)nn1C,CC(=O)c1cc(C(F)(F)F)nn1C
CCc1nc(C)c(C)nc1C,CCc1nc(C)c(C)nc1C
CC(=O)c1cn(C)c2cccc(C)c12,CC(=O)c1cn(C)c2cccc(C)c12
CN1[C@@H]2CC[C@H]1CC([C@H](N)Cc1cc(F)c(F)cc1F)C2,CN1C2CCC1CC(C(N)Cc1cc(F)c(F)cc1F)C2
Cc1ccc(C(C)C(F)(F)F)cc1,Cc1ccc(C(C)C(F)(F)F)cc1
COc1cc(C)ccc1C,COc1cc(C)ccc1C
Cc1cncc(C2CCCN2C)c1,Cc1cncc(C2CCCN2C)c1
CC(=O)c1cccc(C(F)(F)F)c1,CC(=O)c1cccc(C(F)(F)F)c1
CC(=O)C(N)C(c1ccc(F)cc1)c1ccc(F)cc1,CC(=O)C(N)C(c1ccc(F)cc1)c1ccc(F)cc1
CCCc1ccc(OC)cc1,CCCc1ccc(OC)cc1
CC(=O)c1cc(C)nn1C,CC(=O)c1cc(C)nn1C
COc1ccc(C)cc1,COc1ccc(C)cc1
Cc1c[nH]c2ncc(C3CCCCC3)nc12,Cc1c[nH]c2ncc(C3CCCCC3)nc12
CC1CCCCC1,CC1CCCCC1
COc1cccc(C(C)=O)c1,COc1cccc(C(C)=O)c1
CC(=O)C(C)c1ccc(C)cc1,CC(=O)C(C)c1ccc(C)cc1
COc1cccc2[nH]cc(C(=O)C(C)=O)c12,COc1cccc2[nH]cc(C(=O)C(C)=O)c12
CO,CO
Cc1[nH]nc2ncc(C3CCCCC3)cc12,Cc1[nH]nc2ncc(C3CCCCC3)cc12
Cc1ccc(Cl)c(S(C)(=O)=O)c1O,Cc1ccc(Cl)c(S(C)(=O)=O)c1O
Cc1ccc(S(C)(=O)=O)cc1,Cc1ccc(S(C)(=O)=O)cc1
Cn1c2c(c3ccccc31)C(=O)CCC2,Cn1c2c(c3ccccc31)C(=O)CCC2
CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC
CCc1ccc(N(C)C)cc1,CCc1ccc(N(C)C)cc1
CN[C@@H](Cc1ccccc1)C(C)=O,CNC(Cc1ccccc1)C(C)=O
CC(=O)C(=O)c1cn(C)c2ccccc12,CC(=O)C(=O)c1cn(C)c2ccccc12
CC(=O)c1cc(C)c(C)o1,CC(=O)c1cc(C)c(C)o1
Cc1ccc(C(N)=O)c(N)c1,Cc1ccc(C(N)=O)c(N)c1
Cn1c2c(c3ccccc31)C(=O)CCC2,Cn1c2c(c3ccccc31)C(=O)CCC2
Cc1c(C(C)C)nc2ccc(F)cc2c1S(C)(=O)=O,Cc1c(C(C)C)nc2ccc(F)cc2c1S(C)(=O)=O
Cc1ccc2ncc(C(C)c3c(F)cc4ncccc4c3F)n2n1,Cc1ccc2ncc(C(C)c3c(F)cc4ncccc4c3F)n2n1
Cc1ccc(C)c(F)c1,Cc1ccc(C)c(F)c1
CCC(OC)c1ccccc1Cl,CCC(OC)c1ccccc1Cl
Cc1ccccc1,Cc1ccccc1
Cc1c[nH]c2ncc(C3CCCCC3)cc12,Cc1c[nH]c2ncc(C3CCCCC3)cc12
CC(=O)c1cc(Cl)ccc1F,CC(=O)c1cc(Cl)ccc1F
CN1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1,CN1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1
CCC1CNCCC1c1ccc(F)cc1,CCC1CNCCC1c1ccc(F)cc1
CNc1c[nH]c2ncc(Br)c(C)c12,CNc1c[nH]c2ncc(Br)c(C)c12
COc1ccc2nc(Cl)c(C)cc2c1,COc1ccc2nc(Cl)c(C)cc2c1
COc1ccc2c(c1)C(CCC(C)=O)(c1ccc(Cl)cc1)n1ccnc1-2,COc1ccc2c(c1)C(CCC(C)=O)(c1ccc(Cl)cc1)n1ccnc1-2
Cc1ccc2ncc(C)n2n1,Cc1ccc2ncc(C)n2n1
CN1CCC2(CCc3ccccc32)CC1,CN1CCC2(CCc3ccccc32)CC1
CC(=O)c1c(F)cccc1F,CC(=O)c1c(F)cccc1F
CC(=O)c1ccc(F)cc1,CC(=O)c1ccc(F)cc1
Cc1ccc(O)cc1,Cc1ccc(O)cc1
CC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,CC(=O)C(c1ccccc1)C1CCCCN1
CN[C@@H](C)C(C)=O,CNC(C)C(C)=O
Cc1ccnc(C)n1,Cc1ccnc(C)n1
CN1CCCNC1=O,CN1CCCNC1=O
Cc1nn(C)c2ncnc(N)c12,Cc1nn(C)c2ncnc(N)c12
Cc1ccccc1C(F)(F)F,Cc1ccccc1C(F)(F)F
CC(=O)[C@H]1C[C@]1(C)c1ccc(C(F)(F)F)cc1,CC(=O)C1CC1(C)c1ccc(C(F)(F)F)cc1
CCCC(C(C)=O)(c1ccccc1)c1ccccc1,CCCC(C(C)=O)(c1ccccc1)c1ccccc1
CCc1cccc(OC)c1,CCc1cccc(OC)c1
Cc1ccnn1C,Cc1ccnn1C
CN1CCCC1c1cccc(F)c1,CN1CCCC1c1cccc(F)c1
CC(=O)c1cc(C)no1,CC(=O)c1cc(C)no1
CNc1cc2c(C)ncnc2cc1C,CNc1cc2c(C)ncnc2cc1C
CC(=O)c1cccc2ccccc12,CC(=O)c1cccc2ccccc12
CNc1cc(C)nc(SCc2cccc(F)c2F)n1,CNc1cc(C)nc(SCc2cccc(F)c2F)n1
CCCN1C2CCC1CC(c1cccc(C(N)=O)c1)C2,CCCN1C2CCC1CC(c1cccc(C(N)=O)c1)C2
CC(=O)C(C)(C)C,CC(=O)C(C)(C)C
CC(=O)c1ccc2ccccc2n1,CC(=O)c1ccc2ccccc2n1
CC[C@H](Cc1ccccc1)C(C)=O,CCC(Cc1ccccc1)C(C)=O
CN[C@@H](CCO)c1ccc(Cl)cc1,CNC(CCO)c1ccc(Cl)cc1
CC(=O)c1sc(C)nc1C(F)(F)F,CC(=O)c1sc(C)nc1C(F)(F)F
Cc1cccc(C#N)c1,Cc1cccc(C#N)c1
Cc1ccc2ncc(C(C)c3c(F)cc4ncccc4c3F)n2n1,Cc1ccc2ncc(C(C)c3c(F)cc4ncccc4c3F)n2n1
Cc1ccc2c3c(n(C)c2n1)CCNC3,Cc1ccc2c3c(n(C)c2n1)CCNC3
Cc1cc(F)c(C)cc1F,Cc1cc(F)c(C)cc1F
Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1
CC(c1ccc(F)cc1)c1ccc(F)cc1,CC(c1ccc(F)cc1)c1ccc(F)cc1
CN1C(=O)CC2(CCCC2)[C@@H](O)C1=O,CN1C(=O)CC2(CCCC2)C(O)C1=O
