DRUG SMILES,FRAG_SMILES
COc1cc(C(=O)NCC2(N(C)C)CCCCC2)cc(OC)c1OC,COc1cc(C(C)=O)cc(OC)c1OC
Cc1csc(NC(=O)CSc2ccc(-c3ccc(F)cc3)nn2)n1,Cc1ccc(F)cc1
CCCCCCNC(=O)c1c(O)c2c([nH]c1=O)CCCC2,CC(=O)c1c(O)c2c([nH]c1=O)CCCC2
O=C(COc1cccnc1[N+](=O)[O-])c1ccc(Cl)s1,Cc1cccnc1[N+](=O)[O-]
N#Cc1ccc(C(=O)Nc2nc(-c3cccs3)c(C(=O)C(F)(F)F)s2)cc1,CC(=O)c1ccc(C#N)cc1
Cc1ccc(-c2cc(C(F)(F)F)n3ncc(C(=O)N(C)Cc4c(C)nn(C)c4C)c3n2)cc1,CC(=O)c1cnn2c(C(F)(F)F)cc(C)nc12
CCOc1cccc2sc(NC(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)nc12,CCOc1cccc2sc(NC)nc12
CCS(=O)(=O)NCC(c1cccnc1)N1CCN(c2ccccc2F)CC1,Cc1ccccc1F
CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)CC1C,CCCN1Cc2cccc3[nH]c(=S)n(c23)CC1C
CC1CCc2c(sc3ncnc(NCCN4CCOCC4)c23)C1,CCCNc1ncnc2sc3c(c12)CCC(C)C3
COC(=O)c1c(NC(=O)CC2Nc3ccccc3NC2=O)sc(C)c1C,CC(=O)CC1Nc2ccccc2NC1=O
CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(OC)c(OC)c1,COc1ccc(C2NC(=S)NC(C)=C2C(C)=O)cc1OC
CCOc1ccc(C(=O)CCN2CCN(c3ccc(F)cc3)CC2)cc1,CCCC(=O)c1ccc(OCC)cc1
Cc1cc(C)cc(OCC(=O)NNC(=O)c2ccccn2)c1,Cc1cc(C)cc(C)c1
COc1ccc2c(C)nc(Nc3nc(C)cc(=O)[nH]3)nc2c1,COc1ccc2c(C)nc(C)nc2c1
CC(C)(C)c1cc(C(=O)C(C#N)=NNc2cccc(Cl)c2)no1,CN=C(C#N)C(=O)c1cc(C(C)(C)C)on1
CN(c1ccccc1)S(=O)(=O)c1ccc(Cl)nc1,CS(=O)(=O)c1ccc(Cl)nc1
CC(C)(C)C(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,COc1ccc2c3c(c(=O)oc2c1)CCCC3
O=C(COc1ccc(Cl)cc1)Nc1ncccn1,Cc1ccc(Cl)cc1
COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OCCN(C)C)(C2)C13,COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(C)=O)(C2)C13
CC(O)C(COCCc1ccccc1)n1cnc2c(N)ncnc21,Cn1cnc2c(N)ncnc21
N=C1C(c2nc3ccccc3s2)=C(O)CN1NC(=O)c1c[nH]c2ccccc12,CN1CC(O)=C(c2nc3ccccc3s2)C1=N
CC(=O)O[Hg]c1c(C)c(C)c(C)c(C)c1C,CC(C)=O
CC1(O)C(c2c(O)[nH]c3ccc(S(=O)(=O)N4CCC(O)CC4)cc23)=Nc2ccccc21,CN1CCC(O)CC1
Cc1ccc(C=CC(=O)NC23CCC(=O)C4Oc5c(O)ccc6c5C42CCN(C)C3C6)cc1,CNC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(C)C2C5
CC(NC(c1cccc2[nH]c(=O)c(=O)[nH]c12)P(=O)(O)O)c1ccc(Br)cc1,CC(C)c1ccc(Br)cc1
O=C(c1nn(C2CCCN(CCC3CCOCC3)C2)c2c1CS(=O)(=O)c1c(F)cccc1-2)N1CCOCC1,CC(=O)c1nn(C)c2c1CS(=O)(=O)c1c(F)cccc1-2
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O,CC(=O)CCl
CCCCNc1nc(NC(C)(C)C)nc(NC(C)(C)C)n1,Cc1nc(C)nc(C)n1
O=C(O)C(O)=C(Cl)C=CC(=O)c1ccccc1,CCC(=O)c1ccccc1
C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(=O)CCCN1CCN(C)CC1)C(O)C1C(C)(C)CCC(O)C12C,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC)C(O)C1C(C)(C)CCC(O)C12C
Nc1nccc(C=Cc2c(-c3ccccc3)nc3sccn23)n1,CCc1ccnc(N)n1
CC(CCC(=O)N(C)CC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
COP(=O)(c1cc(C)cc(C=CC#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,CCc1cc(C)cc(P(=O)(OC)c2c(C(N)=O)[nH]c3ccc(Cl)cc23)c1
O=C(NCc1ccccc1)Oc1cccc(-c2ccccc2)c1,CNCc1ccccc1
CC(C)CC1C(=O)N2CCCC2C2(O)OC(C)(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)C(=O)N12,CC(=O)C1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
CCCCCCSc1ccccc1OC(C)=O,CCCCCCSc1ccccc1OC
C=C(C)C(=O)OC1CC(C)=CC(=O)C=C(C)C(O)C2OC(=O)C(=C)C12,C=C1C(=O)OC2C(O)C(C)=CC(=O)C=C(C)CC(OC)C12
O=C(NOC(=O)c1ccccc1Br)c1ccc(Cl)cc1,CC(=O)c1ccc(Cl)cc1
CCCC(=O)N1c2cc(C)ccc2C(=C2SC(C(=O)OC)=C(C(=O)OC)S2)C(=S)C1(C)C,Cc1ccc2c(c1)N(C)C(C)(C)C(=S)C2C
C=CC(C)(C)C12CC(O)C(=O)N3C(=Cc4cnc[nH]4)C(=O)NC31N(OC)c1ccccc12,C=CC(C)(C)C12CC(O)C(=O)N3C(C)C(=O)NC31N(C)c1ccccc12
COc1cc(C(c2cc3c(cc2O)OCO3)N2CCCCC2)cc(OC)c1OC,COc1cc(C(C)c2cc3c(cc2O)OCO3)cc(OC)c1OC
CCn1c(SCc2ccccc2)nnc1-c1cccs1,CCn1c(C)nnc1SCc1ccccc1
Cc1ccc(C)n1-c1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1,Cc1ccc(C)n1C
COC(=O)c1nc(NC(=O)c2ccccc2Cl)n[nH]1,CNc1n[nH]c(C(C)=O)n1
COc1ccc(NC(=O)c2cc(CN3C(=O)c4ccccc4C3=O)ccc2OC)cn1,CN1C(=O)c2ccccc2C1=O
Cc1ccc(-n2c(SCC(=O)NCc3ccco3)nnc2-c2cccnc2)c(C)c1,Cc1ccc(C)c(C)c1
COc1ccc(-c2cc(-c3cccs3)nc(OC)c2C#N)cc1OC,COc1ccc(C)cc1OC
Cc1ccc(C(=O)Nc2nc3ccccc3s2)s1,CNc1nc2ccccc2s1
COc1ccc2oc(=O)c(-c3csc(Nc4ccc(O)cc4)n3)cc2c1,Cc1ccc(O)cc1
CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)c1ccccc1,CC(=O)c1ccccc1
O=C(CCS)N1CCc2c([nH]c3ccccc23)C1,CC(=O)CCS
Oc1ccccc1-c1cc(-c2ccc3c(c2)OCCO3)n[nH]1,Cc1ccccc1O
c1ccc(-n2cnnc2SCc2cn3cccnc3n2)cc1,Cn1cnnc1SCc1cn2cccnc2n1
CCCn1c(SCC(=O)Nc2nc3c(s2)CCCC3)nc2c1c(=O)n(C)c(=O)n2C,CCCn1c(SCC(C)=O)nc2c1c(=O)n(C)c(=O)n2C
COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,COC
C=C1C(=O)OC2C1C(OC(=O)C1(C)OC1C)C(OC(C)=O)C(C(=O)OC)=CCCC1(C)OC21,C=C1C(=O)OC2C1C(OC)C(OC)C(C(C)=O)=CCCC1(C)OC21
OCC1OC(O)C(O)C(OCCCCCCCCOc2ccc3ncccc3c2)C1O,Cc1ccc2ncccc2c1
COc1ccccc1NC1=C(N2CCOCC2)C(=O)c2ccccc2C1=O,CC1=C(C)C(=O)c2ccccc2C1=O
CSc1ccc(C=C2C(=O)Nc3ccc(Br)cc32)cc1,CC1C(=O)Nc2ccc(Br)cc21
Cc1ccc(CNC(=O)C(=O)c2c[nH]c3ccccc23)cc1,CC(=O)C(=O)c1c[nH]c2ccccc12
COc1ccc(NC(=O)C23CC2C(=NO)c2ccccc2O3)cc1,CC(=O)C12CC1C(=NO)c1ccccc1O2
Cc1ccc(NC(=O)C23CC2C(=NO)c2ccccc2O3)cc1,CC(=O)C12CC1C(=NO)c1ccccc1O2
O=C(Nc1ccc(Cl)cc1)C12CC1C(=NO)c1ccccc1O2,CC(=O)C12CC1C(=NO)c1ccccc1O2
C=CCc1cc(CON=CC)ccc1OCCCNC(C)C,C=CCc1cc(CON=CC)ccc1OCCCC
CCCCOc1ccc2cc(CC(C)N)ccc2c1,Cc1ccc2cc(CC(C)N)ccc2c1
CC(NC(=O)c1ccccc1NC(=O)c1cc2ccccc2[nH]1)C(=O)O,CNC(C)C(C)=O
CCOCCCNc1cc(Br)c2noc3c2c1C(=O)c1ccccc1-3,CCCCOCC
O=C(C=Cc1ccccc1)Nc1ccccc1C(=O)NC(Cc1ccccc1)C(=O)O,CNc1ccccc1C(C)=O
CCN(CCO)CCCC#CC1CCC(N(C)C(=O)Oc2ccc(Cl)cc2)CC1,CCCCC#CC1CCC(N(C)C)CC1
CCN(CCO)CC1CCC(CCN(C)C(=O)Oc2ccc(C(F)(F)F)cc2)CC1,Cc1ccc(C(F)(F)F)cc1
O=c1nc(C=Cc2ccc(Br)cc2)oc2ccccc12,CCc1nc(=O)c2ccccc2o1
CCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,CCCCCCCCCC(C)=O
Cc1cc(C)c2c(N)c(C(=O)NC(C)c3ccccc3)sc2n1,CC(=O)c1sc2nc(C)cc(C)c2c1N
CC12OC(CC1(O)C(=O)O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,CO
COc1cccc(C(O)=CC(=O)C(=O)Nc2cc(Cl)ccc2C)c1,COc1cccc(C(C)O)c1
CCCCCCCCC#CCC#CCC#CCCCC(=O)N1CCN(CCO)CC1,CN1CCN(C)CC1
COc1ccc(OC)c(C=Cc2cnc3nc(N)nc(N)c3c2C)c1,CCc1cnc2nc(N)nc(N)c2c1C
COc1ccc(N2CCC(N)C(c3cccc(C)c3)C2)cc1OC,COc1ccc(C)cc1OC
CC(CCC(=O)NCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CNCC(=O)[O-]
CCC(C)NCC(O)c1ccc2c(c1)CCCC2.Cl,CCC(O)c1ccc2c(c1)CCCC2
C=CCOC(=O)C1C2NC(=S)N(c3ccccc3)C1(C)Oc1ccccc12,CC(=O)C1C2NC(=S)N(C)C1(C)Oc1ccccc12
OCCOc1ccccc1-c1ccc(F)c(F)c1F,Cc1ccc(F)c(F)c1F
O=C(NCCCS)C1CN(Cc2ccc(F)cc2)CCN1,CCc1ccc(F)cc1
COCCNC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(c2ccc(F)cc2)CC1,CC(=O)C(C#N)c1nc2ccccc2nc1C
N#Cc1c(-c2ccccc2)cc(-c2ccco2)c(C#N)c1N,Cc1cc(C)c(C#N)c(N)c1C#N
COc1ccc(C(=O)Nc2ncnc3nc[nH]c23)cc1,COc1ccc(C(C)=O)cc1
O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(N2CCCC2=O)cc1,CC(=O)c1ccc(C)cc1
c1ccc(CN2CCN(c3ncnc4sccc34)CC2)cc1,CCc1ccccc1
[Br-].c1ccc(Nc2nc(-c3ccccc3)[n+](-c3ccccc3)s2)cc1,Cc1nc(C)[n+](-c2ccccc2)s1
O=C(COc1ccccc1F)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Cc1ccccc1F
COc1ccc(C(=O)NCc2ccc3c(c2)OCO3)cc1,COc1ccc(C(C)=O)cc1
OC(COCc1ccc(Cl)cc1)CN1CCc2ccccc2C1,CN1CCc2ccccc2C1
CCCCOC(=O)CCN1C(=O)C(=Cc2ccccc2)SC1=S,CCc1ccccc1
CC(=O)c1sc(NC(=O)Nc2ccc(C)cc2C)nc1C,CNc1ccc(C)cc1C
Cc1c(O)cccc1C(=O)Nc1cccc2ccc(C(=N)N)cc12,CNc1cccc2ccc(C(=N)N)cc12
CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,CCCCC(C)(O)CCC
Fc1ccc(COc2cncc3nnc(-c4ccc(Cl)cc4)n23)cc1F,CCc1ccc(F)c(F)c1
O=CC(CC1CCNC1=O)NC(=O)C1C2CCCC2CN1C(=O)CCc1cc(F)cc(F)c1,CC(=O)CCc1cc(F)cc(F)c1
CCCCCCCCCCCCCCC(=O)C(=O)NC(C(=O)O)C(C)C,CNC(C(C)=O)C(C)C
Cc1cc(N2CCN(C(=O)Oc3ccc(-c4ccccc4)cn3)CC2)c2ccccc2n1,Cc1cc(C)c2ccccc2n1
Cc1ccc(C)c(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c1,CNc1cc(C)ccc1C
Cc1ccc(Cc2c(C)nc3nc(SCC(=O)NCCN4CCNCC4)nn3c2C)cc1,CCCNC
COc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4cccnc43)CC2)c(OC)c1,Cn1c(=O)c2cccn2c2cccnc21
O=C(Cn1c(=O)c2cccn2c2cccnc21)NCCCN1CCN(c2ccccc2)CC1,Cn1c(=O)c2cccn2c2cccnc21
O=C(Cn1c(=O)c2cccn2c2cccnc21)NCCCN1CCN(c2ccc(Cl)cc2)CC1,Cn1c(=O)c2cccn2c2cccnc21
CS(=O)(=O)Nc1ccncc1Nc1ccccc1,Cc1ccncc1C
CNC(C)C(=O)NC(C(=O)NC(C)C(=O)Nc1cccc2ccccc12)C(C)C,CNC(C)C(C)=O
COc1ccc(C2CC(c3ccc(C(F)(F)F)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(C2CC(c3ccc(C(F)(F)F)cc3)=NN2C)cc1
COc1ccc(C2CC(c3cccc(C(F)(F)F)c3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(C2CC(c3cccc(C(F)(F)F)c3)=NN2C)cc1
Cc1cccc(C2CC(c3ccccc3)=NN2c2ccc(S(N)(=O)=O)cc2)c1,Cc1cccc(C2CC(c3ccccc3)=NN2C)c1
COc1ccc(C2CC(c3cccc(OC)c3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(C2CC(c3cccc(OC)c3)=NN2C)cc1
O=C(CNC(=O)C1CCCCC1)OC(C(=O)c1ccccc1)c1ccccc1,CC(C(=O)c1ccccc1)c1ccccc1
O=S(Cc1ccccc1)c1cncc2nnc(-c3ccc(OC(F)F)cc3)n12,Cc1nnc2cncc(S(=O)Cc3ccccc3)n12
COC(=O)NC(CCSC)C(=O)Oc1ccc(Nc2nc3c(s2)C(=O)c2ccccc2C3=O)cc1,COc1ccc(C)cc1
CCN1C(=O)C(=C2C=CC=CN2C)SC1=S,CC1C=CC=CN1C
NC(=O)NN=Cc1ccc(Oc2ccc(F)cc2)cc1,Cc1ccc(C=NNC(N)=O)cc1
FC(F)Oc1ccc(-c2nnc3cncc(OCc4ccccn4)n23)cc1,Cc1cncc2nnc(C)n12
CCC(=O)Nc1ccc2c(c1)C(=O)c1cc(NC(=O)CC)ccc1C2=O,CNc1ccc2c(c1)C(=O)c1cc(NC)ccc1C2=O
CC(Oc1cncc2nnc(-c3ccc(OC(F)F)cc3)n12)c1ccc(C#N)cc1,CC(C)c1ccc(C#N)cc1
CCCC(NC1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,CC1CCc2cc(F)cc(F)c2C1
Fc1cc(F)cc(-c2nnc3cncc(OCc4ccccn4)n23)c1,CCc1ccccn1
CCCCCCN(CS(=O)(=O)c1ccc(C)cc1)CS(=O)(=O)c1ccc(C)cc1,CCCCCCC
O=C(Nc1ccccn1)C1c2ccccc2Oc2ccccc21,CC(=O)C1c2ccccc2Oc2ccccc21
Fc1ccc(CCOc2cncc3nncn23)cc1F,CCCc1ccc(F)c(F)c1
FC(F)Oc1ccc(-c2nnc3c(SCCc4ccccc4)nccn23)cc1,Cc1nnc2c(SCCc3ccccc3)nccn12
FC(F)Oc1ccc(-c2nnc3cncc(OCc4cn(-c5ccccc5)nn4)n23)cc1,Cc1cncc2nnc(C)n12
O=C(Nc1ccnc(C(F)(F)F)c1)c1cncc2nnc(C34C5C6C3C3C4C5C63I)n12,CC(=O)c1cncc2nnc(C34C5C6C3C3C4C5C63I)n12
CC12CCC3C(CCC4C(C)(C(=O)O)CCCC34C)(CC1=O)C2,CO
FC(F)Oc1ccc(-c2nnc3cncc(OCCCC45C6C7C8C6C4C8C75)n23)cc1,CCCCC12C3C4C5C3C1C5C42
NC(COc1cncc2nnc(-c3ccc(OC(F)F)cc3)n12)c1ccccc1,CCC(N)c1ccccc1
COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C)cc1
CCNC(=S)Nc1ccc2ncc(Nc3cc(OC)c(OC)c(OC)c3)nc2n1,CCNC(=S)Nc1ccc2ncc(C)nc2n1
NC(Cc1ccccc1CN(CCCl)CCCl)C(=O)O,CCc1ccccc1CC(N)C(C)=O
NC(=O)Cn1c(C(=O)N2CCOCC2)c(CN2CCC(c3c(F)cccc3Cl)CC2)c2ccccc21,CCc1c(C(C)=O)n(C)c2ccccc12
COC(=O)C(Cc1c[nH]c2ccccc12)N(Cc1ccccc1)Cc1ccccc1,COC
Cc1ccnc(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)c1.O=C(O)C(F)(F)F,Cc1cc(=O)n(C)c2ccccc12
COc1ccc(S(=O)(=O)NNC(=O)Nc2ccccc2)cc1,COc1ccc(S(C)(=O)=O)cc1
Cc1ccc(S(=O)(=O)N2CCCCC2)cc1S(=O)(=O)N1CCCCC1,Cc1ccc(S(C)(=O)=O)cc1S(C)(=O)=O
COc1cccc(Cn2c(-c3cccc(OC)c3O)nc3ccccc32)c1O,CCc1cccc(OC)c1O
O=C(NN=Cc1cc(Br)ccc1O)c1cc(-c2cccs2)[nH]n1,CC(=O)c1cc(C)[nH]n1
O=C(NN=Cc1cn(-c2ccccc2)nc1-c1ccc(F)cc1)c1ccccc1,CC(=O)c1ccccc1
Nc1ncnc2cc(-c3cccc(S(N)(=O)=O)c3)sc12,Cc1cccc(S(N)(=O)=O)c1
COc1cc2c(Nc3cccc(NC(=O)c4ccccc4)c3)ncnc2cc1OCCCN1CCOCC1,CCCCOc1cc2ncnc(C)c2cc1OC
COc1cc(Nc2nccc(N3CCC(NC(=O)C4COc5ccccc5O4)C3)n2)cc(OC)c1OC,CC(=O)C1COc2ccccc2O1
COc1cc(Nc2nccc(N3CCC(NC(=O)C(C)c4ccc(Cl)cc4)C3)n2)cc(OC)c1OC,COc1cc(C)cc(OC)c1OC
COc1ccc(CNC(=O)NC2CCN(c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)C2)cc1,CNCc1ccc(OC)cc1
COc1ccc(Nc2nccc(N3CCC(NS(=O)(=O)c4ccc(NC(C)=O)cc4)C3)n2)cc1,CNc1ccc(S(C)(=O)=O)cc1
Cc1nn(C)cc1C(C)Nc1nncc(-c2ccc(C(F)(F)F)cc2)n1,Cc1nn(C)cc1C(C)C
CC(C)=CCN1CCC(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)CC1,Cc1nc2ccccc2[nH]1
O=C(CSc1nnnn1-c1ccccc1)Nc1ccccc1Cl,CC(=O)CSc1nnnn1C
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CC(=O)C12C,CC(=O)CCC(C)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CC(=O)C12C
CCCN(CC=CI)C1CCc2cccc(O)c2C1,CCCN(CCC)C1CCc2cccc(O)c2C1
O=C(NCCO)c1cc(-c2ccc(Cl)c(Cl)c2Cl)n[nH]1,Cc1ccc(Cl)c(Cl)c1Cl
COc1ccc(-c2ncc(-c3ccccc3)[nH]2)cc1,COc1ccc(C)cc1
NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC2c2ccc(Br)cc2)cc1,CN1N=C(c2ccccc2)CC1c1ccc(Br)cc1
Cc1ccc(C2CC(c3ccccc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,Cc1ccc(C2CC(c3ccccc3)=NN2C)cc1
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,CC1C2Cc3ccc(O)cc3C1(C)CCN2C
CC(C)CNCC(O)COc1cccc2ccccc12.Cl,Cc1cccc2ccccc12
Cc1ccc(-c2ccc(=O)n(CC(=O)NCCc3ccccc3)n2)cc1,Cc1ccc(=O)n(C)n1
CCOc1ccccc1N1CCN(C(=O)CCC2CCCCC2)CC1,CCOc1ccccc1C
CCCCCC=CCC=CCC(O)C(O)CC=CCCCC(=O)O,CCCC=CCCCCC
c1ccc2[nH]c(-c3ccc(-c4ccc(C5=NCCN5)cc4)o3)nc2c1,Cc1ccc(C2=NCCN2)cc1
Cc1cc(C)nc(-n2nc(C)c(Sc3ccc(F)cc3)c2N)n1,Cc1nn(C)c(N)c1Sc1ccc(F)cc1
CC(C)C(=O)Nc1cccc(NC(=O)c2cccc(Cl)c2)c1,CC(=O)c1cccc(Cl)c1
FC(F)Oc1ccc(-c2nnc3cncc(OCc4cn(Cc5ccccc5)nn4)n23)cc1,Cc1cncc2nnc(C)n12
FC(F)Oc1ccc(-c2nnc3cncc(-n4cc(-c5ccccc5)nn4)n23)cc1,Cc1ccc(C)cc1
Cc1ccc2nc(Nc3nc(C)cc(C(F)(F)F)n3)nc(C)c2c1,Cc1ccc2nc(C)nc(C)c2c1
O=C(c1cc2cc(Br)ccc2oc1=O)N1CCN(Cc2ccccc2)CC1,CC(=O)c1cc2cc(Br)ccc2oc1=O
CC(C)=CCc1c(O)ccc2c1OCC1c3ccc(O)cc3OC21,CCCc1c(O)ccc2c1OCC1c3ccc(O)cc3OC21
CC(C)(C)OC(=O)NCCN1CC2CN(CCOc3ccc(C#N)cc3F)CC(C1)O2,CCCOc1ccc(C#N)cc1F
CCCCC(C)CC(O)C=CC1C(O)CC(=O)C1SCCCCCC(=O)OC,CCCCC(C)CC(O)CC
CC=CC(=O)N(Cc1ccc(OC)c(O)c1)c1cc(OC)c(OC)c(OC)c1,CCc1ccc(OC)c(O)c1
O=C(COc1c(Cl)cc(Cl)cc1Cl)NN=Cc1ccc[nH]1,Cc1c(Cl)cc(Cl)cc1Cl
CCC(C(N)=O)N(C)C(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12,CC(=O)c1nn(C)c2ccccc12
CC1CC(=O)NN=C1c1ccc(N2CCOCC2)cc1,CN1CCOCC1
O=C1Nc2ccccc2C1=C1CCc2cc(O)ccc21,CC1CCc2cc(O)ccc21
CCCCCCCCCCCCCCC(=O)C(=O)NCCCC(=O)CO,CNCCCC(=O)CO
O=C(NCC1CC1)c1ccc(-c2cccc(C(=O)NC3CC3)c2)cc1,CC(=O)c1cccc(C)c1
CNC(=O)c1cncc(C=Cc2c(Cl)cccc2Cl)c1,CCc1c(Cl)cccc1Cl
CNC(=O)c1cncc(C=Cc2c(C)cccc2C)c1,CCc1c(C)cccc1C
O=C(NCc1cccc2ccccc12)c1cccs1,CNCc1cccc2ccccc12
CCCCCCCCCCNCCSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CCCSCC1OC(C)C(O)C1O
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,CC(=O)C(C)CCc1ccccc1
O=C(O)COc1ccccc1C=NNC(=O)c1ccncc1,CNN=Cc1ccccc1C
CC1(C)CCC(C)(C)c2cc(C(O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,CC(=O)C(O)c1ccc2c(c1)C(C)(C)CCC2(C)C
N=c1c(C(=O)NCc2ccco2)cc2c(=O)n3ccccc3nc2n1CCc1ccccc1,CNCc1ccco1
CCOc1ccc(-n2c(SC(C)C)nc3c(c2=O)SCC3)cc1,CCOc1ccc(C)cc1
O=C(Cc1cccs1)Nc1ccc(Cl)cc1,CNc1ccc(Cl)cc1
CCC(CC)COC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(CC)CC1,CC(=O)C(C#N)c1nc2ccccc2nc1C
Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1sc2c(c1C#N)CCC2,CNc1sc2c(c1C#N)CCC2
O=S(=O)(C=Cc1ccc(Cl)cc1)N1CCN(CC2CCN(c3ccncc3)CC2)CC1,CCc1ccc(Cl)cc1
O=C1CN(S(=O)(=O)C=Cc2ccc(Cl)cc2)CCN1CC1CCN(c2ccncc2)CC1,CCc1ccc(Cl)cc1
CN(C)CCCCN1CCc2c(n(C)c3ccccc23)C1=O.Cl,CN1CCc2c(n(C)c3ccccc23)C1=O
O=C(C=Cc1ccccc1O)C=Cc1ccccc1O,CCc1ccccc1O
O=C(Nc1ccc(Cl)cc1)c1ccc2ccccc2n1,CC(=O)c1ccc2ccccc2n1
O=C(CCCc1ccc(C2CCCCC2)c(Cl)c1)N1CCOCC1,CC(=O)CCCc1ccc(C2CCCCC2)c(Cl)c1
CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(O)c1,CCC(O)c1ccc(O)c(O)c1
c1ccc(CNC23OC4C5C6CC(C7C6C4C72)C53)cc1,CC12OC3C4C5CC(C6C5C3C61)C42
CNP1(NC)=NP(NC)(N2CC2)=NP(NC)(N2CC2)=N1,CNP1(C)=NP(C)(NC)=NP(NC)(NC)=N1
O=C(Nc1ccc(N2CCCC2)cc1)c1ccccc1F,CC(=O)c1ccccc1F
Cc1ccc(Nc2nc(N)nc(CSc3ncccn3)n2)cc1,Cc1ccc(C)cc1
O=C(NC1CCCC1)N1c2ccccc2Sc2ccccc21,CN1c2ccccc2Sc2ccccc21
COc1ccccc1C=NNC(=O)COc1ccc(Cl)cc1C,Cc1ccc(Cl)cc1C
COc1ccc(C(=O)Nc2ccc3c(c2)OCCO3)cc1,COc1ccc(C(C)=O)cc1
O=C(COc1ccc2c3c(c(=O)oc2c1Br)CCCC3)NO,CCC(C)=O
N#Cc1cnc(Nc2cc(NCC3CNCCO3)c(C(F)(F)F)cn2)nc1,Cc1cc(C)c(C(F)(F)F)cn1
CC(C)C(NC(=O)c1cc(-c2ccc(F)cc2)nn1CCCCCF)C(N)=O,Cc1ccc(F)cc1
CCOC(=O)C(C)CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,Cc1ccccc1
O=C(O)c1cccc(OCc2ccc3ccccc3n2)c1,CCc1ccc2ccccc2n1
COC(=O)c1cccc(OCc2ccc3ccccc3n2)c1,CCc1ccc2ccccc2n1
CC1(c2ccc(F)cc2F)OC(=O)N(Nc2ccccc2)C1=O,CN1C(=O)OC(C)(c2ccc(F)cc2F)C1=O
O=C(NCc1ccc(Cl)cc1Cl)C1CCC(=O)N1c1cccs1,CNCc1ccc(Cl)cc1Cl
Oc1c(C(c2ccc(F)cc2)N2CCCCC2)ccc2cccnc12,CC(c1ccc(F)cc1)c1ccc2cccnc2c1O
COc1ccc(-c2cc(C(F)(F)F)nc(N3CCN(C)CC3)n2)cc1OC,COc1ccc(C)cc1OC
