NAME,DRUG SMILES,FRAG_SMILES,docking score ,Molecular Weight,LogP,#Rotatable Bonds,#Acceptors,#Donors,Surface Area,"Absorption
Water solubility","Absorption
Caco2 permeability","Absorption
Intestinal absorption (human)","Absorption
Skin Permeability","Absorption
P-glycoprotein substrate","Absorption
P-glycoprotein I inhibitor","Absorption
P-glycoprotein II inhibitor","Distribution
VDss (human)","Distribution
Fraction unbound (human)","Distribution
BBB permeability","Distribution
CNS permeability","Metabolism
CYP2D6 substrate","Metabolism
CYP3A4 substrate","Metabolism
CYP1A2 inhibitior","Metabolism
CYP2C19 inhibitior","Metabolism
CYP2C9 inhibitior","Metabolism
CYP2D6 inhibitior","Metabolism
CYP3A4 inhibitior","Excretion
Total Clearance","Excretion
Renal OCT2 substrate","Toxicity
AMES toxicity","Toxicity
Max. tolerated dose (human)","Toxicity
hERG I inhibitor","Toxicity
hERG II inhibitor","Toxicity
Oral Rat Acute Toxicity (LD50)","Toxicity
Oral Rat Chronic Toxicity (LOAEL)","Toxicity
Hepatotoxicity","Toxicity
Skin Sensitisation","Toxicity
T.Pyriformis toxicity","Toxicity
Minnow toxicity"
152052769,COc1cc(C(=O)NC[C@@H](CO)c2cccnc2)cc(OC)c1[O-],COc1cc(C(C)=O)cc(OC)c1[O-],-5.5,195.194,0.98,3,4,0,82.074,-1.989,1.223,87.275,-2.743,No,No,No,-0.227,0.438,-0.235,-2.871,No,No,Yes,No,No,No,No,0.749,No,No,1.206,No,No,2.063,2.741,No,Yes,0.173,1.964
152052770,Cn1cc(C[C@@H]2CCN(C(=O)N[C@H]3CCO[C@H](C(C)(C)C)C3)C2)cn1,CN[C@H]1CCO[C@H](C(C)(C)C)C1,-5,171.284,1.7995,1,2,1,75.681,-1.455,1.425,94.064,-2.303,No,No,No,0.45,0.622,0.527,-2.204,No,No,No,No,No,No,No,0.783,No,No,0.606,No,No,2.313,1.503,No,Yes,0.537,1.872
152052771,Cc1cc(CN=c2[n-]nc(-c3ccccn3)s2)n(C)n1,Cc1cc(CN=c2[n-]nc(C)s2)n(C)n1,-5.7,222.297,0.55154,2,5,0,91.499,-2.231,1.244,100,-3.087,No,No,No,-0.537,0.564,-0.262,-2.916,No,No,Yes,No,No,No,No,-0.086,No,Yes,0.366,No,No,2.603,0.636,Yes,No,0.404,2.941
152052772,COC(=O)CCOc1ccc(Nc2cc(C)[nH+]c(C3CC3)n2)cc1,Cc1ccc(C)cc1,-5.4,106.168,2.30344,0,0,0,50.161,-2.533,1.386,95.992,-1.248,No,No,No,0.329,0.394,0.46,-1.687,No,No,No,No,No,No,No,0.254,No,No,1.038,No,No,1.741,2.177,No,Yes,0.02,1.362
152052773,CCCCNC(=O)CC[S@@](=O)Cc1nc(-c2cccs2)no1,CC(=O)CC[S@@](=O)Cc1nc(C)no1,-5.4,216.262,0.60582,5,5,0,84.342,-1.892,0.714,95.468,-2.709,No,No,No,-0.59,0.569,-0.688,-3.069,No,No,No,No,No,No,No,0.405,No,Yes,1.182,No,No,2.584,1.648,No,No,-0.071,1.67
152052774,O=C1C[C@H](C(=O)NC[C@@H](CO)c2cccnc2)c2ccccc2N1,CC(=O)[C@H]1CC(=O)Nc2ccccc21,-6.1,189.214,1.7014,1,2,1,82.123,-2.12,1.279,94.755,-3.261,No,No,No,-0.104,0.291,0.316,-1.867,No,No,Yes,No,No,No,No,0.157,No,No,0.694,No,No,2.026,2.61,No,No,0.614,1.571
152052775,Cc1cc(C)c(C(=O)N2CCO[C@@H]3C[C@H]([NH+](C)C)CC[C@H]32)c(C)c1,CC(=O)c1c(C)cc(C)cc1C,-5.6,162.232,2.81446,1,1,0,73.418,-2.872,0.928,96.367,-1.793,No,No,No,0.244,0.389,0.456,-2.005,No,No,Yes,No,No,No,No,0.326,No,No,1.316,No,No,1.439,2.148,No,Yes,0.727,1.126
152052776,O=C1CCC[C@H]1[C@H]1CCCN1C(=O)c1cnc(-c2ncccn2)s1,CN1CCC[C@@H]1[C@@H]1CCCC1=O,-5.2,167.252,1.4498,1,2,0,73.933,-1.096,1.472,95.953,-2.539,Yes,No,No,0.607,0.702,0.06,-3.064,No,No,No,No,No,No,No,0.956,No,No,0.557,No,No,2.095,1.38,No,Yes,0.27,2.24
152052777,CC(C)(C)OC(=O)c1cnc(N2CC[C@@](F)(CO)C2)cn1,CN1CC[C@@](F)(CO)C1,-4.7,133.166,0.0225,1,2,1,54.278,0.14,1.583,96.97,-3.738,No,No,No,0.32,0.847,0.044,-3.24,No,No,No,No,No,No,No,0.834,No,Yes,0.965,No,No,2.048,1.921,No,Yes,-1.207,2.933
152052778,CSc1ccc(NC(=O)c2cccc(NC(=O)C3CC3)c2)nc1,CNc1cccc(C(C)=O)c1,-5.6,149.193,1.9309,2,2,1,66.238,-1.627,1.532,93.988,-1.826,No,No,No,0.074,0.411,0.125,-1.75,No,No,Yes,No,No,No,No,0.38,No,No,0.787,No,No,2.211,1.904,No,Yes,0.274,1.342
152052779,COc1ccc(S(=O)(=O)N2CCC(O[C@@H]3CCOC3)CC2)cc1,COc1ccc(S(C)(=O)=O)cc1,-5.4,186.232,1.0987,2,3,0,71.9,-1.906,1.251,92.525,-2.484,No,No,No,-0.326,0.429,-0.173,-2.154,No,No,No,No,No,No,No,0.829,No,No,1.36,No,No,2.121,2.554,No,No,0.448,1.522
152052780,CC[C@]1(C)CCN(C(=O)C(=O)NCC2(C)CCOCC2)C1,CC[C@]1(C)CCN(C)C1,-4.6,127.231,1.7382,1,1,0,58.048,-1.38,1.375,93.909,-2.224,Yes,No,No,0.666,0.736,0.32,-2.657,No,No,No,No,No,No,No,0.89,No,No,0.682,No,No,2.257,1.646,No,Yes,0.353,2.034
152052781,O=C(Nc1cccc(OCC(F)F)n1)[C@H]1C[C@H]2CCCC[N@@H+]2C1,CC(=O)[C@H]1C[C@H]2CCCC[N@@H+]2C1,-5.5,168.26,0.0327,1,1,1,73.933,-0.429,1.374,100,-3.436,No,No,No,0.552,0.799,0.075,-3.143,No,No,No,No,No,No,No,1.296,No,No,0.358,No,No,1.958,0.675,Yes,Yes,-0.269,2.678
343256973,COC(=O)[C@H](C)OC[C@H]1CCCO1,CC[C@H]1CCCO1,-4.9,100.161,1.5754,1,1,0,44.672,-1.188,1.497,97.187,-2.411,Yes,No,No,0.128,0.661,0.167,-2.608,No,No,No,No,No,No,No,0.297,No,No,0.922,No,No,1.99,1.837,No,Yes,-0.496,2.024
152052782,CCCCN(CC)C(=O)COc1c(CO)cc(OC)cc1CO,COc1cc(CO)c(C)c(CO)c1,-5.2,182.219,0.98822,3,3,2,77.593,-2.167,1.161,75.089,-2.95,No,No,No,0.01,0.479,-0.255,-2.921,No,No,No,No,No,No,No,0.679,No,No,0.907,No,No,2.028,1.773,No,No,-0.238,2.28
152052783,C[C@H]1C[N@H+](Cc2ccccn2)CC[C@@H]1NC(=O)c1cc(F)ccc1F,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C,-5.5,220.34,0.0943,3,2,2,97.874,-0.336,1.67,86.602,-3.058,No,No,No,0.988,0.772,0.139,-3.302,No,No,No,No,No,No,No,1.08,No,No,0.394,No,No,2.129,0.664,Yes,Yes,0.243,2.314
152052784,CCCCNC(=O)CC[S@](=O)Cc1noc(-c2ccsc2)n1,CC(=O)CC[S@](=O)Cc1noc(C)n1,-5.4,216.262,0.60582,5,5,0,84.342,-1.781,0.712,95.468,-2.809,No,No,No,-0.569,0.564,-0.676,-3.061,No,No,No,No,No,No,No,0.477,No,Yes,1.149,No,No,2.567,1.641,No,No,-0.128,1.739
152052785,CC(=O)c1cc(C(=O)N(C)[C@@H]2CC[N@@H+](C3CC3)C2)n(C)c1,CC(=O)c1cc(C(C)=O)n(C)c1,-5.3,165.192,1.4303,2,3,0,70.998,-1.639,1.44,98.483,-2.651,No,No,No,-0.12,0.578,-0.188,-2.906,No,No,No,No,No,No,No,0.705,No,No,0.937,No,No,2.217,2.281,No,No,0.099,2.261
152052786,O=C(Nc1cccc(OCC(F)F)n1)[C@H]1C[C@H]2CCCC[N@H+]2C1,CC(=O)[C@H]1C[C@H]2CCCC[N@H+]2C1,-5.5,168.26,0.0327,1,1,1,73.933,-0.429,1.374,100,-3.436,No,No,No,0.552,0.799,0.075,-3.143,No,No,No,No,No,No,No,1.296,No,No,0.358,No,No,1.958,0.675,Yes,Yes,-0.269,2.678
152052787,C[N@H+]1C[C@H](c2ccccc2)[C@@H](NC(=O)CCc2ccc(C#N)cc2)C1,CC(=O)CCc1ccc(C#N)cc1,-5.8,173.215,2.07988,3,2,0,77.81,-2.485,1.251,98.261,-2.053,No,No,No,0.16,0.316,0.136,-1.902,No,No,Yes,No,No,No,No,0.396,No,No,1.003,No,No,1.918,1.699,No,Yes,0.681,0.974
152052788,CC(=O)c1cc(C(=O)N(C)[C@@H]2CC[N@H+](C3CC3)C2)n(C)c1,CC(=O)c1cc(C(C)=O)n(C)c1,-5.3,165.192,1.4303,2,3,0,70.998,-1.639,1.44,98.483,-2.651,No,No,No,-0.12,0.578,-0.188,-2.906,No,No,No,No,No,No,No,0.705,No,No,0.937,No,No,2.217,2.281,No,No,0.099,2.261
152052789,Cn1ncc(C(=O)NC[C@H](CO)c2cccnc2)c1-c1ccccc1,CC(=O)c1cnn(C)c1C,-5.5,138.17,0.93112,1,3,0,59.66,-0.996,1.55,100,-2.566,No,No,No,-0.188,0.602,-0.191,-2.74,No,No,No,No,No,No,No,0.653,No,No,1.103,No,No,2.103,2.332,No,Yes,-0.173,1.927
152052790,CC(=O)c1cc(C(=O)N(C)[C@@H]2CCN(C3CC3)C2)n(C)c1,CC(=O)c1cc(C(C)=O)n(C)c1,-5.3,165.192,1.4303,2,3,0,70.998,-1.639,1.44,98.483,-2.651,No,No,No,-0.12,0.578,-0.188,-2.906,No,No,No,No,No,No,No,0.705,No,No,0.937,No,No,2.217,2.281,No,No,0.099,2.261
152052791,C[C@H]1C[N@@H+](Cc2ccccn2)CC[C@@H]1NC(=O)c1cc(F)ccc1F,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C,-5.6,220.34,0.0943,3,2,2,97.874,-0.336,1.67,86.602,-3.058,No,No,No,0.988,0.772,0.139,-3.302,No,No,No,No,No,No,No,1.08,No,No,0.394,No,No,2.129,0.664,Yes,Yes,0.243,2.314
152052792,C[N@@H+]1C[C@H](c2ccccc2)[C@@H](NC(=O)CCc2ccc(C#N)cc2)C1,CC(=O)CCc1ccc(C#N)cc1,-5.8,173.215,2.07988,3,2,0,77.81,-2.485,1.251,98.261,-2.053,No,No,No,0.16,0.316,0.136,-1.902,No,No,Yes,No,No,No,No,0.396,No,No,1.003,No,No,1.918,1.699,No,Yes,0.681,0.974
152052793,CN1C[C@H](c2ccccc2)[C@@H](NC(=O)CCc2ccc(C#N)cc2)C1,CN[C@H]1CN(C)C[C@@H]1c1ccccc1,-6,190.29,1.3036,2,2,1,85.925,-1.734,1.498,77.563,-2.693,Yes,No,No,1.4,0.475,0.222,-1.24,Yes,Yes,No,No,No,No,No,0.861,Yes,No,0.09,No,No,2.352,1.697,No,Yes,0.163,1.437
152052794,Cc1cc(N2CCn3c(CO)nnc3C2)nc(C(C)C)n1,CN1CCn2c(CO)nnc2C1,-5.5,168.2,-0.7842,1,5,1,70.631,-0.923,1.105,90.946,-3.591,No,No,No,0.269,0.823,-0.254,-3.083,No,No,No,No,No,No,No,0.899,No,No,1.005,No,No,2.351,0.959,Yes,No,-0.388,2.848
152052795,C[C@H]1CN(Cc2ccccn2)CC[C@@H]1NC(=O)c1cc(F)ccc1F,CC(=O)c1cc(F)ccc1F,-5.4,156.131,2.1674,1,1,0,62.654,-2.608,1.159,95.508,-2.341,No,No,No,-0.175,0.426,0.47,-1.986,No,No,Yes,No,No,No,No,0.504,No,No,1.471,No,No,1.803,2.167,No,No,0.569,1.545
152052796,CCOCCCCNC(=O)N[C@@H]1CCC[C@H](C(=O)NC(C)C)C1,CN[C@@H]1CCC[C@H](C(C)=O)C1,-5.3,155.241,1.3536,2,2,1,68.364,-0.78,1.464,95.623,-2.896,Yes,No,No,0.449,0.733,0.073,-2.966,No,No,No,No,No,No,No,0.948,No,No,0.706,No,No,2.172,1.363,No,Yes,0.012,2.209
152052797,Cc1cc(C(=O)N[C@H]2C[N@@H+](C)C[C@H]2c2ccccc2)ccc1[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])c(C)c1,-6.1,179.175,2.10582,2,3,0,75.341,-3.246,1.301,95.824,-2.475,No,No,No,0.115,0.244,-0.153,-2.129,No,No,Yes,No,No,No,No,0.638,No,Yes,0.848,No,No,1.927,1.829,Yes,Yes,0.541,0.911
152052798,Cc1cc(N2CCn3c(CO)nnc3C2)nc(C(C)C)[nH+]1,CN1CCn2c(CO)nnc2C1,-5.5,168.2,-0.7842,1,5,1,70.631,-0.923,1.105,90.946,-3.591,No,No,No,0.269,0.823,-0.254,-3.083,No,No,No,No,No,No,No,0.899,No,No,1.005,No,No,2.351,0.959,Yes,No,-0.388,2.848
152052799,CN1CCC[C@H](NS(=O)(=O)c2ccc(C(F)(F)F)cc2)C1=O,CS(=O)(=O)c1ccc(C(F)(F)F)cc1,-6.4,224.203,2.1089,1,2,0,79.283,-3.36,0.99,94.919,-2.581,No,No,No,-0.306,0.36,0.387,-2.159,No,No,Yes,No,No,No,No,0.672,No,No,1.232,No,No,2.668,1.992,Yes,No,1.224,1.065
152052800,Cc1cc(C(=O)N[C@H]2C[N@H+](C)C[C@H]2c2ccccc2)ccc1[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])c(C)c1,-6.1,179.175,2.10582,2,3,0,75.341,-3.246,1.301,95.824,-2.475,No,No,No,0.115,0.244,-0.153,-2.129,No,No,Yes,No,No,No,No,0.638,No,Yes,0.848,No,No,1.927,1.829,Yes,Yes,0.541,0.911
152052801,COC(=O)c1cnc(N[C@H]2CCC[C@H]2OC(F)F)nc1,CC(=O)c1cnc(C)nc1,-5.3,136.154,0.98762,1,3,0,59.127,-0.78,1.63,97.076,-2.451,No,No,No,-0.344,0.601,-0.245,-2.75,No,No,No,No,No,No,No,0.774,No,No,1.35,No,No,2.129,2.83,No,No,-0.298,1.886
152052802,CCC1(CC)NC(=O)N(CC(=O)N[C@H](C(C)C)C(C)(C)O)C1=O,CCC1(CC)NC(=O)N(C)C1=O,-5.3,170.212,0.7268,2,2,1,71.921,-1.151,1.198,87.994,-3.714,No,No,No,-0.051,0.675,-0.213,-3.003,No,No,No,No,No,No,No,0.571,No,No,1.017,No,No,2.309,2.274,No,No,-0.503,2.408
152052803,COc1cccc2c1OCC(C(=O)Nc1ccc(SC)cn1)=C2,COc1cccc2c1OCC(C(C)=O)=C2,-6.4,204.225,2.06,2,3,0,88.314,-2.247,1.732,97.745,-2.542,No,No,No,0.063,0.287,0.281,-2.246,No,No,Yes,No,No,No,No,0.221,No,Yes,0.756,No,No,2.005,2.314,No,No,0.859,1.301
152052804,Cc1cc(C(=O)N[C@H]2CN(C)C[C@H]2c2ccccc2)ccc1[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])c(C)c1,-6.1,179.175,2.10582,2,3,0,75.341,-3.246,1.301,95.824,-2.475,No,No,No,0.115,0.244,-0.153,-2.129,No,No,Yes,No,No,No,No,0.638,No,Yes,0.848,No,No,1.927,1.829,Yes,Yes,0.541,0.911
152052805,CCCCN(CC)C(=O)C(=O)NCC1(C)CCOCC1,CNCC1(C)CCOCC1,-4.3,143.23,1.0225,2,2,1,62.951,-0.405,1.473,100,-2.528,Yes,No,No,0.441,0.747,0.091,-2.91,No,No,No,No,No,No,No,0.934,No,No,0.733,No,No,2.074,1.294,Yes,Yes,0.006,2.28
152052806,C[N@@H+]1C[C@@H](NC(=O)CCc2ccc(C#N)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(C#N)cc1,-5.8,173.215,2.07988,3,2,0,77.81,-2.485,1.251,98.261,-2.053,No,No,No,0.16,0.316,0.136,-1.902,No,No,Yes,No,No,No,No,0.396,No,No,1.003,No,No,1.918,1.699,No,Yes,0.681,0.974
152052807,NC(=O)c1ccccc1CCC(=O)NC[C@@H](CO)c1cccnc1,CC(=O)CCc1ccccc1C(N)=O,-6.1,191.23,1.3071,4,2,1,82.919,-1.701,1.182,76.983,-2.706,No,No,No,0.056,0.362,-0.194,-2.542,No,No,Yes,No,No,No,No,0.405,No,No,0.965,No,No,1.981,1.732,Yes,No,0.239,1.616
152052808,Cc1cc(C)cc(C(=O)N[C@@H]2CC[N@@H+](Cc3ccccn3)C[C@@H]2C)c1,CC(=O)c1cc(C)cc(C)c1,-5.9,148.205,2.50604,1,1,0,67.053,-2.656,1.241,97.128,-1.996,No,No,No,0.197,0.389,0.437,-1.979,No,No,Yes,No,No,No,No,0.276,No,No,1.225,No,No,1.631,2.064,No,Yes,0.478,1.327
152052809,COCC1(CNc2ncc(C(=O)OC)cn2)CCC1,CC(=O)c1cnc(C)nc1,-5.3,136.154,0.98762,1,3,0,59.127,-0.78,1.63,97.076,-2.451,No,No,No,-0.344,0.601,-0.245,-2.75,No,No,No,No,No,No,No,0.774,No,No,1.35,No,No,2.129,2.83,No,No,-0.298,1.886
152052810,C[C@H](CNC(=O)N1CC[C@@H](c2cnn(C)c2)C1)N(C)c1ccccc1,CN1CC[C@@H](c2cnn(C)c2)C1,-4.7,165.24,0.8392,1,3,0,72.982,-0.823,1.582,96.843,-2.706,No,No,No,0.46,0.66,0.044,-2.762,No,No,No,No,No,No,No,0.797,No,No,0.574,No,No,2.464,1.193,Yes,No,0.493,2.083
152052811,C[N@H+]1C[C@@H](NC(=O)CCc2ccc(C#N)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(C#N)cc1,-5.8,173.215,2.07988,3,2,0,77.81,-2.485,1.251,98.261,-2.053,No,No,No,0.16,0.316,0.136,-1.902,No,No,Yes,No,No,No,No,0.396,No,No,1.003,No,No,1.918,1.699,No,Yes,0.681,0.974
152052812,CCN1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(=O)N(C)C)c2)C1,CCN1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(C)=O)c2)C1,-6.7,261.389,1.2928,5,2,1,115.546,-1.521,1.501,73.985,-2.795,Yes,No,No,1.459,0.518,0.076,-1.936,No,Yes,No,No,No,No,No,1.17,No,No,0.084,No,No,2.468,1.097,Yes,Yes,0.848,2.316
152052813,CN1C[C@@H](NC(=O)CCc2ccc(C#N)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(C#N)cc1,-5.8,173.215,2.07988,3,2,0,77.81,-2.485,1.251,98.261,-2.053,No,No,No,0.16,0.316,0.136,-1.902,No,No,Yes,No,No,No,No,0.396,No,No,1.003,No,No,1.918,1.699,No,Yes,0.681,0.974
152052814,CC[N@@H+]1C[C@H](C)[C@H](NCc2cccc(C(=O)N(C)C)c2)C1,CCc1cccc(C(C)=O)c1,-5.9,148.205,2.4516,2,1,0,67.053,-2.567,1.557,96.881,-1.406,No,No,No,0.296,0.337,0.421,-1.85,No,No,Yes,No,No,No,No,0.286,No,No,0.901,No,No,1.819,2.105,No,Yes,0.583,1.084
152052815,O=C(NCCc1nnc(-c2ccccc2)o1)N1CC[C@H](C2CC2)C1,CNCCc1nnc(C)o1,-5,141.174,0.13992,3,4,1,59.643,-0.08,1.217,91.056,-2.861,No,No,No,0.15,0.724,-0.275,-2.987,No,No,No,No,No,No,No,0.884,No,No,1.007,No,No,2.485,2.612,Yes,No,-0.584,2.106
152052816,CC[N@H+]1C[C@H](C)[C@H](NCc2cccc(C(=O)N(C)C)c2)C1,CCc1cccc(C(C)=O)c1,-5.9,148.205,2.4516,2,1,0,67.053,-2.567,1.557,96.881,-1.406,No,No,No,0.296,0.337,0.421,-1.85,No,No,Yes,No,No,No,No,0.286,No,No,0.901,No,No,1.819,2.105,No,Yes,0.583,1.084
152052817,COc1cc([N+](=O)[O-])ccc1C(=O)NC[C@@H](CO)c1cccnc1,COc1cc([N+](=O)[O-])ccc1C(C)=O,-5.7,195.174,1.806,3,4,0,80.454,-2.74,0.956,95.436,-2.499,No,No,No,-0.024,0.233,-0.323,-2.37,No,No,Yes,No,No,No,No,0.636,No,Yes,0.654,No,No,2.353,1.512,No,Yes,0.731,1.155
152052818,Cc1cc(C)cc(C(=O)N[C@@H]2CC[N@H+](Cc3ccccn3)C[C@@H]2C)c1,CC(=O)c1cc(C)cc(C)c1,-5.9,148.205,2.50604,1,1,0,67.053,-2.656,1.241,97.128,-1.996,No,No,No,0.197,0.389,0.437,-1.979,No,No,Yes,No,No,No,No,0.276,No,No,1.225,No,No,1.631,2.064,No,Yes,0.478,1.327
152052819,O=C1C[C@@H]([C@@H]2CCCCN2C(=O)Nc2ccc3c(c2)CCCO3)CN1,CNc1ccc2c(c1)CCCO2,-5.7,163.22,2.0533,1,2,1,72.549,-2.101,1.636,93.245,-1.999,No,No,No,0.196,0.376,0.217,-1.816,No,No,Yes,No,No,No,No,0.38,Yes,No,0.343,No,No,2.221,1.834,Yes,Yes,0.436,1.338
152052820,CC[N@@H+]1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(=O)N(C)C)c2)C1,CC[N@@H+]1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(C)=O)c2)C1,-6.7,262.397,-0.1243,5,1,2,115.546,-0.914,1.5,73.418,-2.82,Yes,No,No,1.377,0.583,0.094,-1.937,No,Yes,No,No,No,No,No,1.411,No,No,0.084,No,No,2.288,0.922,Yes,Yes,0.573,2.671
152052821,Cc1cc(C)cc(C(=O)N[C@@H]2CCN(Cc3ccccn3)C[C@@H]2C)c1,CC(=O)c1cc(C)cc(C)c1,-5.9,148.205,2.50604,1,1,0,67.053,-2.656,1.241,97.128,-1.996,No,No,No,0.197,0.389,0.437,-1.979,No,No,Yes,No,No,No,No,0.276,No,No,1.225,No,No,1.631,2.064,No,Yes,0.478,1.327
152052822,CN1CCC[C@@H](NS(=O)(=O)c2ccccc2OC(F)F)C1=O,C[C@@H]1CCCN(C)C1=O,-4.9,127.187,0.8747,0,1,0,55.844,-0.772,1.49,100,-2.871,Yes,No,No,0.055,0.69,0,-2.829,No,No,No,No,No,No,No,0.408,No,No,0.99,No,No,2.092,1.381,Yes,Yes,-0.29,2.498
152052823,O=C(Cc1ccc[nH]1)N1CCC[C@@H](c2cc(C(F)(F)F)n[nH]2)C1,CN1CCC[C@@H](c2cc(C(F)(F)F)n[nH]2)C1,-6.4,233.237,2.2377,1,2,1,91.634,-3.435,1.462,89.967,-3.112,No,No,No,0.54,0.704,0.35,-3.547,No,No,No,No,No,No,No,0.61,No,No,0.494,No,No,2.928,0.736,Yes,No,0.614,2.701
152052824,CCc1cc(NC(=O)N[C@H]2CCCN(c3ccccc3)C2=O)n(C)n1,CN[C@H]1CCCN(C)C1=O,-5.1,142.202,-0.1734,1,2,1,61.394,0.123,1.448,94.024,-3.531,Yes,No,No,0.344,0.846,-0.005,-3.286,No,No,No,No,No,No,No,0.914,No,No,0.895,No,No,2.136,0.757,Yes,No,-0.574,3.122
152052825,CC[N@H+]1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(=O)N(C)C)c2)C1,CC[N@H+]1C[C@H](C)[C@H]([NH2+]Cc2cccc(C(C)=O)c2)C1,-6.2,262.397,-0.1243,5,1,2,115.546,-0.914,1.5,73.418,-2.82,Yes,No,No,1.377,0.583,0.094,-1.937,No,Yes,No,No,No,No,No,1.411,No,No,0.084,No,No,2.288,0.922,Yes,Yes,0.573,2.671
152052826,C[N@@H+]1C[C@@H](NC(=O)CCc2ccc(F)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(F)cc1,-6.1,166.195,2.3473,3,1,0,71.218,-2.657,1.208,96.774,-2.16,No,No,No,0.039,0.322,0.501,-1.845,No,No,Yes,No,No,No,No,0.238,No,No,1.128,No,No,1.803,2.158,Yes,Yes,0.607,1.105
152052827,O=C(Cn1cnc(-c2ccccc2)n1)NC[C@@H](CO)c1cccnc1,CNC[C@@H](CO)c1cccnc1,-4.9,166.224,0.3769,4,3,2,72.455,-0.391,1.167,78.979,-2.553,No,No,No,0.248,0.686,-0.195,-2.961,No,No,No,No,No,No,No,0.951,No,No,0.944,No,No,2.282,2.635,Yes,Yes,-0.701,2.402
152052828,CC(C)CCC(=O)NCC(=O)NCC1C[C@@H](C)O[C@H](C)C1,CNCC1C[C@@H](C)O[C@H](C)C1,-5,157.257,1.4094,2,2,1,69.316,-0.756,1.475,95.597,-2.457,Yes,No,No,0.471,0.718,0.098,-2.956,No,No,No,No,No,No,No,0.847,No,No,0.677,No,No,2.081,1.369,Yes,Yes,0.263,2.163
152052829,C[N@H+]1C[C@@H](NC(=O)CCc2ccc(F)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(F)cc1,-6.1,166.195,2.3473,3,1,0,71.218,-2.657,1.208,96.774,-2.16,No,No,No,0.039,0.322,0.501,-1.845,No,No,Yes,No,No,No,No,0.238,No,No,1.128,No,No,1.803,2.158,Yes,Yes,0.607,1.105
152052830,CCN(C)C(=O)c1cccc(C(=O)Nc2ccc(SC)cn2)c1,CC(=O)c1cccc(C(C)=O)c1,-6.2,162.188,2.0918,2,2,0,71.214,-2.266,1.333,97.626,-2.318,No,No,No,-0.007,0.381,0.109,-2.13,No,No,Yes,No,No,No,No,0.267,No,No,1.16,No,No,1.851,2.638,No,Yes,0.238,1.544
152052831,CN1C[C@@H](NC(=O)CCc2ccc(F)cc2)[C@@H](c2ccccc2)C1,CC(=O)CCc1ccc(F)cc1,-6.1,166.195,2.3473,3,1,0,71.218,-2.657,1.208,96.774,-2.16,No,No,No,0.039,0.322,0.501,-1.845,No,No,Yes,No,No,No,No,0.238,No,No,1.128,No,No,1.803,2.158,Yes,Yes,0.607,1.105
152052832,C[C@H](Cc1cccc(O)c1)NC(=O)CCc1cncnc1,CN[C@H](C)Cc1cccc(O)c1,-5.8,165.236,1.5426,3,2,2,73.235,-1.359,1.448,94.185,-2.605,No,No,No,0.825,0.541,-0.089,-1.723,No,No,No,No,No,No,No,0.999,No,No,0.528,No,No,2.435,1.561,Yes,Yes,-0.117,1.663
152052833,O=C(NC[C@@H](CO)c1cccnc1)c1cc(F)cc2nccnc12,CC(=O)c1cc(F)cc2nccnc12,-5.8,190.177,1.9715,1,3,0,79.609,-2.706,1.185,97.888,-2.591,No,No,No,-0.352,0.379,0.637,-2.257,No,No,Yes,No,No,No,No,0.618,No,No,1.081,No,No,2.219,2.679,Yes,No,0.522,1.626
152052834,O=C(N[C@@H]1CCc2[nH]cnc2C1)c1cnn(-c2ccccc2)c1C1CC1,CC(=O)c1cnn(C)c1C1CC1,-5.4,164.208,1.5001,2,3,0,71.384,-1.909,1.269,97.145,-2.52,No,No,No,0.125,0.472,-0.132,-2.561,No,No,Yes,No,No,No,No,0.515,No,No,0.967,No,No,1.798,2.38,Yes,No,0.277,1.409
152052836,O=C(N[C@@H]1CCc2nc[nH]c2C1)c1cnn(-c2ccccc2)c1C1CC1,CC(=O)c1cnn(C)c1C1CC1,-5.4,164.208,1.5001,2,3,0,71.384,-1.909,1.269,97.145,-2.52,No,No,No,0.125,0.472,-0.132,-2.561,No,No,Yes,No,No,No,No,0.515,No,No,0.967,No,No,1.798,2.38,Yes,No,0.277,1.409
152052837,CC(C)COCCCNC(=O)N[C@H]1CCC[C@@H](C(=O)NC(C)C)C1,CN[C@H]1CCC[C@@H](C(C)=O)C1,-5.1,155.241,1.3536,2,2,1,68.364,-0.78,1.464,95.623,-2.896,Yes,No,No,0.449,0.733,0.073,-2.966,No,No,No,No,No,No,No,0.948,No,No,0.706,No,No,2.172,1.363,No,Yes,0.012,2.209
